Item Name,Book Price,,Price Per foot or Unit,,Price if Purchased Per:,,,Bid Labor Per Foot or Unit,DCI / UPC
2-WHEEL DRIVE 1/2 TON 1,$67.34,E,$67.34, ,$67.34,E,0,0.00,
2-WHEEL DRIVE 3/4 TON 1,$73.47,E,$73.47, ,$73.47,E,0,0.00,
2-WHEEL DRIVE 1 TON 1-D,$78.72,E,$78.72, ,$78.72,E,0,0.00,
4-WHEEL DRIVE UNDER 1/2,$69.03,E,$69.03, ,$69.03,E,0,0.00,
4-WHEEL DRIVE 1/2 TON 1,$86.53,E,$86.53, ,$86.53,E,0,0.00,
4-WHEEL DRIVE 3/4 TON 1,$96.16,E,$96.16, ,$96.16,E,0,0.00,
4-WHEEL DRIVE 1 TON 1-D,$104.93,E,$104.93, ,$104.93,E,0,0.00,
"trucks, platform or sta",$0.00, ,, ,$0.00, ,0,,
"2 WHEEL DRIVE 1-TON, 1-",$83.06,E,$83.06, ,$83.06,E,0,0.00,
"2 WHEEL DRIVE 1.5-TON, ",$90.23,E,$90.23, ,$90.23,E,0,0.00,
"2 WHEEL DRIVE 2-TON, 1-",$103.20,E,$103.20, ,$103.20,E,0,0.00,
"2 WHEEL DRIVE 2.5-TON, ",$119.98,E,$119.98, ,$119.98,E,0,0.00,
"4 WHEEL DRIVE 1-TON, 1-",$110.75,E,$110.75, ,$110.75,E,0,0.00,
"4 WHEEL DRIVE 1.5-TON, ",$117.46,E,$117.46, ,$117.46,E,0,0.00,
"4 WHEEL DRIVE 2-TON, 1-",$117.46,E,$117.46, ,$117.46,E,0,0.00,
"4 WHEEL DRIVE 2.5-TON, ",$216.46,E,$216.46, ,$216.46,E,0,0.00,
"6 WHEEL DRIVE 2.5-TON, ",$243.89,E,$243.89, ,$243.89,E,0,0.00,
ADD FOR : HYDRAULIC BOO,$38.38, ,, ,$38.38,E,0,0.00,
ADD FOR : TELESCOPING D,$38.66, ,, ,$38.66,E,0,0.00,
ADD FOR : WINCH 1-DAY,$28.20, ,, ,$28.20,E,0,0.00,
ADD FOR : EARTH AUGER 1,$27.64, ,, ,$27.64,E,0,0.00,
ladders,$0.00, ,, ,$0.00, ,0,,
20' LADDER,$24.62,E,$24.62, ,$24.62,E,0,0.00,
35' LADDER,$35.82,E,$35.82, ,$35.82,E,0,0.00,
trucks micellaneous,$0.00, ,, ,$0.00, ,0,,
"DIGGER TRUCK UP TO 24"" ",$335.80,E,$335.80, ,$335.80,E,0,0.00,
"DIGGER TRUCK UP TO 36"" ",$429.00,E,$429.00, ,$429.00,E,0,0.00,
"DIGGER TRUCK UP TO 60"" ",$479.29,E,$479.29, ,$479.29,E,0,0.00,
"DIGGER TRUCK UP TO 72"" ",$539.20,E,$539.20, ,$539.20,E,0,0.00,
"DIGGER TRUCK UP TO 108""",$599.12,E,$599.12, ,$599.12,E,0,0.00,
"DIGGER TRUCK UP TO 132""",$739.65,E,$739.65, ,$739.65,E,0,0.00,
CONCRETE MIXER TRUCK 5.,$91.99,E,$91.99, ,$91.99,E,0,0.00,
CONCRETE MIXER TRUCK 8 ,$136.42,E,$136.42, ,$136.42,E,0,0.00,
"DUMP TRUCK 5 YARD, 1-DA",$161.56,E,$161.56, ,$161.56,E,0,0.00,
HYDRAULIC TAILGATE TRUC,$76.08,E,$76.08, ,$76.08,E,0,0.00,
safety equipment,$0.00, ,, ,$0.00, ,0,,
personal safety equipme,$0.00, ,, ,$0.00, ,0,,
HARD HAT 1-DAY,$0.51,E,$0.51, ,$0.51,E,0,0.00,
FACE SHIELD 1-DAY,$0.64,E,$0.64, ,$0.38,E,0,0.00,
WELDING HELMET 1-DAY,$1.26,E,$1.26, ,$0.76,E,0,0.00,
SAFETY BELT W/STRAP LM ,$1.90,E,$1.90, ,$1.14,E,0,0.00,
SAFETY BELT W/STRAP SW ,$1.43,E,$1.43, ,$0.86,E,0,0.00,
RUBBER GLOVES W/PROTECT,$3.78,E,$3.78, ,$2.27,E,0,0.00,
RAIN COAT 1-DAY,$2.25,E,$2.25, ,$1.35,E,0,0.00,
RAIN SUIT 1-DAY,$2.82,E,$2.82, ,$1.69,E,0,0.00,
RUBBER BOOTS KNEE 1-DAY,$2.04,E,$2.04, ,$1.22,E,0,0.00,
RUBBER BOOTS HIP 1-DAY,$3.77,E,$3.77, ,$2.26,E,0,0.00,
RUBBER BOOTS NON SAFTET,$0.54,E,$0.54, ,$0.32,E,0,0.00,
FOOT GUARDS 1-DAY,$2.62,E,$2.62, ,$1.57,E,0,0.00,
TOE GUARDS 1-DAY,$2.29,E,$2.29, ,$1.37,E,0,0.00,
first aid kits,$0.00, ,, ,$0.00, ,0,,
FIRST AID KIT SMALL 1-D,$3.82,E,$3.82, ,$2.29,E,0,0.00,
FIRST AID KIT LARGE 1-D,$7.63,E,$7.63, ,$4.58,E,0,0.00,
fire extinguisher's,$0.00, ,, ,$0.00, ,0,,
FIRE EXT CO2 5-LBS 1-DA,$1.50,E,$1.50, ,$0.90,E,0,0.00,
FIRE EXT CO2 10-LBS 1-D,$2.25,E,$2.25, ,$1.35,E,0,0.00,
FIRE EXT CO2 15-LBS 1-D,$3.00,E,$3.00, ,$1.80,E,0,0.00,
FIRE EXT CO2 20-LBS 1-D,$3.75,E,$3.75, ,$2.25,E,0,0.00,
flasher barricade,$0.00, ,, ,$0.00, ,0,,
LIGHT BATTERY POWERED 1,$2.42,E,$2.42, ,$1.45,E,0,0.00,
LGT & BARRICADE UNIT SG,$2.68,E,$2.68, ,$1.61,E,0,0.00,
LGT & BARRICADE UNIT DB,$4.37,E,$4.37, ,$2.62,E,0,0.00,
respirators,$0.00, ,, ,$0.00, ,0,,
RESPIRATOR 1-DAY,$2.98,E,$2.98, ,$1.79,E,0,0.00,
ESCAPE RESPIRATOR CARTR,$1.27,E,$1.27, ,$0.76,E,0,0.00,
AIR/GAS MONITORS/DETECT,$4.30,E,$4.30, ,$2.58,E,0,0.00,
MANHOLE RETRIEVAL SYSTE,$18.91,E,$18.91, ,$11.35,E,0,0.00,
FIRE RESISTANT PROTEC C,$5.69,E,$5.69, ,$3.41,E,0,0.00,
portable manhole vent b,$0.00, ,, ,$0.00, ,0,,
GAS POWERED 1-DAY,$24.30,E,$24.30, ,$14.58,E,0,0.00,
ELECTRIC POWERED 1-DAY,$18.33,E,$18.33, ,$11.00,E,0,0.00,
bosun's chair,$0.00, ,, ,$0.00, ,0,,
BOSUN'S CHAIR 1-DAY,$8.89,E,$8.89, ,$5.33,E,0,0.00,
lock/out tagout box sys,$0.00, ,, ,$0.00, ,0,,
LOCK/OUT TAGOUT 1-DAY,$1.63,E,$1.63, ,$0.98,E,0,0.00,
HV RUVVER BLANKET 1-DAY,$3.25,E,$3.25, ,$1.95,E,0,0.00,
start rus line construc,$0.00, ,, ,$0.00, ,0,,
a,$0.00, ,, ,$0.00, ,0,,
"Insulator, pin type",$0.00, ,, ,$0.00, ,0,,
"PIN INSUL 1""  5KV 55-2",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
"PIN INSUL 1"" 13.2/7.62K",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
"PIN INSUL 1"" 13.2/7.62K",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
"PIN INSUL 1 3/8"" 25/14.",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
"PIN INSUL 1 3/8"" 33-34.",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
"PIN INSUL 1 3/8"" 144-46",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
a,$0.00,E,$0.00, ,$0.00,E,0,,
"Insulator, pin type (po",$0.00,E,$0.00, ,$0.00,E,0,,
"PIN  INSUL 1""  12.5/7.2",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
"PIN INSUL 1"" 12.5/7.2KV",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
"PIN INSUL 1"" 24.9/14.4K",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
b,$0.00,E,$0.00, ,$0.00,E,0,,
"pin, stl pole top, dist",$0.00,E,$0.00, ,$0.00,E,0,,
"PIN, POLE TOP 20"" STL 1",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
"PIN, POLE TOP 20"" STL 1",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
b,$0.00,E,$0.00, ,$0.00,E,0,,
"pin, stl pole top, tran",$0.00,E,$0.00, ,$0.00,E,0,,
"PIN, POLE TOP 24"" STL 1",$0.00,E,$0.00, ,$0.00,E,0,0.32,98 0900 20927
c,$0.00,E,$0.00, ,$0.00,E,0,,
"3/8"" bolt, machine",$0.00,E,$0.00, ,$0.00,E,0,,
"3/8""X4"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.06,
"3/8""X4 1/2"" MACHINE BOL",$0.00,E,$0.00, ,$0.00,E,0,0.06,
"3/8""X5"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.06,
"3/8""X5 1/2"" MACHINE BOL",$0.00,E,$0.00, ,$0.00,E,0,0.06,
c,$0.00,E,$0.00, ,$0.00,E,0,,
"1/2"" bolt, machine",$0.00,E,$0.00, ,$0.00,E,0,,
"1/2""X1 1/2"" MACHINE BOL",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X4 1/2"" MACHINE BOL",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X5"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X6"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X7"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X8"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X9"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X10"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X12"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
"1/2""X14"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
c,$0.00,E,$0.00, ,$0.00,E,0,,
"5/8"" bolt, machine",$0.00,E,$0.00, ,$0.00,E,0,,
"5/8""X5"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X6"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X7"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X8"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X9"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X10"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X12"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X14"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X16"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X18"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X20"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X22"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
"5/8""X24"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.11,
c,$0.00,E,$0.00, ,$0.00,E,0,,
"3/4"" bolt, machine",$0.00,E,$0.00, ,$0.00,E,0,,
"3/4""X8"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X10"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X12"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X14"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X16"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X18"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X20"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X22"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X24"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
"3/4""X26"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.13,
c,$0.00,E,$0.00, ,$0.00,E,0,,
"7/8"" bolt, machine",$0.00,E,$0.00, ,$0.00,E,0,,
"7/8""X14"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.15,
"7/8""X16"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.15,
"7/8""X18"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.15,
"7/8""X20"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.15,
"7/8""X22"" MACHINE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.15,
d,$0.00,E,$0.00, ,$0.00,E,0,,
"washer, flat square ste",$0.00,E,$0.00, ,$0.00,E,0,,
"1/2"" 2""X2"" FLAT SQ STL ",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"5/8"" 2 ""X2 "" FLAT SQ ST",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"5/8"" 2 1/4""X2 1/4"" FLAT",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"3/4"" 2 1/4""X2 1/4"" FLAT",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"3/4"" 3""X3"" FLAT SQ STL ",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"3/4"" 4""X4"" FLAT SQ STL ",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"7/8"" 4""X4"" FLAT SQ STL ",$0.00,E,$0.00, ,$0.00,E,0,0.00,
d,$0.00,E,$0.00, ,$0.00,E,0,,
"washer, curved square s",$0.00,E,$0.00, ,$0.00,E,0,,
"5/8"" 2 1/4""X2 1/4"" CURV",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"5/8"" 3 ""X3 "" CURV SQ ST",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"3/4"" 3 ""X3 "" CURV SQ ST",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"3/4"" 3 1/4""X3 1/4"" CURV",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"3/4"" 4""X4"" CURV SQ STL ",$0.00,E,$0.00, ,$0.00,E,0,0.00,
d,$0.00,E,$0.00, ,$0.00,E,0,,
"washer, round steel",$0.00,E,$0.00, ,$0.00,E,0,,
"3/8"" 1"" ROUND STL WASHR",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"3/8"" 1 1/4"" ROUND STL W",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"1/2"" 1 3/8"" ROUND STL W",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"5/8"" 1 3/4"" ROUND STL W",$0.00,E,$0.00, ,$0.00,E,0,0.00,
"3/4"" 2"" ROUND STL WASHR",$0.00,E,$0.00, ,$0.00,E,0,0.00,
f,$0.00,E,$0.00, ,$0.00,E,0,,
"pin, crossarm bolt dist",$0.00,E,$0.00, ,$0.00,E,0,,
"5/8 x 6 1/2""  STL CR-AR",$0.00,E,$0.00, ,$0.00,E,0,0.20,98 0900 20925
"5/8 x 10 3/4""  STL CR-A",$0.00,E,$0.00, ,$0.00,E,0,0.20,98 0900 20925
"5/8 x 14""  STL CROSSARM",$0.00,E,$0.00, ,$0.00,E,0,0.20,98 0900 20925
"1""  LONG SHANK CROSSARM",$0.00,E,$0.00, ,$0.00,E,0,0.20,98 0900 20925
"1 3/8""  LONG SHANK CROS",$0.00,E,$0.00, ,$0.00,E,0,0.20,98 0900 20925
"1""  SHORT SHANK CROSSAR",$0.00,E,$0.00, ,$0.00,E,0,0.20,98 0900 20925
"1 3/8""  SHORT SHANK CRO",$0.00,E,$0.00, ,$0.00,E,0,0.20,98 0900 20925
"1""  CLAMP TYPE CROSSARM",$0.00,E,$0.00, ,$0.00,E,0,0.25,98 0900 20926
"1 3/8""  CLAMP TYPE CROS",$0.00,E,$0.00, ,$0.00,E,0,0.25,98 0900 20926
WASHER PLATE FOR CLAMP ,$0.00,E,$0.00, ,$0.00,E,0,0.00,
f,$0.00,E,$0.00, ,$0.00,E,0,,
"pin, crossarm bolt tran",$0.00,E,$0.00, ,$0.00,E,0,,
"1 3/8""  LONG SHANK CROS",$0.00,E,$0.00, ,$0.00,E,0,0.22,98 0900 20925
"1 3/8""  SHORT SHANK CRO",$0.00,E,$0.00, ,$0.00,E,0,0.22,98 0900 20925
f,$0.00,E,$0.00, ,$0.00,E,0,,
"pin, crossarm non-lead ",$0.00,E,$0.00, ,$0.00,E,0,,
"5/8"" STL  CR-ARM PIN CL",$0.00,E,$0.00, ,$0.00,E,0,0.25,98 0900 20926
"1""  5 3/4"" SHANK CROSSA",$0.00,E,$0.00, ,$0.00,E,0,0.22,98 0900 20925
"1""  1 1/2"" SHANK CROSSA",$0.00,E,$0.00, ,$0.00,E,0,0.22,98 0900 20925
"1 3/8""  7"" SHANK CROSSA",$0.00,E,$0.00, ,$0.00,E,0,0.22,98 0900 20925
"1 3/8""  1 3/4"" SHANK CR",$0.00,E,$0.00, ,$0.00,E,0,0.22,98 0900 20925
g,$0.00,E,$0.00, ,$0.00,E,0,,
"crossarm, fiberglass",$0.00,E,$0.00, ,$0.00,E,0,,
4' CROSSARM TYPE-3  FIB,$0.00,E,$0.00, ,$0.00,E,0,0.90,
8' CROSSARM TYPE-3  FIB,$0.00,E,$0.00, ,$0.00,E,0,1.20,
8' CROSSARM TYPE-4  FIB,$0.00,E,$0.00, ,$0.00,E,0,1.20,
10' CROSSARM TYPE-5  FI,$0.00,E,$0.00, ,$0.00,E,0,1.35,
g,$0.00,E,$0.00, ,$0.00,E,0,,
"crossarm, composite",$0.00,E,$0.00, ,$0.00,E,0,,
8' CROSSARM TYPE-4 COMP,$0.00,E,$0.00, ,$0.00,E,0,1.20,
22' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,3.00,
24' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,3.26,
26' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,3.54,
28' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,3.80,
30' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,4.10,
32' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,4.35,
34' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,4.60,
36' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,4.90,
38' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,5.20,
40' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,5.45,
42' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,5.71,
44' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,6.00,
46' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,6.25,
48' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,6.55,
50' H FRAME CROSSARM CO,$0.00,E,$0.00, ,$0.00,E,0,6.80,
g,$0.00,E,$0.00, ,$0.00,E,0,,
"crossarm, treated wood",$0.00,E,$0.00, ,$0.00,E,0,,
6' CROSSARM TYPE-11 TRE,$0.00,E,$0.00, ,$0.00,E,0,0.90,98 0900 20907
8' CROSSARM TYPE-12 TRE,$0.00,E,$0.00, ,$0.00,E,0,1.20,98 0900 20909
8' CROSSARM TYPE-13 TRE,$0.00,E,$0.00, ,$0.00,E,0,1.20,98 0900 20909
8' CROSSARM TYPE-14 TRE,$0.00,E,$0.00, ,$0.00,E,0,1.20,98 0900 20909
8' CROSSARM TYPE-16 TRE,$0.00,E,$0.00, ,$0.00,E,0,1.20,98 0900 20909
9' CROSSARM TYPE-19 TRE,$0.00,E,$0.00, ,$0.00,E,0,1.30,
10' CROSSARM TYPE-20 TR,$0.00,E,$0.00, ,$0.00,E,0,1.35,98 0900 20910
10' CROSSARM TYPE-21 TR,$0.00,E,$0.00, ,$0.00,E,0,1.35,98 0900 20910
10' CROSSARM TYPE-22 TR,$0.00,E,$0.00, ,$0.00,E,0,1.35,98 0900 20910
10' CROSSARM TYPE-23 TR,$0.00,E,$0.00, ,$0.00,E,0,1.35,98 0900 20910
10' CROSSARM TYPE-24 TR,$0.00,E,$0.00, ,$0.00,E,0,1.35,98 0900 20910
11' CROSSARM TYPE-25 TR,$0.00,E,$0.00, ,$0.00,E,0,1.50,
11' CROSSARM TYPE-26 TR,$0.00,E,$0.00, ,$0.00,E,0,1.50,
12' CROSSARM TYPE-27 TR,$0.00,E,$0.00, ,$0.00,E,0,1.63,
12' CROSSARM TYPE-28 TR,$0.00,E,$0.00, ,$0.00,E,0,1.63,
15' CROSSARM TYPE-29 TR,$0.00,E,$0.00, ,$0.00,E,0,2.05,
15' CROSSARM TYPE-30 TR,$0.00,E,$0.00, ,$0.00,E,0,2.05,
16' CROSSARM TYPE-31 TR,$0.00,E,$0.00, ,$0.00,E,0,2.18,
16' CROSSARM TYPE-32 TR,$0.00,E,$0.00, ,$0.00,E,0,2.18,
16' CROSSARM TYPE-33 TR,$0.00,E,$0.00, ,$0.00,E,0,2.18,
17' CROSSARM TYPE-34 TR,$0.00,E,$0.00, ,$0.00,E,0,2.31,
20' CROSSARM TYPE-37 TR,$0.00,E,$0.00, ,$0.00,E,0,2.72,
22' CROSSARM TYPE-41 TR,$0.00,E,$0.00, ,$0.00,E,0,3.00,
22' CROSSARM TYPE-44 TR,$0.00,E,$0.00, ,$0.00,E,0,3.00,
26' CROSSARM TYPE-54 TR,$0.00,E,$0.00, ,$0.00,E,0,3.54,
26' CROSSARM TYPE-55 TR,$0.00,E,$0.00, ,$0.00,E,0,3.54,
26' CROSSARM TYPE-56 TR,$0.00,E,$0.00, ,$0.00,E,0,3.54,
27' CROSSARM TYPE-60 TR,$0.00,E,$0.00, ,$0.00,E,0,3.67,
27' CROSSARM TYPE-62 TR,$0.00,E,$0.00, ,$0.00,E,0,3.67,
32' CROSSARM TYPE-71 TR,$0.00,E,$0.00, ,$0.00,E,0,4.35,
33' CROSSARM TYPE-72 TR,$0.00,E,$0.00, ,$0.00,E,0,4.50,
"38' 6"" CROSSARM TYPE-74",$0.00,E,$0.00, ,$0.00,E,0,5.20,
"38' 6"" CROSSARM TYPE-73",$0.00,E,$0.00, ,$0.00,E,0,5.20,
40' CROSSARM TYPE-81 TR,$0.00,E,$0.00, ,$0.00,E,0,5.44,
40' CROSSARM TYPE-82 TR,$0.00,E,$0.00, ,$0.00,E,0,5.44,
40' CROSSARM TYPE-86 TR,$0.00,E,$0.00, ,$0.00,E,0,5.44,
40' CROSSARM TYPE-87 TR,$0.00,E,$0.00, ,$0.00,E,0,5.44,
"13' 6"" CROSSARM TYPE-88",$0.00,E,$0.00, ,$0.00,E,0,1.90,
"19' 9"" CROSSARM TYPE-89",$0.00,E,$0.00, ,$0.00,E,0,2.72,
"16' 6"" CROSSARM TYPE-90",$0.00,E,$0.00, ,$0.00,E,0,2.31,
22' CROSSARM TYPE-91 TR,$0.00,E,$0.00, ,$0.00,E,0,3.00,
"20' 6"" CROSSARM TYPE-92",$0.00,E,$0.00, ,$0.00,E,0,2.72,
29' CROSSARM TYPE-94 TR,$0.00,E,$0.00, ,$0.00,E,0,3.94,
h,$0.00,E,$0.00, ,$0.00,E,0,,
"brace, crossarm",$0.00,E,$0.00, ,$0.00,E,0,,
flat crossarm brace,$0.00,E,$0.00, ,$0.00,E,0,,
"26"" FLAT CROSS ARM BRAC",$0.00,E,$0.00, ,$0.00,E,0,0.25,98 0900 20967
"28"" FLAT CROSS ARM BRAC",$0.00,E,$0.00, ,$0.00,E,0,0.25,98 0900 20967
"30"" FLAT CROSS ARM BRAC",$0.00,E,$0.00, ,$0.00,E,0,0.25,98 0900 20967
"32"" FLAT CROSS ARM BRAC",$0.00,E,$0.00, ,$0.00,E,0,0.25,98 0900 20967
"34"" FLAT CROSS ARM BRAC",$0.00,E,$0.00, ,$0.00,E,0,0.30,
"36"" FLAT CROSS ARM BRAC",$0.00,E,$0.00, ,$0.00,E,0,0.30,
angle crossarm brace,$0.00,E,$0.00, ,$0.00,E,0,,
"42"" ANGLE CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.42,
"48"" ANGLE CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.48,
"60"" ANGLE CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.60,
"66"" ANGLE CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.65,
"72"" ANGLE CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.70,
"88"" ANGLE CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.85,
alley crossarm brace,$0.00,E,$0.00, ,$0.00,E,0,,
"84"" ALLEY CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.85,
"96"" ALLEY CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.95,
"120"" ALLEY CROSS ARM BR",$0.00,E,$0.00, ,$0.00,E,0,1.20,
smith crossarm brace,$0.00,E,$0.00, ,$0.00,E,0,,
"54"" SMITH CROSS ARM BRA",$0.00,E,$0.00, ,$0.00,E,0,0.55,
back crossarm brace,$0.00,E,$0.00, ,$0.00,E,0,,
"37"" BACK CROSS ARM BRAC",$0.00,E,$0.00, ,$0.00,E,0,0.35,
h pole brace,$0.00,E,$0.00, ,$0.00,E,0,,
POLE BRACE BRACKET,$0.00,E,$0.00, ,$0.00,E,0,0.25,
X POLE BRACE,$0.00,E,$0.00, ,$0.00,E,0,1.00,
SHIELD WIRE SUPPORT,$0.00,E,$0.00, ,$0.00,E,0,0.50,
vertical crossarm brace,$0.00,E,$0.00, ,$0.00,E,0,,
"26"" VERTICAL BRACE",$0.00,E,$0.00, ,$0.00,E,0,0.25,
"38"" VERTICAL BRACE",$0.00,E,$0.00, ,$0.00,E,0,0.40,
"50"" VERTICAL BRACE",$0.00,E,$0.00, ,$0.00,E,0,0.50,
"51"" VERTICAL BRACE",$0.00,E,$0.00, ,$0.00,E,0,0.50,
"64"" VERTICAL BRACE",$0.00,E,$0.00, ,$0.00,E,0,0.65,
"82"" VERTICAL BRACE",$0.00,E,$0.00, ,$0.00,E,0,0.80,
"84"" VERTICAL BRACE",$0.00,E,$0.00, ,$0.00,E,0,0.85,
"120"" VERTICAL BRACE",$0.00,E,$0.00, ,$0.00,E,0,1.20,
i,$0.00,E,$0.00, ,$0.00,E,0,,
"bolt, carriage",$0.00,E,$0.00, ,$0.00,E,0,,
"3/8"" X 4"" CARRIAGE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.08,
"3/8"" X 4 1/2"" CARRIAGE ",$0.00,E,$0.00, ,$0.00,E,0,0.08,
"3/8"" X 5"" CARRIAGE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.08,
"3/8"" X 6"" CARRIAGE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.08,
"3/8"" X 7"" CARRIAGE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.08,
"1/2"" X 5"" CARRIAGE BOLT",$0.00,E,$0.00, ,$0.00,E,0,0.10,
