assmNum,assmName,level1,level2,level3,matchType
22830,n250 imc strap conc const,Feeder with Constants,IMC,IMC Strap Concrete,unique
22836,n300 imc strap conc const,Feeder with Constants,IMC,IMC Strap Concrete,unique
22842,n350 imc strap conc const,Feeder with Constants,IMC,IMC Strap Concrete,unique
22848,n400 imc strap conc const,Feeder with Constants,IMC,IMC Strap Concrete,unique
22854,n500 imc strap conc const,Feeder with Constants,IMC,IMC Strap Concrete,unique
22860,n600 imc strap conc const,Feeder with Constants,IMC,IMC Strap Concrete,unique
22866,n750 imc  strap conc const,Feeder with Constants,IMC,IMC Strap Concrete,unique
22877,n14 imc racks const,Branch with Constants,IMC,IMC Branch Racks,unique
22886,n12 imc racks const,Branch with Constants,IMC,IMC Branch Racks,unique
22895,n10 imc racks const,Branch with Constants,IMC,IMC Branch Racks,unique
22904,n8 imc racks const,Branch with Constants,IMC,IMC Branch Racks,unique
22911,n6 imc racks const,Branch with Constants,IMC,IMC Branch Racks,unique
22917,n4 imc racks const,Branch with Constants,IMC,IMC Branch Racks,unique
22922,n14 3/4 imc racks const,Branch with Constants,IMC,IMC Branch Racks,loose
22931,n12 3/4 imc racks const,Branch with Constants,IMC,IMC Branch Racks,loose
22943,n14 imc hr racks const,Branch with Constants,IMC Home Runs,IMC Branch Racks,unique
22952,n12 imc hr racks const,Branch with Constants,IMC Home Runs,IMC Branch Racks,unique
22961,n10 imc hr racks constracks,Branch with Constants,IMC Home Runs,IMC Branch Racks,unique
22970,n8 imc hr racks constracks,Branch with Constants,IMC Home Runs,IMC Branch Racks,unique
22977,n6 imc hr racks constracks,Branch with Constants,IMC Home Runs,IMC Branch Racks,unique
22983,n4 imc hr racks const,Branch with Constants,IMC Home Runs,IMC Branch Racks,unique
22988,n14 3/4 imc hr racks const,Branch with Constants,IMC Home Runs,IMC Branch Racks,loose
22997,n12 3/4 imc hr racks const,Branch with Constants,IMC Home Runs,IMC Branch Racks,loose
23008,n3 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23014,n2 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23020,n1 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23026,n1/0 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23032,n2/0 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23038,n3/0 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23044,n4/0 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23050,n250 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23056,n300 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23062,n350 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23068,n400 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23074,n500 imc  rack const,Feeder with Constants,IMC,IMC Rack,unique
23080,n600 imc rack const,Feeder with Constants,IMC,IMC Rack,unique
23086,n750 imc  rack const,Feeder with Constants,IMC,IMC Rack,unique
23097,n14 imc underground const,Branch with Constants,IMC,IMC Branch Underground,unique
23106,n12 imc underground const,Branch with Constants,IMC,IMC Branch Underground,unique
23115,n10 imc underground const,Branch with Constants,IMC,IMC Branch Underground,unique
23124,n8 imc underground const,Branch with Constants,IMC,IMC Branch Underground,unique
23131,n6 imc underground const,Branch with Constants,IMC,IMC Branch Underground,unique
23137,n4 imc underground const,Branch with Constants,IMC,IMC Branch Underground,unique
23142,n14 3/4 imc underground co,Branch with Constants,IMC,IMC Branch Underground,loose
23151,n12 3/4 imc underground co,Branch with Constants,IMC,IMC Branch Underground,loose
23163,n14 imc hr underground cons,Branch with Constants,IMC Home Runs,IMC Branch Underground,unique
23172,n12 imc hr underground cons,Branch with Constants,IMC Home Runs,IMC Branch Underground,unique
23181,n10 imc hr underground cons,Branch with Constants,IMC Home Runs,IMC Branch Underground,unique
23190,n8 imc hr underground const,Branch with Constants,IMC Home Runs,IMC Branch Underground,unique
23197,n6 imc hr underground const,Branch with Constants,IMC Home Runs,IMC Branch Underground,unique
23203,n4 imc hr underground const,Branch with Constants,IMC Home Runs,IMC Branch Underground,unique
23208,n14 3/4 imc hr underground,Branch with Constants,IMC Home Runs,IMC Branch Underground,loose
23217,n12 3/4 imc hr underground,Branch with Constants,IMC Home Runs,IMC Branch Underground,loose
23228,n3 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23234,n2 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23240,n1 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23246,n1/0 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23252,n2/0 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23258,n3/0 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23264,n4/0 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23270,n250 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23276,n300 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23282,n350 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23288,n400 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23294,n500 imc  underground const,Feeder with Constants,IMC,IMC Underground,unique
23300,n600 imc underground const,Feeder with Constants,IMC,IMC Underground,unique
23306,n750 imc  underground const,Feeder with Constants,IMC,IMC Underground,unique
23317,n14 imc beam clamp const,Branch with Constants,IMC,IMC Beam Clamp,unique
23326,n12 imc beam clamp const,Branch with Constants,IMC,IMC Beam Clamp,unique
23335,n10 imc beam clamp const,Branch with Constants,IMC,IMC Beam Clamp,unique
23344,n8 imc beam clamp const,Branch with Constants,IMC,IMC Beam Clamp,unique
23351,n6 imc beam clamp const,Branch with Constants,IMC,IMC Beam Clamp,unique
23357,n4 imc beam clamp const,Branch with Constants,IMC,IMC Beam Clamp,unique
23362,n14 3/4 imc beam clamp con,Branch with Constants,IMC,IMC Beam Clamp,loose
23371,n12 3/4 imc beam clamp con,Branch with Constants,IMC,IMC Beam Clamp,loose
23383,n14 imc hr beam clamp const,Branch with Constants,IMC Home Runs,IMC Beam Clamp,unique
23392,n12 imc hr beam clamp const,Branch with Constants,IMC Home Runs,IMC Beam Clamp,unique
23401,n10 imc hr beam clamp const,Branch with Constants,IMC Home Runs,IMC Beam Clamp,unique
23410,n8 imc hr beam clamp const,Branch with Constants,IMC Home Runs,IMC Beam Clamp,unique
23417,n6 imc hr beam clamp const,Branch with Constants,IMC Home Runs,IMC Beam Clamp,unique
23423,n4 imc hr beam clamp const,Branch with Constants,IMC Home Runs,IMC Beam Clamp,unique
23428,n14 3/4 imc hr beam clamp,Branch with Constants,IMC Home Runs,IMC Beam Clamp,loose
23437,n12 3/4 imc hr beam clamp,Branch with Constants,IMC Home Runs,IMC Beam Clamp,loose
23447,n3 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23453,n2 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23459,n1 iimc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23465,n1/0 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23471,n2/0 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23477,n3/0 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23483,n4/0 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23489,n250 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23495,n300 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23501,n350 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23507,n400 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23513,n500 imc  beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23519,n600 imc beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23525,n750 imc  beam clamp const,Feeder with Constants,IMC,IMC Beam Clamp,unique
23535,grc 1/2 const,Branch with Constants,GRC,GRC Branch Parts,distance
23557,grc 3/4 const,Branch with Constants,GRC,GRC Branch Parts,distance
23579,grc 1 const,Branch with Constants,GRC,GRC Branch Parts,distance
23603,grc 1 1/4 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23638,grc 1 1/2 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23673,grc 2 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23708,grc 2 1/2 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23742,grc 3 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23776,grc 3 1/2 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23811,grc 4 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23845,grc 5 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23873,grc 6 const,Feeder with Constants,GRC Copper wire feeders,GRC Feeder Parts,distance
23897,n14 grc strap const,Branch with Constants,GRC,GRC Strap Constants,unique
23906,n12 grc strap const,Branch with Constants,GRC,GRC Strap Constants,unique
23915,n10 grc strap const,Branch with Constants,GRC,GRC Strap Constants,unique
23924,n8 grc strap const,Branch with Constants,GRC,GRC Strap Constants,unique
23931,n6 grc strap const,Branch with Constants,GRC,GRC Strap Constants,unique
23937,n4 grc strap const,Branch with Constants,GRC,GRC Strap Constants,unique
23942,n14 3/4 grc strap const,Branch with Constants,GRC,GRC Strap Constants,loose
23951,n12 3/4 grc strap const,Branch with Constants,GRC,GRC Strap Constants,loose
23963,n14 grc hr strap const,Branch with Constants,GRC Home Runs,GRC Strap Constants,unique
23972,n12 grc hr strap const,Branch with Constants,GRC Home Runs,GRC Strap Constants,unique
23981,n10 grc hr strap const,Branch with Constants,GRC Home Runs,GRC Strap Constants,unique
23990,n8 grc hr strap const,Branch with Constants,GRC Home Runs,GRC Strap Constants,unique
23997,n6 grc hr strap const,Branch with Constants,GRC Home Runs,GRC Strap Constants,unique
24003,n4 grc hr strap const,Branch with Constants,GRC Home Runs,GRC Strap Constants,unique
24008,n14 3/4 grc hr strap const,Branch with Constants,GRC Home Runs,GRC Strap Constants,loose
24017,n12 3/4 grc hr strap const,Branch with Constants,GRC Home Runs,GRC Strap Constants,loose
24030,n3 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24036,n2 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24042,n1 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24048,n1/0 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24054,n2/0 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24060,n3/0 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24066,n4/0 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24072,n250 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24078,n300 grc  strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24084,n350 grc strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24090,n400 grc strap  const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24096,n500 grc  strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24108,n750 grc  strap const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Constants,unique
24119,n14 grc strap concrete cons,Branch with Constants,GRC,GRC Strap Concrete,unique
24128,n12 grc strap concrete cons,Branch with Constants,GRC,GRC Strap Concrete,unique
24137,n10 grc strap concrete cons,Branch with Constants,GRC,GRC Strap Concrete,unique
24146,n8 grc strap concrete const,Branch with Constants,GRC,GRC Strap Concrete,unique
24153,n6 grc strap concrete const,Branch with Constants,GRC,GRC Strap Concrete,unique
24159,n4 grc strap concrete const,Branch with Constants,GRC,GRC Strap Concrete,unique
24164,n14 3/4 grc strap concrete,Branch with Constants,GRC,GRC Strap Concrete,distance
24173,n12 3/4 grc strap concrete,Branch with Constants,GRC,GRC Strap Concrete,distance
24185,n14 grc hr strap concrete c,Branch with Constants,GRC Home Runs,GRC Strap Concrete,unique
24194,n12 grc hr strap concrete c,Branch with Constants,GRC Home Runs,GRC Strap Concrete,unique
24203,n10 grc hr strap concrete c,Branch with Constants,GRC Home Runs,GRC Strap Concrete,unique
24212,n8 grc hr strap concrete co,Branch with Constants,GRC Home Runs,GRC Strap Concrete,unique
24219,n6 grc hr strap concrete co,Branch with Constants,GRC Home Runs,GRC Strap Concrete,unique
24225,n4 grc hr strap concrete co,Branch with Constants,GRC Home Runs,GRC Strap Concrete,unique
24230,n14 3/4 grc hr strap concr,Branch with Constants,GRC Home Runs,GRC Strap Concrete,loose
24239,n12 3/4 grc hr strap concr,Branch with Constants,GRC Home Runs,GRC Strap Concrete,loose
24250,n3 grc strap concrete const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24256,n2 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24262,n1 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24268,n1/0 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24274,n2/0 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24280,n3/0 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24286,n4/0 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24292,n250 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24298,n300 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24304,n350 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24310,n400 grc strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24316,n500 grc  strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24322,n600 grc  strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24328,n750 grc  strap conc const,Feeder with Constants,GRC Copper wire feeders,GRC Strap Concrete,unique
24338,n14 grc rack const,Branch with Constants,GRC,GRC Rack,unique
24347,n12 grc rack const,Branch with Constants,GRC,GRC Rack,unique
24356,n10 grc rack const,Branch with Constants,GRC,GRC Rack,unique
24365,n8 grc rack const,Branch with Constants,GRC,GRC Rack,unique
24372,n6 grc rack const,Branch with Constants,GRC,GRC Rack,unique
24378,n4 grc rack const,Branch with Constants,GRC,GRC Rack,unique
24383,n14 3/4 grc rack const,Branch with Constants,GRC,GRC Rack,loose
24392,n12 3/4 grc rack const,Branch with Constants,GRC,GRC Rack,loose
24404,n14 grc hr rack const,Branch with Constants,GRC Home Runs,GRC Rack,unique
24413,n12 grc hr rack const,Branch with Constants,GRC Home Runs,GRC Rack,unique
24422,n10 grc hr rack const,Branch with Constants,GRC Home Runs,GRC Rack,unique
24431,n8 grc hr rack const,Branch with Constants,GRC Home Runs,GRC Rack,unique
24438,n6 grc hr rack const,Branch with Constants,GRC Home Runs,GRC Rack,unique
24444,n4 grc hr rack const,Branch with Constants,GRC Home Runs,GRC Rack,unique
24449,n14 3/4 grc hr rack const,Branch with Constants,GRC Home Runs,GRC Rack,loose
24458,n12 3/4 grc hr rack const,Branch with Constants,GRC Home Runs,GRC Rack,loose
24468,grc feeder rack w/wire cons,Feeder with Constants,Aluminum wire feeders Misc,feeders grc rack al wire,unique
24469,n3 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24475,n2 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24481,n1 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24487,n1/0 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24493,n2/0 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24499,n3/0 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24505,n4/0 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24511,n250 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24517,n300 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24523,n350 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24529,n400 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24535,n500 grc  rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24541,n600 grc rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24547,n750 grc  rack const,Feeder with Constants,GRC Copper wire feeders,GRC Rack,unique
24558,n14 grc underground const,Branch with Constants,GRC,GRC Underground,unique
24567,n12 grc underground const,Branch with Constants,GRC,GRC Underground,unique
24576,n10 grc  underground const,Branch with Constants,GRC,GRC Underground,unique
24585,n8 grc  underground const,Branch with Constants,GRC,GRC Underground,unique
24592,n6 grc  underground const,Branch with Constants,GRC,GRC Underground,unique
24598,n4 grc  underground const,Branch with Constants,GRC,GRC Underground,unique
24603,n14 3/4 grc underground co,Branch with Constants,GRC,GRC Underground,loose
24612,n12 3/4 grc underground co,Branch with Constants,GRC,GRC Underground,loose
24624,n14 grc hr underground cons,Branch with Constants,GRC Home Runs,GRC Underground,unique
24633,n12 grc hr underground cons,Branch with Constants,GRC Home Runs,GRC Underground,unique
24642,n10 grc  hr underground con,Branch with Constants,GRC Home Runs,GRC Underground,unique
24651,n8 grc  hr underground cons,Branch with Constants,GRC Home Runs,GRC Underground,unique
24658,n6 grc  hr underground cons,Branch with Constants,GRC Home Runs,GRC Underground,unique
24664,n4 grc  hr underground cons,Branch with Constants,GRC Home Runs,GRC Underground,unique
24669,n14 3/4 grc hr underground,Branch with Constants,GRC Home Runs,GRC Underground,loose
24678,n12 3/4 grc hr underground,Branch with Constants,GRC Home Runs,GRC Underground,loose
24689,n3 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24695,n2 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24701,n1 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24707,n1/0 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24713,n2/0 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24719,n3/0 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24725,n4/0 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24731,n250 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24737,n300 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24743,n350 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24749,n400 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24755,n500 grc  underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24761,n600 grc underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24767,n750 grc  underground const,Feeder with Constants,GRC Copper wire feeders,GRC Underground,unique
24778,n14 grc beam clamp const,Branch with Constants,GRC,GRC Beam Clamp,unique
24787,n12 grc beam clamp const,Branch with Constants,GRC,GRC Beam Clamp,unique
24796,n10 grc beam clamp const,Branch with Constants,GRC,GRC Beam Clamp,unique
24805,n8 grc beam clamp const,Branch with Constants,GRC,GRC Beam Clamp,unique
24812,n6 grc beam clamp const,Branch with Constants,GRC,GRC Beam Clamp,unique
24818,n4 grc beam clamp const,Branch with Constants,GRC,GRC Beam Clamp,unique
24823,n14 3/4 grc beam clamp con,Branch with Constants,GRC,GRC Beam Clamp,loose
24832,n12 3/4 grc beam clamp con,Branch with Constants,GRC,GRC Beam Clamp,loose
24844,n14 grc hr beam clamp const,Branch with Constants,GRC Home Runs,GRC Beam Clamp,unique
24853,n12 grc hr beam clamp const,Branch with Constants,GRC Home Runs,GRC Beam Clamp,unique
24862,n10 grc hr beam clamp const,Branch with Constants,GRC Home Runs,GRC Beam Clamp,unique
24871,n8 grc hr beam clamp const,Branch with Constants,GRC Home Runs,GRC Beam Clamp,unique
24878,n6 grc hr beam clamp const,Branch with Constants,GRC Home Runs,GRC Beam Clamp,unique
24884,n4 grc hr beam clamp const,Branch with Constants,GRC Home Runs,GRC Beam Clamp,unique
24889,n14 3/4 grc hr beam clamp,Branch with Constants,GRC Home Runs,GRC Beam Clamp,loose
24898,n12 3/4 grc hr beam clamp,Branch with Constants,GRC Home Runs,GRC Beam Clamp,loose
24910,n3 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24916,n2 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24922,n1 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24928,n1/0 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24934,n2/0 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24940,n3/0 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24946,n4/0 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24952,n250 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24958,n300 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24964,n350 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24970,n400 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24976,n500 grc  beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24982,n600 grc beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24988,n750 grc  beam clamp const,Feeder with Constants,GRC Copper wire feeders,GRC Beam Clamp,unique
24997,branch 1/2 al const,Branch with Constants,ARC,ARC Branch Parts,distance
25017,branch 3/4 al const,Branch with Constants,ARC,ARC Branch Parts,distance
25037,branch 1 al const,Branch with Constants,ARC,ARC Branch Parts,distance
25058,al feeder const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,distance
25059,1 1/4 al feeder const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Feeder Parts,unique
25088,1 1/2 al feeder const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Feeder Parts,unique
25117,2 al  feeder const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Feeder Parts,unique
25146,2 1/2 al  feeder const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Feeder Parts,unique
25174,3 al feeder const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Feeder Parts,unique
25202,3 1/2 al feeder const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Feeder Parts,unique
25229,4 al  feeder const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Feeder Parts,unique
25316,n14 al strap const,Branch with Constants,ARC,ARC Strap,unique
25325,n12 al strap const,Branch with Constants,ARC,ARC Strap,unique
25334,n10 al d/c strap const,Branch with Constants,ARC,ARC Strap,unique
25343,n8 al strap const,Branch with Constants,ARC,ARC Strap,unique
25350,n6 al strap const,Branch with Constants,ARC,ARC Strap,unique
25356,n4 al strap const,Branch with Constants,ARC,ARC Strap,unique
25361,n14 3/4 al strap const,Branch with Constants,ARC,ARC Strap,loose
25370,n12 3/4 al strap const,Branch with Constants,ARC,ARC Strap,loose
25380,n14 al hr strap const,Branch with Constants,ARC Home Runs,ARC Strap,unique
25389,n12 al hr strap const,Branch with Constants,ARC Home Runs,ARC Strap,unique
25398,n10 al hr strap const,Branch with Constants,ARC Home Runs,ARC Strap,unique
25407,n8 al hr strap const,Branch with Constants,ARC Home Runs,ARC Strap,unique
25414,n6 al hr strap const,Branch with Constants,ARC Home Runs,ARC Strap,unique
25420,n4 al hr strap const,Branch with Constants,ARC Home Runs,ARC Strap,unique
25425,n14 3/4 al hr strap const,Branch with Constants,ARC Home Runs,ARC Strap,loose
25434,n12 3/4 al hr strap const,Branch with Constants,ARC Home Runs,ARC Strap,loose
25445,n3 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25451,n2 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25457,n1 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25463,n1/0 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25469,n2/0 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25475,n3/0  al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25481,n4/0 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25487,n250 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25493,n300 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25499,n350 al  strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25505,n400 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25511,n500 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25517,n600 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25523,n750 al strap const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap,unique
25532,n14 al concrete w/wire cons,Branch with Constants,ARC,ARC Strap Concrete,unique
25541,n12 al concrete w/wire cons,Branch with Constants,ARC,ARC Strap Concrete,unique
25550,n10 al concrete w/wire cons,Branch with Constants,ARC,ARC Strap Concrete,unique
25559,n8 al concrete w/wire const,Branch with Constants,ARC,ARC Strap Concrete,unique
25566,n6 al concrete w/wire const,Branch with Constants,ARC,ARC Strap Concrete,unique
25572,n4 al concrete w/wire const,Branch with Constants,ARC,ARC Strap Concrete,unique
25577,n14 3/4 al concrete w/wire,Branch with Constants,ARC,ARC Strap Concrete,loose
25586,n12 3/4 al concrete w/wire,Branch with Constants,ARC,ARC Strap Concrete,loose
25597,n14  al hr concrete w/wire,Branch with Constants,ARC Home Runs,ARC Strap Concrete,unique
25606,n12 al hr concrete w/wire c,Branch with Constants,ARC Home Runs,ARC Strap Concrete,unique
25615,n10 al hr concrete w/wire c,Branch with Constants,ARC Home Runs,ARC Strap Concrete,unique
25624,n8 al hr concrete w/wire co,Branch with Constants,ARC Home Runs,ARC Strap Concrete,unique
25631,n6 al hr concrete w/wire co,Branch with Constants,ARC Home Runs,ARC Strap Concrete,unique
25637,n4 al hr concrete w/wire co,Branch with Constants,ARC Home Runs,ARC Strap Concrete,unique
25642,n14 3/4 al hr concrete w/w,Branch with Constants,ARC Home Runs,ARC Strap Concrete,loose
25651,n12 3/4 al hr concrete w/w,Branch with Constants,ARC Home Runs,ARC Strap Concrete,loose
25663,n3 al strap concrete const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap Concrete,unique
25669,n2 al strap concrete const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap Concrete,unique
25675,n1 al strap concrete const,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap Concrete,unique
25681,n1/0 al strap concrete cons,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap Concrete,unique
25687,n2/0 al strap concrete cons,Feeder with Constants,AL Rigid Conduit Copper wire feeders,Al Strap Concrete,unique
