assmNum,assmName,level1,level2,level3,matchType
7273,n8 al rack,Branch,AL Rigid Conduit,Al Rack,distance
7280,n6 al rack,Branch,AL Rigid Conduit,Al Rack,distance
7286,n4 al rack,Branch,AL Rigid Conduit,Al Rack,distance
7291,n14 3/4 al rack,Branch,AL Rigid Conduit,Al Rack,loose
7300,n12 3/4 al rack,Branch,AL Rigid Conduit,Al Rack,loose
7311,n3 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7317,n2 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7323,n1 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7329,n1/0 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7335,n2/0 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7341,n3/0  al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7347,n4/0 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7353,n250 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7365,n350 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7371,n400 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7377,n500 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7383,n600 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7389,n750 al rack,Feeder,AL Rigid Conduit,Al Rack,unique
7397,n3 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7403,n2 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7409,n1 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7415,n1/0 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7421,n2/0 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7427,n3/0  al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7433,n4/0 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7439,n250 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7445,n300 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7451,n350 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7457,n400 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7463,n500 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7469,n600 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7475,n750 al beam clamp,Feeder,AL Rigid Conduit,Al Beam Clamp,unique
7483,1/2 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,unique
7484,branch 1/2 grc/pvc,Branch,GRC/PVC,GRC/PVC Branch Parts,distance
7499,3/4 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,loose
7500,branch 3/4 grc/pvc,Branch,GRC/PVC,GRC/PVC Branch Parts,distance
7516,1 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,loose
7517,branch 1 grc/pvc,Branch,GRC/PVC,GRC/PVC Branch Parts,loose
7534,1 1/4 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,unique
7535,feeder 1 1/4 grc/pvc,Feeder,GRC/PVC,GRC/PVC Feeder Parts,distance
7553,1 1/2 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,unique
7554,feeder 1 1/2 grc/pvc,Feeder,GRC/PVC,GRC/PVC Feeder Parts,distance
7572,2 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,unique
7573,feeder 2 grc/pvc,Feeder,GRC/PVC,GRC/PVC Feeder Parts,distance
7591,2 1/2 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,unique
7592,feeder 2 1/2 grc/pvc,Feeder,GRC/PVC,GRC/PVC Feeder Parts,distance
7610,3 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,unique
7611,feeder 3 grc/pvc,Feeder,GRC/PVC,GRC/PVC Feeder Parts,distance
7629,3 1/2 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,unique
7630,feeder 3 1/2 grc/pvc,Feeder,GRC/PVC,GRC/PVC Feeder Parts,distance
7647,4 grc/pvc,Heavy Industrial,Conduit,GRC/PVC,unique
7648,feeder 4 grc/pvc,Feeder,GRC/PVC,GRC/PVC Feeder Parts,distance
7668,n14 grc/pvc no strap,Branch,GRC/PVC,GRC/PVC No Strap,unique
7677,n12 grc/pvc no strap,Branch,GRC/PVC,GRC/PVC No Strap,unique
7686,n10 grc/pvc no strap,Branch,GRC/PVC,GRC/PVC No Strap,unique
7695,n8 grc/pvc no strap,Branch,GRC/PVC,GRC/PVC No Strap,unique
7702,n6 grc/pvc no strap,Branch,GRC/PVC,GRC/PVC No Strap,unique
7708,n4 grc/pvc no strap,Branch,GRC/PVC,GRC/PVC No Strap,unique
7714,n3 grc/pvc no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7720,n2 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7726,n1 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7732,n1/0 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7738,n2/0 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7744,n3/0 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7750,n4/0 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7756,n250 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7768,n350 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7774,n400 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7780,n500 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7786,n600 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7792,n750 grc/pvc  no strap,Feeder,GRC/PVC,GRC/PVC No Support,unique
7800,n14 grc/pvc strap,Branch,GRC/PVC,GRC/PVC Strap,unique
7809,n12 grc/pvc strap,Branch,GRC/PVC,GRC/PVC Strap,unique
7818,n10 grc/pvc strap,Branch,GRC/PVC,GRC/PVC Strap,unique
7827,n8 grc/pvc strap,Branch,GRC/PVC,GRC/PVC Strap,unique
7834,n6 grc/pvc strap,Branch,GRC/PVC,GRC/PVC Strap,unique
7840,n4 grc/pvc strap,Branch,GRC/PVC,GRC/PVC Strap,unique
7845,n14 3/4 grc/pvc strap,Branch,GRC/PVC,GRC/PVC Strap,loose
7854,n12 3/4 grc/pvc strap,Branch,GRC/PVC,GRC/PVC Strap,loose
7865,n3 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7871,n2 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7877,n1 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7883,n1/0 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7889,n2/0 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7895,n3/0 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7901,n4/0 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7907,n250 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7913,n300 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7919,n350 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7925,n400 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7931,n500 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7937,n600 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7943,n750 grc/pvc strap,Feeder,GRC/PVC,GRC/PVC Strap,unique
7953,n14 grc/pvc strap concrete,Branch,GRC/PVC,GRC/PVC Strp Concrete,unique
7962,n12 grc/pvc strap concrete,Branch,GRC/PVC,GRC/PVC Strp Concrete,unique
7971,n10 grc/pvc strap concrete,Branch,GRC/PVC,GRC/PVC Strp Concrete,unique
7980,n8 grc/pvc strap concrete,Branch,GRC/PVC,GRC/PVC Strp Concrete,unique
7987,n6 grc/pvc strap concrete,Branch,GRC/PVC,GRC/PVC Strp Concrete,unique
7993,n4 grc/pvc strap concrete,Branch,GRC/PVC,GRC/PVC Strp Concrete,unique
7998,n14 3/4 grc/pvc strap conc,Branch,GRC/PVC,GRC/PVC Strp Concrete,loose
8007,n12 3/4 grc/pvc strap conc,Branch,GRC/PVC,GRC/PVC Strp Concrete,loose
8018,n3 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8024,n2 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8030,n1 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8036,n1/0 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8042,n2/0 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8048,n3/0 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8054,n4/0 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8060,n250 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8066,n300 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8072,n350 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8078,n400 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8084,n500 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8090,n600 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8096,n750 grc/pvc strap conc.,Feeder,GRC/PVC,GRC/PVC Strap Concrete,unique
8103,n14 grc/pvc rack,Branch,GRC/PVC,GRC/PVC Rack,unique
8112,n12 grc/pvc rack,Branch,GRC/PVC,GRC/PVC Rack,unique
8121,n10 grc/pvc rack,Branch,GRC/PVC,GRC/PVC Rack,unique
8130,n8 grc/pvc rack,Branch,GRC/PVC,GRC/PVC Rack,unique
8137,n6 grc/pvc rack,Branch,GRC/PVC,GRC/PVC Rack,unique
8143,n4 grc/pvc rack,Branch,GRC/PVC,GRC/PVC Rack,unique
8148,n14 3/4 grc/pvc rack,Branch,GRC/PVC,GRC/PVC Rack,loose
8157,n12 3/4 grc/pvc rack,Branch,GRC/PVC,GRC/PVC Rack,loose
8168,n3 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8174,n2 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8180,n1 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8186,n1/0 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8192,n2/0 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8198,n3/0 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8204,n4/0 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8210,n250 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8216,n300 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8222,n350 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8228,n400 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8234,n500 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8240,n600 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8246,n750 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8254,n3 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8260,n2 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8266,n1 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8272,n1/0 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8278,n2/0 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8284,n3/0 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8290,n4/0 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8296,n250 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8302,n300 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8308,n350 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8314,n400 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8320,n500 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8326,n600 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8332,n750 grc/pvc underground,Feeder,GRC/PVC,GRC/PVC Underground,unique
8340,n14 grc/pvc 90 deg beam cla,Branch,GRC/PVC,GRC/PVC 90d BC,distance
8349,n12 grc/pvc 90 deg beam cla,Branch,GRC/PVC,GRC/PVC 90d BC,distance
8358,n10 grc/pvc 90 deg beam cla,Branch,GRC/PVC,GRC/PVC 90d BC,distance
8367,n8 grc/pvc 90 deg beam clam,Branch,GRC/PVC,GRC/PVC 90d BC,distance
8374,n6 grc/pvc 90 deg beam clam,Branch,GRC/PVC,GRC/PVC 90d BC,distance
8380,n4 grc/pvc 90 deg beam clam,Branch,GRC/PVC,GRC/PVC 90d BC,distance
8385,n14 3/4 grc/pvc 90 deg bea,Branch,GRC/PVC,GRC/PVC 90d BC,loose
8394,n12 3/4 grc/pvc 90 deg bea,Branch,GRC/PVC,GRC/PVC 90d BC,loose
8405,n3 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8411,n2 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8417,n1 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8423,n1/0 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8429,n2/0 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8435,n3/0 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8441,n4/0 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8447,n250 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8453,n300 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8459,n350 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8465,n400 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8471,n500 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8477,n600 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8483,n750 grc/pvc rack,Feeder,GRC/PVC,GRC/PVC Rack,unique
8491,branch 1/2 pvc 40,Branch,PVC 40,PVC 40 & Parts,distance
8503,branch 3/4 pvc 40,Branch,PVC 40,PVC 40 & Parts,distance
8515,branch 1 pvc 40,Branch,PVC 40,PVC 40 & Parts,distance
8528,feeder 1 1/4 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8549,feeder 1 1/2 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8570,feeder 2 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8591,feeder 2 1/2 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8612,feeder 3 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8633,feeder 3 1/2 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8654,feeder 4 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8675,feeder 5 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8695,feeder 6 pvc 40,Feeder,PVC 40,PVC 40 & Parts,distance
8715,n14 pvc-40 no strap,Branch,PVC 40,PVC 40 No Strap,unique
8724,n12 pvc-40 no strap,Branch,PVC 40,PVC 40 No Strap,unique
8733,n10 pvc-40 no strap,Branch,PVC 40,PVC 40 No Strap,unique
8742,n8 pvc-40 no strap,Branch,PVC 40,PVC 40 No Strap,unique
8749,n6 pvc-40 no strap,Branch,PVC 40,PVC 40 No Strap,unique
8755,n4 pvc-40 no strap,Branch,PVC 40,PVC 40 No Strap,distance
8760,n14 pvc-40 strap,Branch,PVC 40,PVC 40 Strap,unique
8769,n12 pvc-40 strap,Branch,PVC 40,PVC 40 Strap,unique
8778,n10 pvc-40 strap,Branch,PVC 40,PVC 40 Strap,unique
8787,n8 pvc-40 strap,Branch,PVC 40,PVC 40 Strap,unique
8794,n6 pvc-40 strap,Branch,PVC 40,PVC 40 Strap,unique
8800,n4 pvc-40 strap,Branch,PVC 40,PVC 40 Strap,unique
8805,n14 pvc- 40 3/4 strap,Branch,PVC 40,PVC 40 Strap,loose
8814,n12 pvc- 40 3/4 strap,Branch,PVC 40,PVC 40 Strap,loose
8825,n3 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8831,n2 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8837,n1 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8843,n1/0 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8849,n2/0 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8855,n3/0 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8861,n4/0 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8867,n250 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8873,n300 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8879,n350 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8885,n400 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8891,n500 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8897,n600 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8903,n750 pvc strap,Feeder,PVC 40,PVC 40 Strap,unique
8911,n14 pvc-40 strap concrete,Branch,PVC 40,PVC 40 Strap Conc.,unique
8920,n12 pvc-40 strap concrete,Branch,PVC 40,PVC 40 Strap Conc.,unique
8929,n10 pvc-40 strap  concrete,Branch,PVC 40,PVC 40 Strap Conc.,unique
8938,n8 pvc-40 strap concrete,Branch,PVC 40,PVC 40 Strap Conc.,unique
8945,n6 pvc-40 strap concrete,Branch,PVC 40,PVC 40 Strap Conc.,unique
8951,n4 pvc-40 strap concrete,Branch,PVC 40,PVC 40 Strap Conc.,unique
8956,n14 pvc-40 3/4 strap concr,Branch,PVC 40,PVC 40 Strap Conc.,loose
8965,n12 pvc-40 3/4 strap concr,Branch,PVC 40,PVC 40 Strap Conc.,loose
8976,n3 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
8982,n2 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
8988,n1 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
8994,n1/0 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9000,n2/0 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9006,n3/0 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9012,n4/0 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9018,n250 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9024,n300 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9030,n350 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9036,n400 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9042,n500 pvc  strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9048,n600 pvc strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9054,n750 pvc  strap conc.,Feeder,PVC 40,PVC 40 Strap Conc,unique
9063,n14 pvc-40 underground,Branch,PVC 40,PVC 40 Underground,unique
9072,n12 pvc-40 underground,Branch,PVC 40,PVC 40 Underground,unique
9081,n10 pvc-40 underground,Branch,PVC 40,PVC 40 Underground,unique
9090,n8 pvc-40 underground,Branch,PVC 40,PVC 40 Underground,unique
9097,n6 pvc-40 underground,Branch,PVC 40,PVC 40 Underground,unique
9103,n4 pvc-40 underground,Branch,PVC 40,PVC 40 Underground,unique
9108,n14 pvc-40 3/4 underground,Branch,PVC 40,PVC 40 Underground,loose
9117,n12 pvc-40 3/4 underground,Branch,PVC 40,PVC 40 Underground,loose
9128,n3 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9134,n2 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9146,n1/0 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9152,n2/0 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9158,n3/0 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9164,n4/0 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9170,n250 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9176,n300 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9182,n350 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9188,n400 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9194,n500 pvc underground,Feeder,PVC 40,PVC 40 Underground,unique
9200,n600 pvc  underground,Feeder,PVC 40,PVC 40 Underground,unique
9206,n750 pvc  underground,Feeder,PVC 40,PVC 40 Underground,unique
9214,n14 pvc-40 beam clamp,Branch,PVC 40,PVC 40 Beam Clamp,unique
9223,n12 pvc-40 beam clamp,Branch,PVC 40,PVC 40 Beam Clamp,unique
9232,n10 pvc-40 beam clamp,Branch,PVC 40,PVC 40 Beam Clamp,unique
9241,n8 pvc-40 beam clamp,Branch,PVC 40,PVC 40 Beam Clamp,unique
9248,n6 pvc-40 beam clamp,Branch,PVC 40,PVC 40 Beam Clamp,unique
9254,n4 pvc-40 beam clamp,Branch,PVC 40,PVC 40 Beam Clamp,unique
9259,n14 pvc-40 3/4 beam clamp,Branch,PVC 40,PVC 40 Beam Clamp,loose
9268,n12 pvc-40 3/4 beam clamp,Branch,PVC 40,PVC 40 Beam Clamp,loose
9279,n3 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9285,n2 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9291,n1 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9297,n1/0 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9303,n2/0 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9309,n3/0 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9315,n4/0 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9321,n250 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9327,n300 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9333,n350 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9339,n400 pvc beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9345,n500 pvc  beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9351,n600 pvc  beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9357,n750 pvc  beam clamp,Feeder,PVC 40,PVC 40 Beam Clamp,unique
9365,pvc sch.40 stub-ups pvc,Feeder,PVC 40,PVC 40 Stub-ups,distance
9379,pvc-grc el stub-ups,Feeder,PVC 40,PVC 40 Stub-ups,distance
9394,branch 1/2 pvc 80,Branch,PVC 80,PVC 80 & Parts,distance
9398,branch 3/4 pvc 80,Branch,PVC 80,PVC 80 & Parts,distance
9402,branch 1 pvc 80,Branch,PVC 80,PVC 80 & Parts,distance
9407,feeder 1 1/4 pvc 80,Feeder,PVC 80,PVC 80 & Parts,distance
9412,feeder 1 1/2 pvc 80,Feeder,PVC 80,PVC 80 & Parts,distance
9418,feeder 2 pvc 80,Feeder,PVC 80,PVC 80 & Parts,distance
9424,feeder 2 1/2 pvc 80,Feeder,PVC 80,PVC 80 & Parts,distance
9430,feeder 3 pvc 80,Feeder,PVC 80,PVC 80 & Parts,distance
9441,feeder 4 pvc 80,Feeder,PVC 80,PVC 80 & Parts,distance
9447,feeder 5 pvc 80,Feeder,PVC 80,PVC 80 & Parts,distance
9454,pvc sch.80 stub-ups pvc,Feeder,PVC 80,PVC 80 Stub-ups,unique
9465,duct chair,Feeder,Ductbank,,unique
9471,duct bank with concrete $12,Feeder,Ductbank,,distance
9507,duct bank w/reinf concrete,Feeder,Ductbank,,distance
9543,duct bank with 2 sand cove,Feeder,Ductbank,,distance
9579,duct bank with re-use backf,Feeder,Ductbank,,distance
9617,window rack kindorf,Heavy Industrial,Hangers/Racks,Kindorf Racks,distance
9627,wood rack kindorf,Heavy Industrial,Hangers/Racks,Kindorf Racks,unique
9634,conc strut rack kindorf,Heavy Industrial,Hangers/Racks,Kindorf Racks,unique
9641,toggle bolt rack kindorf,Heavy Industrial,Hangers/Racks,Kindorf Racks,unique
9648,wood drop trapeze kindorf,Heavy Industrial,Hangers/Racks,Kindorf Racks,unique
9653,conc drop trapeze kindorf,Heavy Industrial,Hangers/Racks,Kindorf Racks,unique
9660,window rack ss,Heavy Industrial,Hangers/Racks,SS Racks,distance
9670,wood ss strut rack,Heavy Industrial,Hangers/Racks,SS Racks,distance
9677,conc ss strut rack,Heavy Industrial,Hangers/Racks,SS Racks,distance
9684,toggle anchor ss strut rack,Heavy Industrial,Hangers/Racks,SS Racks,distance
9691,wood drop trapeze ss rack,Heavy Industrial,Hangers/Racks,SS Racks,distance
9696,conc drop trapeze ss rack,Heavy Industrial,Hangers/Racks,SS Racks,distance
9702,rack pvc coated,Heavy Industrial,Hangers/Racks,PVC Coated Racks,distance
9716,racks kindorf 3/8 rod,Heavy Industrial,Hangers/Racks,Kindorf Racks,loose
9753,racks kindorf 1/2 rod,Heavy Industrial,Hangers/Racks,Kindorf Racks,loose
9790,racks kindorf 5/8 rod,Heavy Industrial,Hangers/Racks,Kindorf Racks,loose
9936,racks unistrut 3/8 rod,Heavy Industrial,Hangers/Racks,Unistrut Racks,loose
9973,racks unistrut 1/2 rod,Heavy Industrial,Hangers/Racks,Unistrut Racks,loose
10010,racks unistrut 5/8 rod,Heavy Industrial,Hangers/Racks,Unistrut Racks,loose
10155,ss racks 3/8 rod drop in a,Heavy Industrial,Hangers/Racks,SS Racks,loose
10192,ss racks 1/2 rod drop in a,Heavy Industrial,Hangers/Racks,SS Racks,loose
10229,ss racks 5/8 rod drop in a,Heavy Industrial,Hangers/Racks,SS Racks,loose
10265,ss racks 3/8 rod beam clam,Heavy Industrial,Hangers/Racks,SS Racks,loose
10302,ss racks 1/2 rod beam clam,Heavy Industrial,Hangers/Racks,SS Racks,loose
10338,emt strap hanger,Hangers/Racks,Strap,,unique
10350,emt concrete strap hanger,Hangers/Racks,Concrete,,unique
10363,beam clamp hanger,Hangers/Racks,Beam Clamp,,unique
10378,emt (rack) chnl strap,Hangers/Racks,EMT (rack) channel strap,,unique
10430,nmc cable with term,Residential,NM Cable,,unique
10491,bx cable with Term,Branch,Cable,,unique
10563,mc cable home run w/term co,Branch with Constants,Cable,,unique
10591,termination,Equipment,Conn/Term,Terminate,unique
10593,motor termination,Industrial,Connections/Termination,Termination,distance
10606,control termination,Industrial,Connections/Termination,Termination,distance
10616,wire termination,Industrial,Connections/Termination,Termination,distance
10643,1 wire termination,Industrial,Connections/Termination,1 Wire Termination,distance
10654,1 wire circuit termination,Industrial,Connections/Termination,1 Wire Termination,distance
10668,2 wire termination,Industrial,Connections/Termination,2 Wire Termination,distance
