Item Name,Price Per foot or Unit,Bid Labor Per Foot or Unit
3500A 600V 12W CU CBL B,$0.00,3.15
4000A 600V 18W CU CBL B,$0.00,3.80
5000A 600V 18W CU CBL B,$0.00,3.80
5000A 600V 24W CU CBL B,$0.00,4.20
6000A 600V 18W CU CBL B,$0.00,3.80
6000A 600V 27W CU CBL B,$0.00,4.50
7000A 600V CU CBL BUS 4,$0.00,5.00
8000A 600V CU CBL BUS 4,$0.00,5.60
600v cu cable bus 45 de,,
600A 600V 3W CU CBL BUS,$0.00,1.55
800A 600V 3W CU CBL BUS,$0.00,1.55
1000A 600V 3W CU CBL BU,$0.00,1.55
1200A 600V 6W CU CBL BU,$0.00,2.55
1600A 600V 6W CU CBL BU,$0.00,2.55
1800A 600V 6W CU CBL BU,$0.00,2.55
2000A 600V 12W CU CBL B,$0.00,2.95
2500A 600V 12W CU CBL B,$0.00,2.95
3000A 600V 12W CU CBL B,$0.00,2.95
3500A 600V 12W CU CBL B,$0.00,2.95
4000A 600V 18W CU CBL B,$0.00,3.65
5000A 600V 18W CU CBL B,$0.00,3.65
5000A 600V 24W CU CBL B,$0.00,3.95
6000A 600V 18W CU CBL B,$0.00,3.65
6000A 600V 27W CU CBL B,$0.00,4.35
7000A 600V CU CBL BUS 4,$0.00,4.95
8000A 600V CU CBL BUS 4,$0.00,5.35
600v cu cable bus 30 de,,
600A 600V 3W CU CBL BUS,$0.00,1.45
800A 600V 3W CU CBL BUS,$0.00,1.45
1000A 600V 3W CU CBL BU,$0.00,1.45
1200A 600V 6W CU CBL BU,$0.00,2.40
1600A 600V 6W CU CBL BU,$0.00,2.40
1800A 600V 6W CU CBL BU,$0.00,2.40
2000A 600V 12W CU CBL B,$0.00,2.85
2500A 600V 12W CU CBL B,$0.00,2.85
3000A 600V 12W CU CBL B,$0.00,2.85
3500A 600V 12W CU CBL B,$0.00,2.85
4000A 600V 18W CU CBL B,$0.00,3.50
5000A 600V 18W CU CBL B,$0.00,3.50
5000A 600V 24W CU CBL B,$0.00,3.90
6000A 600V 18W CU CBL B,$0.00,3.50
6000A 600V 27W CU CBL B,$0.00,4.35
7000A 600V CU CBL BUS 3,$0.00,4.95
8000A 600V CU CBL BUS 3,$0.00,5.35
600v cu cable bus 30 de,,
600A 600V 3W CU CBL BUS,$0.00,1.40
800A 600V 3W CU CBL BUS,$0.00,1.40
1000A 600V 3W CU CBL BU,$0.00,1.40
1200A 600V 6W CU CBL BU,$0.00,2.40
1600A 600V 6W CU CBL BU,$0.00,2.40
1800A 600V 6W CU CBL BU,$0.00,2.40
2000A 600V 12W CU CBL B,$0.00,2.75
2500A 600V 12W CU CBL B,$0.00,2.75
3000A 600V 12W CU CBL B,$0.00,2.75
3500A 600V 12W CU CBL B,$0.00,2.75
4000A 600V 18W CU CBL B,$0.00,3.40
5000A 600V 18W CU CBL B,$0.00,3.40
5000A 600V 24W CU CBL B,$0.00,3.75
6000A 600V 18W CU CBL B,$0.00,3.40
6000A 600V 27W CU CBL B,$0.00,4.15
7000A 600V CU CBL BUS 3,$0.00,4.85
8000A 600V CU CBL BUS 3,$0.00,5.45
600v cu cable bus tap b,,
600A 600V 3W CU CBL BUS,$0.00,5.40
800A 600V 3W CU CBL BUS,$0.00,5.85
1000A 600V 3W CU CBL BU,$0.00,6.30
1200A 600V 6W CU CBL BU,$0.00,7.20
1600A 600V 6W CU CBL BU,$0.00,9.00
1800A 600V 6W CU CBL BU,$0.00,10.20
2000A 600V 12W CU CBL B,$0.00,10.80
2500A 600V 12W CU CBL B,$0.00,12.60
3000A 600V 12W CU CBL B,$0.00,14.40
3500A 600V 12W CU CBL B,$0.00,16.20
4000A 600V 18W CU CBL B,$0.00,18.00
5000A 600V 18W CU CBL B,$0.00,20.00
5000A 600V 24W CU CBL B,$0.00,22.00
6000A 600V 18W CU CBL B,$0.00,22.00
6000A 600V 27W CU CBL B,$0.00,24.00
7000A 600V CU CBL BUS T,$0.00,27.00
8000A 600V CU CBL BUS T,$0.00,30.00
5kv cu cable bus entran,,
600A 5KV 3W CU CABLE BU,$0.00,4.60
800A 5KV 3W CU CABLE BU,$0.00,4.60
1000A 5KV 3W CU CABLE B,$0.00,4.60
1200A 5KV 6W CU CABLE B,$0.00,4.80
1600A 5KV 6W CU CABLE B,$0.00,4.80
1800A 5KV 6W CU CABLE B,$0.00,4.80
2000A 5KV 12W CU CABLE ,$0.00,6.55
2500A 5KV 12W CU CABLE ,$0.00,6.55
3000A 5KV 12W CU CABLE ,$0.00,6.55
3500A 5KV 12W CU CABLE ,$0.00,6.55
4000A 5KV 18W CU CABLE ,$0.00,7.45
5000A 5KV 18W CU CABLE ,$0.00,7.45
5000A 5KV 24W CU CABLE ,$0.00,7.65
6000A 5KV 18W CU CABLE ,$0.00,7.45
6000A 5KV 27W CU CABLE ,$0.00,7.80
7000A 5KV CU CABLE BUS ,$0.00,8.00
8000A 5KV CU CABLE BUS ,$0.00,8.25
5kv cu cable bus entran,,
600A 5KV 3W CU CABLE BU,$0.00,3.60
800A 5KV 3W CU CABLE BU,$0.00,3.60
1000A 5KV 3W CU CABLE B,$0.00,3.60
1200A 5KV 6W CU CABLE B,$0.00,3.80
1600A 5KV 6W CU CABLE B,$0.00,3.80
1800A 5KV 6W CU CABLE B,$0.00,3.80
2000A 5KV 12W CU CABLE ,$0.00,4.80
2500A 5KV 12W CU CABLE ,$0.00,4.80
3000A 5KV 12W CU CABLE ,$0.00,4.80
3500A 5KV 12W CU CABLE ,$0.00,4.80
4000A 5KV 18W CU CABLE ,$0.00,5.70
5000A 5KV 18W CU CABLE ,$0.00,5.70
5000A 5KV 24W CU CABLE ,$0.00,5.85
6000A 5KV 18W CU CABLE ,$0.00,5.70
6000A 5KV 27W CU CABLE ,$0.00,6.00
7000A 5KV CU CABLE BUS ,$0.00,6.30
8000A 5KV CU CABLE BUS ,$0.00,6.50
5kv cu cable bus firest,,
600A 5KV 3W CU CBL BUS ,$0.00,4.60
800A 5KV 3W CU CBL BUS ,$0.00,4.60
1000A 5KV 3W CU CBL BUS,$0.00,4.60
1200A 5KV 6W CU CBL BUS,$0.00,4.80
1600A 5KV 6W CU CBL BUS,$0.00,4.80
1800A 5KV 6W CU CBL BUS,$0.00,4.80
2000A 5KV 12W CU CBL BU,$0.00,6.55
2500A 5KV 12W CU CBL BU,$0.00,6.55
3000A 5KV 12W CU CBL BU,$0.00,6.55
3500A 5KV 12W CU CBL BU,$0.00,6.55
4000A 5KV 18W CU CBL BU,$0.00,7.45
5000A 5KV 18W CU CBL BU,$0.00,7.45
5000A 5KV 24W CU CBL BU,$0.00,7.60
6000A 5KV 18W CU CBL BU,$0.00,7.45
6000A 5KV 27W CU CBL BU,$0.00,7.80
7000A 5KV CU CBL BUS FI,$0.00,8.00
8000A 5KV CU CBL BUS FI,$0.00,8.25
5kv cu cable bus termin,,
600A 5KV 3W CU CBL BUS ,$0.00,12.00
800A 5KV 3W CU CBL BUS ,$0.00,13.20
1000A 5KV 3W CU CBL BUS,$0.00,14.40
1200A 5KV 6W CU CBL BUS,$0.00,24.00
1600A 5KV 6W CU CBL BUS,$0.00,26.40
1800A 5KV 6W CU CBL BUS,$0.00,28.80
2000A 5KV 12W CU CBL BU,$0.00,52.80
2500A 5KV 12W CU CBL BU,$0.00,52.80
3000A 5KV 12W CU CBL BU,$0.00,52.80
3500A 5KV 12W CU CBL BU,$0.00,52.80
4000A 5KV 18W CU CBL BU,$0.00,79.20
5000A 5KV 18W CU CBL BU,$0.00,79.20
5000A 5KV 24W CU CBL BU,$0.00,96.00
6000A 5KV 18W CU CBL BU,$0.00,79.20
6000A 5KV 27W CU CBL BU,$0.00,108.00
7000A 5KV CU CBL BUS TE,$0.00,118.00
8000A 5KV CU CBL BUS TE,$0.00,129.60
5kv cu horz cable bus,,
600A 5KV 3W CU HORZ CAB,0,0.3595
800A 5KV 3W CU HORZ CAB,0,0.3595
1000A 5KV 3W CU HORZ CA,0,0.3595
1200A 5KV 6W CU HORZ CA,0,0.5015
1600A 5KV 6W CU HORZ CA,0,0.5015
1800A 5KV 6W CU HORZ CA,0,0.5015
2000A 5KV 12W CU HORZ C,0,0.606
2500A 5KV 12W CU HORZ C,0,0.606
3000A 5KV 12W CU HORZ C,0,0.606
3500A 5KV 12W CU HORZ C,0,0.606
4000A 5KV 18W CU HORZ C,0,0.721
5000A 5KV 18W CU HORZ C,0,0.721
5000A 5KV 24W CU HORZ C,0,0.745
6000A 5KV 18W CU HORZ C,0,0.721
6000A 5KV 27W CU HORZ C,0,0.735
7000A 5KV CU HORZ CABLE,0,0.75
8000A 5KV CU HORZ CABLE,0,0.8
5kv cu vert cable bus,,
600A 5KV 3W CU VERT CAB,0,0.3955
800A 5KV 3W CU VERT CAB,0,0.3955
1000A 5KV 3W CU VERT CA,0,0.3955
1200A 5KV 6W CU VERT CA,0,0.552
1600A 5KV 6W CU VERT CA,0,0.552
1800A 5KV 6W CU VERT CA,0,0.552
2000A 5KV 12W CU VERT C,0,0.667
2500A 5KV 12W CU VERT C,0,0.667
3000A 5KV 12W CU VERT C,0,0.667
3500A 5KV 12W CU VERT C,0,0.667
4000A 5KV 18W CU VERT C,0,0.8
5000A 5KV 18W CU VERT C,0,0.8
5000A 5KV 24W CU VERT C,0,0.8195
6000A 5KV 18W CU VERT C,0,0.8
6000A 5KV 27W CU VERT C,0,0.8085
7000A 5KV CU VERT CABLE,0,0.825
8000A 5KV CU VERT CABLE,0,0.88
5kv cu cable bus cable ,,
600A 5KV 3W CU CBL BUS ,$0.00,4.00
800A 5KV 3W CU CBL BUS ,$0.00,4.40
1000A 5KV 3W CU CBL BUS,$0.00,4.80
1200A 5KV 6W CU CBL BUS,$0.00,4.00
1600A 5KV 6W CU CBL BUS,$0.00,4.40
1800A 5KV 6W CU CBL BUS,$0.00,4.80
2000A 5KV 12W CU CBL BU,$0.00,4.40
2500A 5KV 12W CU CBL BU,$0.00,4.40
3000A 5KV 12W CU CBL BU,$0.00,4.40
3500A 5KV 12W CU CBL BU,$0.00,4.40
4000A 5KV 18W CU CBL BU,$0.00,4.40
5000A 5KV 18W CU CBL BU,$0.00,4.40
5000A 5KV 24W CU CBL BU,$0.00,4.00
6000A 5KV 18W CU CBL BU,$0.00,4.40
6000A 5KV 27W CU CBL BU,$0.00,4.00
7000A 5KV CU CBL BUS CB,$0.00,4.40
8000A 5KV CU CBL BUS CB,$0.00,4.40
5kv cu cable bus 90 deg,,
600A 5KV 3W CU CBL BUS ,$0.00,3.00
800A 5KV 3W CU CBL BUS ,$0.00,3.00
1000A 5KV 3W CU CBL BUS,$0.00,3.00
1200A 5KV 6W CU CBL BUS,$0.00,4.90
1600A 5KV 6W CU CBL BUS,$0.00,4.90
1800A 5KV 6W CU CBL BUS,$0.00,4.90
2000A 5KV 12W CU CBL BU,$0.00,5.95
2500A 5KV 12W CU CBL BU,$0.00,5.95
3000A 5KV 12W CU CBL BU,$0.00,5.95
3500A 5KV 12W CU CBL BU,$0.00,5.95
4000A 5KV 18W CU CBL BU,$0.00,7.20
5000A 5KV 18W CU CBL BU,$0.00,7.20
5000A 5KV 24W CU CBL BU,$0.00,7.70
6000A 5KV 18W CU CBL BU,$0.00,7.20
6000A 5KV 27W CU CBL BU,$0.00,8.00
7000A 5KV CU CBL BUS 90,$0.00,8.50
8000A 5KV CU CBL BUS 90,$0.00,9.00
5kv cu cable bus 90 deg,,
600A 5KV 3W CU CBL BUS ,$0.00,2.45
800A 5KV 3W CU CBL BUS ,$0.00,2.45
1000A 5KV 3W CU CBL BUS,$0.00,2.45
1200A 5KV 6W CU CBL BUS,$0.00,3.90
1600A 5KV 6W CU CBL BUS,$0.00,3.90
1800A 5KV 6W CU CBL BUS,$0.00,3.90
2000A 5KV 12W CU CBL BU,$0.00,4.60
2500A 5KV 12W CU CBL BU,$0.00,4.60
3000A 5KV 12W CU CBL BU,$0.00,4.60
3500A 5KV 12W CU CBL BU,$0.00,4.60
4000A 5KV 18W CU CBL BU,$0.00,5.65
5000A 5KV 18W CU CBL BU,$0.00,5.65
5000A 5KV 24W CU CBL BU,$0.00,6.00
6000A 5KV 18W CU CBL BU,$0.00,5.65
6000A 5KV 27W CU CBL BU,$0.00,6.25
7000A 5KV CU CBL BUS 90,$0.00,7.00
8000A 5KV CU CBL BUS 90,$0.00,7.75
5kv cu cable bus 45 deg,,
600A 5KV 3W CU CBL BUS ,$0.00,1.60
800A 5KV 3W CU CBL BUS ,$0.00,1.60
1000A 5KV 3W CU CBL BUS,$0.00,1.60
1200A 5KV 6W CU CBL BUS,$0.00,2.55
1600A 5KV 6W CU CBL BUS,$0.00,2.55
1800A 5KV 6W CU CBL BUS,$0.00,2.55
2000A 5KV 12W CU CBL BU,$0.00,3.15
2500A 5KV 12W CU CBL BU,$0.00,3.15
3000A 5KV 12W CU CBL BU,$0.00,3.15
3500A 5KV 12W CU CBL BU,$0.00,3.15
4000A 5KV 18W CU CBL BU,$0.00,3.80
5000A 5KV 18W CU CBL BU,$0.00,3.80
5000A 5KV 24W CU CBL BU,$0.00,4.20
6000A 5KV 18W CU CBL BU,$0.00,3.80
6000A 5KV 27W CU CBL BU,$0.00,4.50
7000A 5KV CU CBL BUS 45,$0.00,5.00
8000A 5KV CU CBL BUS 45,$0.00,5.60
5kv cu cable bus 45 deg,,
600A 5KV 3W CU CBL BUS ,$0.00,1.55
800A 5KV 3W CU CBL BUS ,$0.00,1.55
1000A 5KV 3W CU CBL BUS,$0.00,1.55
1200A 5KV 6W CU CBL BUS,$0.00,2.55
1600A 5KV 6W CU CBL BUS,$0.00,2.55
1800A 5KV 6W CU CBL BUS,$0.00,2.55
2000A 5KV 12W CU CBL BU,$0.00,2.95
2500A 5KV 12W CU CBL BU,$0.00,2.95
3000A 5KV 12W CU CBL BU,$0.00,2.95
3500A 5KV 12W CU CBL BU,$0.00,2.95
4000A 5KV 18W CU CBL BU,$0.00,3.65
5000A 5KV 18W CU CBL BU,$0.00,3.65
5000A 5KV 24W CU CBL BU,$0.00,3.95
6000A 5KV 18W CU CBL BU,$0.00,3.65
6000A 5KV 27W CU CBL BU,$0.00,4.35
7000A 5KV CU CBL BUS 45,$0.00,4.95
8000A 5KV CU CBL BUS 45,$0.00,5.35
5kv cu cable bus 30 deg,,
600A 5KV 3W CU CBL BUS ,$0.00,1.45
800A 5KV 3W CU CBL BUS ,$0.00,1.45
1000A 5KV 3W CU CBL BUS,$0.00,1.45
1200A 5KV 6W CU CBL BUS,$0.00,2.40
1600A 5KV 6W CU CBL BUS,$0.00,2.40
1800A 5KV 6W CU CBL BUS,$0.00,2.40
2000A 5KV 12W CU CBL BU,$0.00,2.85
2500A 5KV 12W CU CBL BU,$0.00,2.85
3000A 5KV 12W CU CBL BU,$0.00,2.85
3500A 5KV 12W CU CBL BU,$0.00,2.85
4000A 5KV 18W CU CBL BU,$0.00,3.50
5000A 5KV 18W CU CBL BU,$0.00,3.50
5000A 5KV 24W CU CBL BU,$0.00,3.90
6000A 5KV 18W CU CBL BU,$0.00,3.50
6000A 5KV 27W CU CBL BU,$0.00,4.35
7000A 5KV CU CBL BUS 30,$0.00,4.95
8000A 5KV CU CBL BUS 30,$0.00,5.35
5kv cu cable bus 30 deg,,
600A 5KV 3W CU CBL BUS ,$0.00,1.40
800A 5KV 3W CU CBL BUS ,$0.00,1.40
1000A 5KV 3W CU CBL BUS,$0.00,1.40
1200A 5KV 6W CU CBL BUS,$0.00,2.40
1600A 5KV 6W CU CBL BUS,$0.00,2.40
1800A 5KV 6W CU CBL BUS,$0.00,2.40
2000A 5KV 12W CU CBL BU,$0.00,2.75
2500A 5KV 12W CU CBL BU,$0.00,2.75
3000A 5KV 12W CU CBL BU,$0.00,2.75
3500A 5KV 12W CU CBL BU,$0.00,2.75
4000A 5KV 18W CU CBL BU,$0.00,3.40
5000A 5KV 18W CU CBL BU,$0.00,3.40
5000A 5KV 24W CU CBL BU,$0.00,3.75
6000A 5KV 18W CU CBL BU,$0.00,3.40
6000A 5KV 27W CU CBL BU,$0.00,4.15
7000A 5KV CU CBL BUS 30,$0.00,4.85
8000A 5KV CU CBL BUS 30,$0.00,5.45
5kv cu cable bus tap bo,,
600A 5KV 3W CU CBL BUS ,$0.00,5.40
800A 5KV 3W CU CBL BUS ,$0.00,5.85
1000A 5KV 3W CU CBL BUS,$0.00,6.30
1200A 5KV 6W CU CBL BUS,$0.00,7.20
1600A 5KV 6W CU CBL BUS,$0.00,9.00
1800A 5KV 6W CU CBL BUS,$0.00,10.20
2000A 5KV 12W CU CBL BU,$0.00,10.80
2500A 5KV 12W CU CBL BU,$0.00,12.60
3000A 5KV 12W CU CBL BU,$0.00,14.40
3500A 5KV 12W CU CBL BU,$0.00,16.20
4000A 5KV 18W CU CBL BU,$0.00,18.00
5000A 5KV 18W CU CBL BU,$0.00,20.00
5000A 5KV 24W CU CBL BU,$0.00,22.00
6000A 5KV 18W CU CBL BU,$0.00,22.00
6000A 5KV 27W CU CBL BU,$0.00,24.00
7000A 5KV CU CBL BUS TA,$0.00,27.00
8000A 5KV CU CBL BUS TA,$0.00,30.00
15kv cu cable bus entra,,
600A 15KV 3W CU CBL BUS,$0.00,4.60
800A 15KV 3W CU CBL BUS,$0.00,4.60
1000A 15KV 3W CU CBL BU,$0.00,4.60
1200A 15KV 6W CU CBL BU,$0.00,4.80
1600A 15KV 6W CU CBL BU,$0.00,4.80
1800A 15KV 6W CU CBL BU,$0.00,4.80
2000A 15KV 12W CU CBL B,$0.00,6.55
2500A 15KV 12W CU CBL B,$0.00,6.55
3000A 15KV 12W CU CBL B,$0.00,6.55
3500A 15KV 12W CU CBL B,$0.00,6.55
4000A 15KV 18W CU CBL B,$0.00,7.45
5000A 15KV 18W CU CBL B,$0.00,7.45
5000A 15KV 24W CU CBL B,$0.00,7.65
6000A 15KV 18W CU CBL B,$0.00,7.45
6000A 15KV 27W CU CBL B,$0.00,7.80
7000A 15KV CU CBL BUS E,$0.00,8.00
8000A 15KV CU CBL BUS E,$0.00,8.25
15kv cu cable bus entra,,
600A 15KV 3W CU CABLE B,$0.00,3.60
800A15KV 3W CU CABLE BU,$0.00,3.60
1000A 15KV 3W CU CABLE ,$0.00,3.60
1200A 15KV 6W CU CABLE ,$0.00,3.80
1600A 15KV 6W CU CABLE ,$0.00,3.80
1800A 15KV 6W CU CABLE ,$0.00,3.80
2000A 15KV 12W CU CABLE,$0.00,4.80
2500A 15KV 12W CU CABLE,$0.00,4.80
3000A 15KV 12W CU CABLE,$0.00,4.80
3500A 15KV 12W CU CABLE,$0.00,4.80
4000A 15KV 18W CU CABLE,$0.00,5.70
5000A 15KV 18W CU CABLE,$0.00,5.70
5000A 15KV 24W CU CABLE,$0.00,5.85
6000A 15KV 18W CU CABLE,$0.00,5.70
6000A 15KV 27W CU CABLE,$0.00,6.00
7000A 15KV CU CABLE BUS,$0.00,6.30
8000A 15KV CU CABLE BUS,$0.00,6.50
15kv cu cable bus fires,,
600A 15KV 3W CU CBL BUS,$0.00,4.60
800A 15KV 3W CU CBL BUS,$0.00,4.60
1000A 15KV 3W CU CBL BU,$0.00,4.60
1200A 15KV 6W CU CBL BU,$0.00,4.80
1600A 15KV 6W CU CBL BU,$0.00,4.80
1800A 15KV 6W CU CBL BU,$0.00,4.80
2000A 15KV 12W CU CBL B,$0.00,6.55
2500A 15KV 12W CU CBL B,$0.00,6.55
3000A 15KV 12W CU CBL B,$0.00,6.55
3500A 15KV 12W CU CBL B,$0.00,6.55
4000A 15KV 18W CU CBL B,$0.00,7.45
5000A 15KV 18W CU CBL B,$0.00,7.45
5000A 15KV 24W CU CBL B,$0.00,7.60
6000A 15KV 18W CU CBL B,$0.00,7.45
6000A 15KV 27W CU CBL B,$0.00,7.80
7000A 15KV CU CBL BUS F,$0.00,8.00
8000A 15KV CU CBL BUS F,$0.00,8.25
15kv cu cable bus termi,,
600A 15KV 3W CU CBL BUS,$0.00,12.00
800A 15KV 3W CU CBL BUS,$0.00,13.20
1000A 15KV 3W CU CBL BU,$0.00,14.40
1200A 15KV 6W CU CBL BU,$0.00,24.00
1600A 15KV 6W CU CBL BU,$0.00,26.40
1800A 15KV 6W CU CBL BU,$0.00,28.80
2000A 15KV 12W CU CBL B,$0.00,52.80
2500A 15KV 12W CU CBL B,$0.00,52.80
3000A 15KV 12W CU CBL B,$0.00,52.80
3500A 15KV 12W CU CBL B,$0.00,52.80
4000A 15KV 18W CU CBL B,$0.00,79.20
5000A 15KV 18W CU CBL B,$0.00,79.20
5000A 15KV 24W CU CBL B,$0.00,96.00
6000A 15KV 18W CU CBL B,$0.00,79.20
6000A 15KV 27W CU CBL B,$0.00,108.00
7000A 15KV CU CBL BUS T,$0.00,118.00
8000A 15KV CU CBL BUS T,$0.00,129.60
15kv cu horz cable bus,,
600A 15KV 3W CU HORZ CA,0,0.3595
800A 15KV 3W CU HORZ CA,0,0.3595
1000A 15KV 3W CU HORZ C,0,0.3595
1200A 15KV 6W CU HORZ C,0,0.5015
1600A 15KV 6W CU HORZ C,0,0.5015
1800A 15KV 6W CU HORZ C,0,0.5015
2000A 15KV 12W CU HORZ ,0,0.606
2500A 15KV 12W CU HORZ ,0,0.606
3000A 15KV 12W CU HORZ ,0,0.606
3500A 15KV 12W CU HORZ ,0,0.606
4000A 15KV 18W CU HORZ ,0,0.721
5000A 15KV 18W CU HORZ ,0,0.721
5000A 15KV 24W CU HORZ ,0,0.745
6000A 15KV 18W CU HORZ ,0,0.721
6000A 15KV 27W CU HORZ ,0,0.735
7000A 15KV CU HORZ CABL,0,0.75
8000A 15KV CU HORZ CABL,0,0.8
15kv cu vert cable bus,,
600A 15KV 3W CU VERT CA,0,0.3955
800A 15KV 3W CU VERT CA,0,0.3955
1000A 15KV 3W CU VERT C,0,0.3955
1200A 15KV 6W CU VERT C,0,0.552
1600A 15KV 6W CU VERT C,0,0.552
1800A 15KV 6W CU VERT C,0,0.552
2000A 15KV 12W CU VERT ,0,0.667
2500A 15KV 12W CU VERT ,0,0.667
3000A 15KV 12W CU VERT ,0,0.667
3500A 15KV 12W CU VERT ,0,0.667
4000A 15KV 18W CU VERT ,0,0.8
5000A 15KV 18W CU VERT ,0,0.8
5000A 15KV 24W CU VERT ,0,0.8195
6000A 15KV 18W CU VERT ,0,0.8
6000A 15KV 27W CU VERT ,0,0.8085
7000A 15KV CU VERT CABL,0,0.825
8000A 15KV CU VERT CABL,0,0.88
15kv cu cable bus cable,,
600A 15KV 3W CU CBL BUS,$0.00,4.00
800A 15KV 3W CU CBL BUS,$0.00,4.40
1000A 15KV 3W CU CBL BU,$0.00,4.80
1200A 15KV 6W CU CBL BU,$0.00,4.00
1600A 15KV 6W CU CBL BU,$0.00,4.40
1800A 15KV 6W CU CBL BU,$0.00,4.80
2000A 15KV 12W CU CBL B,$0.00,4.40
2500A 15KV 12W CU CBL B,$0.00,4.40
3000A 15KV 12W CU CBL B,$0.00,4.40
3500A 15KV 12W CU CBL B,$0.00,4.40
4000A 15KV 18W CU CBL B,$0.00,4.40
5000A 15KV 18W CU CBL B,$0.00,4.40
5000A 15KV 24W CU CBL B,$0.00,4.00
6000A 15KV 18W CU CBL B,$0.00,4.40
6000A 15KV 27W CU CBL B,$0.00,4.00
7000A 15KV CU CBL BUS C,$0.00,4.40
8000A 15KV CU CBL BUS C,$0.00,4.40
15kv cu cable bus 90 de,,
600A 15KV 3W CU CBL BUS,$0.00,3.00
800A 15KV 3W CU CBL BUS,$0.00,3.00
1000A 15KV 3W CU CBL BU,$0.00,3.00
1200A 15KV 6W CU CBL BU,$0.00,4.90
1600A 15KV 6W CU CBL BU,$0.00,4.90
1800A 15KV 6W CU CBL BU,$0.00,4.90
2000A 15KV 12W CU CBL B,$0.00,5.95
2500A 15KV 12W CU CBL B,$0.00,5.95
3000A 15KV 12W CU CBL B,$0.00,5.95
3500A 15KV 12W CU CBL B,$0.00,5.95
4000A 15KV 18W CU CBL B,$0.00,7.20
5000A 15KV 18W CU CBL B,$0.00,7.20
5000A 15KV 24W CU CBL B,$0.00,7.70
6000A 15KV 18W CU CBL B,$0.00,7.20
6000A 15KV 27W CU CBL B,$0.00,8.00
7000A 15KV CU CBL BUS 9,$0.00,8.50
8000A 15KV CU CBL BUS 9,$0.00,9.00
15kv cu cable bus 90 de,,
600A 15KV 3W CU CBL BUS,$0.00,2.45
800A 15KV 3W CU CBL BUS,$0.00,2.45
1000A 15KV 3W CU CBL BU,$0.00,2.45
1200A 15KV 6W CU CBL BU,$0.00,3.90
1600A 15KV 6W CU CBL BU,$0.00,3.90
1800A 15KV 6W CU CBL BU,$0.00,3.90
2000A 15KV 12W CU CBL B,$0.00,4.60
2500A 15KV 12W CU CBL B,$0.00,4.60
3000A 15KV 12W CU CBL B,$0.00,4.60
3500A 15KV 12W CU CBL B,$0.00,4.60
4000A 15KV 18W CU CBL B,$0.00,5.65
5000A 15KV 18W CU CBL B,$0.00,5.65
5000A 15KV 24W CU CBL B,$0.00,6.00
6000A 15KV 18W CU CBL B,$0.00,5.65
6000A 15KV 27W CU CBL B,$0.00,6.25
7000A 15KV CU CBL BUS 9,$0.00,7.00
8000A 15KV CU CBL BUS 9,$0.00,7.75
15kv cu cable bus 45 de,,
600A 15KV 3W CU CBL BUS,$0.00,1.60
800A 15KV 3W CU CBL BUS,$0.00,1.60
1000A 15KV 3W CU CBL BU,$0.00,1.60
1200A 15KV 6W CU CBL BU,$0.00,2.55
1600A 15KV 6W CU CBL BU,$0.00,2.55
1800A 15KV 6W CU CBL BU,$0.00,2.55
2000A 15KV 12W CU CBL B,$0.00,3.15
2500A 15KV 12W CU CBL B,$0.00,3.15
3000A 15KV 12W CU CBL B,$0.00,3.15
3500A 15KV 12W CU CBL B,$0.00,3.15
4000A 15KV 18W CU CBL B,$0.00,3.80
5000A 15KV 18W CU CBL B,$0.00,3.80
5000A 15KV 24W CU CBL B,$0.00,4.20
6000A 15KV 18W CU CBL B,$0.00,3.80
6000A 15KV 27W CU CBL B,$0.00,4.50
7000A 15KV CU CBL BUS 4,$0.00,5.00
8000A 15KV CU CBL BUS 4,$0.00,5.60
15kv cu cable bus 45 de,,
600A 15KV 3W CU CBL BUS,$0.00,1.55
800A 15KV 3W CU CBL BUS,$0.00,1.55
1000A 15KV 3W CU CBL BU,$0.00,1.55
1200A 15KV 6W CU CBL BU,$0.00,2.55
1600A 15KV 6W CU CBL BU,$0.00,2.55
1800A 15KV 6W CU CBL BU,$0.00,2.55
2000A 15KV 12W CU CBL B,$0.00,2.95
2500A 15KV 12W CU CBL B,$0.00,2.95
3000A 15KV 12W CU CBL B,$0.00,2.95
3500A 15KV 12W CU CBL B,$0.00,2.95
4000A 15KV 18W CU CBL B,$0.00,3.65
5000A 15KV 18W CU CBL B,$0.00,3.65
5000A 15KV 24W CU CBL B,$0.00,3.95
6000A 15KV 18W CU CBL B,$0.00,3.65
6000A 15KV 27W CU CBL B,$0.00,4.35
7000A 15KV CU CBL BUS 4,$0.00,4.95
8000A 15KV CU CBL BUS 4,$0.00,5.35
15kv cu cable bus 30 de,,
600A 15KV 3W CU CBL BUS,$0.00,1.45
800A 15KV 3W CU CBL BUS,$0.00,1.45
1000A 15KV 3W CU CBL BU,$0.00,1.45
1200A 15KV 6W CU CBL BU,$0.00,2.40
1600A 15KV 6W CU CBL BU,$0.00,2.40
1800A 15KV 6W CU CBL BU,$0.00,2.40
2000A 15KV 12W CU CBL B,$0.00,2.85
2500A 15KV 12W CU CBL B,$0.00,2.85
3000A 15KV 12W CU CBL B,$0.00,2.85
3500A 15KV 12W CU CBL B,$0.00,2.85
4000A 15KV 18W CU CBL B,$0.00,3.50
5000A 15KV 18W CU CBL B,$0.00,3.50
5000A 15KV 24W CU CBL B,$0.00,3.90
