level1,level2,level3,assmNum,assmName
,,,13121,mtr h/u 250v
,,,13137,mtr h/u nf 3 1 250v
,,,13154,mtr h/u 1 3 250v
,,,13170,mtr h/u nf 3 3 250v
,,,13188,mtr h/u f 1 1 250v
,,,13204,mtr h/u f 3 1 250v
,,,13221,mtr h/u f 1 3 250v
,,,13237,mtr h/u f 3 3 250v
,,,13255,mtr h/u 600v
,,,13256,mtr h/u nf 1 1 600v
,,,13272,mtr h/u nf 3 1 480v
,,,13290,mtr h/u nf 1 3 600v
,,,13306,mtr h/u nf 3 3 480v
,,,13324,mtr h/u f 1 1 600v
,,,13340,mtr h/u f 3 1 480v
,,,13359,mtr h/u f 1 3 600v
,,,13375,mtr h/u f 3 3 480v
,,,13393,nema 4x motor h/u
,,,13394,mtr h/u 1 n4x 250v
,,,13410,mtr h/u nf 3 n4x 250v
,,,13426,mtr h/u f 1 n4x 250v
,,,13442,mtr h/u f 3 n4x 250v
,,,13460,mtr h/u nf 1 n4x 600v
,,,13476,mtr h/u nf 3 n4x 480v
,,,13494,mtr h/u f 1 n4x 600v
,,,13510,mtr h/u f 3 n4x 600v
,,,13527,equip connect
,,,13528,outdoor 3' 2 wire w/grd equ
,,,13531,outdoor 3' 3 wire w/grd equ
,,,13546,outdoor 6' 3 wire w/grd equ
,,,13561,outdoor 3' 4 wire w/grd equ
,,,13576,outdoor 6' 4 wire w/grd equ
,,,13591,3' outdoor empty equipment
,,,13602,6' outdoor empty equipment
,,,13613,indoor 3' 2 wire w/grd equi
,,,13616,indoor 3' 3 wire w/grd equi
,,,13637,indoor 6' 2 wire w/grd equi
,,,13640,indoor 6' 3 wire w/grd equi
,,,13661,indoor 3' 4 wire w/grd equi
,,,13682,indoor 6' 4 wire w/grd equi
,,,13703,3' indoor empty equipment c
,,,13715,6' indoor empty equipment c
,,,13727,stl flex fixture whip
,,,13732,mc whip
,,,13733,whip mc
,,,13765,so cable drop
,,,13770,branch flex stl conduit w/t
,,,13776,feeder flex stl conduit w/t
,,,13785,branch liquid tite w/term c
,,,13786,branch liquidtight ua w/ter
,,,13792,feeder liquid tite w/term c
,,,13793,feeder liquidtight ua w/ter
,,,13801,branch flex alum w/term con
,,,13802,branch alum flex w/term con
,,,13808,feeder flex alum w/term con
,,,13809,feeder alum flex w/term con
,,,13818,switch safety
,,,13819,safety switch
,,,13820,general duty switch
,,,13821,safety switch 250a
,,,13822,switch gd 1ph n1 nf
,,,13826,switch gd 3ph n1 nf
,,,13834,switch gd 1ph n3r nf
,,,13835,switch gd 3ph n3r nf
,,,13841,switch gd 1ph n1 f
,,,13856,switch gd 3ph n1 f
,,,13871,switch gd 1ph n3r f
,,,13886,switch gd 3ph n3r f
,,,13901,switch 250v hd 1ph n1 f
,,,13919,switch 250v hd 1ph n3r f
,,,13934,switch 250v hd 3ph n1 f
,,,13949,switch 250v hd 3ph n3r f
,,,13964,nema 4x disc sw
,,,13965,switch 250v 1ph n4x nf
,,,13973,switch 250v 3ph n4x nf
,,,13981,switch 250v 1ph n4x f
,,,13996,switch 250v 3ph n4x f
,,,14011,nema 12 disc sw
,,,14012,switch 250v 1ph n12 nf
,,,14020,switch 250v 3ph n12 nf
,,,14028,switch 250v 1PH n12 f
,,,14043,switch 250v 3ph n12 f
,,,14058,safety switch 600v
,,,14059,disconnect switch 600v
,,,14060,switch 250v hd 1ph n1 nf
,,,14061,switch 600v 1ph n1 nf
,,,14067,switch 250v hd 3ph n1 nf
,,,14068,switch 600v 3ph n1 nf
,,,14078,switch 250v hd 1ph n3r nf
,,,14079,switch 600v 1ph 3r nf
,,,14085,switch 250v hd 3ph n3r nf
,,,14086,switch 600v 3ph 3r nf
,,,14096,switch 600v 1ph 1 f
,,,14100,switch 600v 3ph 1 f
,,,14118,switch 600v 1ph 3r f
,,,14136,switch 600v 3ph 3r f
,,,14154,switch 600v 1ph 4x nf
,,,14164,switch 600v 3ph 4x nf
,,,14174,switch 600v 1ph 4x f
,,,14192,switch 600v 3ph 4x f
,,,14210,switch 600v 1ph 12 nf
,,,14220,switch 600v 3ph 12 nf
,,,14230,switch 600v 1ph 12 f
,,,14248,switch 600v 3ph 12 f
,,,14266,air conditioning disconnect
,,,14267,non fuse air cond switch-mo
,,,14272,fusable air cond switch-mol
,,,14280,manual transfer switch
,,,14281,manual transfer sw 600v 2p
,,,14293,manual transfer sw 600v 3p
,,,14305,auto xfer switch
,,,14306,auto-transfer switch
,,,14307,auto-transfer sw 600v 2p dt
,,,14319,auto-transfer sw 600v 3p dt
,,,14333,starter manual
,,,14334,"man starter,nema 1"
,,,14335,"man starter 2p,n1"
,,,14340,"man starter 3p,n1"
,,,14344,"man starter,nema 4"
,,,14345,"man starter 2p,n4"
,,,14350,"man starter 3p,n4"
,,,14355,"man starter,nema 12"
,,,14356,"man starter 2p,n12"
,,,14361,"man starter 3p,n12"
,,,14366,reversing drum switch
,,,14371,"full volt cont,n1"
,,,14383,"full volt cont,n4"
,,,14394,"full volt cont,n12"
,,,14405,starters
,,,14406,starter 2p full voltag n1
,,,14414,starter 3p full voltag n1
,,,14426,"start/disc 3p,nema 1"
,,,14436,"start/cb 3p,nema 1"
,,,14447,starter 2p full voltage n4
,,,14454,starter 3p full voltage n4
,,,14466,"start/disc 3p,nema 4"
,,,14475,"start/cb 3p,nema 4"
,,,14485,starter 2p full voltage n12
,,,14492,starter 3p full voltage n12
,,,14504,"start/disc 3p,nema 12"
,,,14513,"start/cb 3p,nema 12"
,,,14522,reversing starters
,,,14523,rev starter
,,,14524,starter 2p reversing n1
,,,14532,starter 3p reversing n1
,,,14543,comb starter reversing
,,,14544,"start/disc 3p,rev,n1"
,,,14554,"start/cb 3p,rev,n1"
,,,14563,"starter 2p rev,n4"
,,,14571,"starter 3p rev,n4"
,,,14581,"comb starter rev,n4"
,,,14582,"start/disc 3p,rev,n4"
,,,14592,"start/cb 3p,rev,n4"
,,,14601,redv starter
,,,14602,starter 2p red volt
,,,14610,starter 3p red volt
,,,14621,comb starter red volt
,,,14622,"start/disc 3p,redv,n1"
,,,14632,"start/cb 3p,redv,n1"
,,,14641,"starter 2p redv,n4"
,,,14649,"starter 3p redv,n4"
,,,14661,"comb starter redv,n4"
,,,14662,"start/disc 3p,redv,n4"
,,,14671,"start/cb 3p,redv,n4"
,,,14681,starter 2 speed
,,,14682,starter 2p spd
,,,14683,starter 2p 2 spd n1
,,,14691,starter 3p 2 spd n1
,,,14702,comb starter 2 spd
,,,14703,"start/disc 3p,2spd,n1"
,,,14713,"start/cb 3p,2spd,n1"
,,,14722,"starter 2p 2spd,n4"
,,,14730,"starter 3p 2spd,n4"
,,,14741,"comb starter 2spd,n4"
,,,14742,"start/disc 3p,2spd,n4"
,,,14752,"start/cb 3p,2spd,n4"
,,,14763,contactors
,,,14764,"ltg cont elec held,n1"
,,,14798,"ltg cont mech held,n1"
,,,14828,"ltg cont, nema4"
,,,14829,"ltg cont elec held,n4"
,,,14863,"ltg cont mech held,n4"
,,,14898,pb station
,,,14905,pb station oil-tight
,,,14912,pb station expl-prf
,,,14920,light
,,,14921,fixtures
,,,14922,led lay-in fixtures
,,,14923,troffers/lay-in led
,,,14951,troffers/lay-in led emergen
,,,14979,troffers/lay-in led w/o box
,,,15009,air boot
,,,15013,led linear surface fixtures
,,,15017,light surface led
,,,15063,light flanged led
,,,15064,light flanged led linear
,,,15074,indirect linear led fixt
,,,15080,led linear cove light
,,,15090,tube light
,,,15100,led linear eggcrate fixture
,,,15107,led industrial reflector fi
,,,15112,led pendant mtd linear fixt
,,,15134,led industrial chain hung f
,,,15156,industrial fixture wire gua
,,,15163,led surface mount strip fix
,,,15188,strip fixture wire guards
,,,15196,led under counter strip fix
,,,15201,led recessed can fixture
,,,15205,led recessed can wall washe
,,,15209,led recessed can directiona
,,,15213,led pendant mounted fixture
,,,15217,led wall mounted fixture
,,,15221,led rec can hi-intensity sp
,,,15224,motion sensor
,,,15227,led wall sconces
,,,15232,led exit fixture
,,,15241,led emergency fixture
,,,15252,led chandelier fixture
,,,15262,led decorative fixture
,,,15273,led decorative pendant fixt
,,,15284,led reflector flood fixture
,,,15290,lighting track
,,,15297,led track fixtures
,,,15306,led wall pack fixture
,,,15316,ball aligner
,,,15321,led low bay 250w fixture
,,,15327,led low bay 400w fixture
,,,15332,led high bay 250w fixture
,,,15337,led high bay 400w fixture
,,,15342,led high bay 1000w fixture
,,,15345,led light
,,,15349,vapor tight led fixturs
,,,15350,vt led fixtures
,,,15351,led vapor tight fixture
,,,15368,led vaportite linear fixtur
,,,15379,exp proof class I led fixtu
,,,15380,led exp proof cl 1 fixture
,,,15396,led exp proof wall mtd fixt
,,,15401,led exp proof ceil mtd fixt
,,,15406,led exp proof reflector fix
,,,15412,led linear exp proof class
,,,15426,led exp proof surf exit cla
,,,15429,led tank light fixture
,,,15432,led outdoor reflector fixtu
,,,15437,led flood light fixture
,,,15442,stadium fixture - led
,,,15443,led stadium light fixture
,,,15448,led uplight light fixture
,,,15452,landscape lighting dc & ac
,,,15458,led spike mounted light
,,,15461,pool fixtures
,,,15462,light dry niche
,,,15468,light wet niche
,,,15475,led recessed fountain fixtu
,,,15480,led step fixture
,,,15483,led dock fixture
,,,15488,site lighting
,,,15489,bollard lighting
,,,15493,walkway lighting
,,,15498,light pole lights
,,,15501,lowering mechanism
,,,15507,steel pole assemblies
,,,15518,alum pole assemblies
,,,15530,photo cell
,,,15536,time clock
,,,15543,commercial ivory occupancy
,,,15548,commercial white occupancy
,,,15553,ceiling occupancy sensors
,,,15557,residential dim occupancy s
,,,15561,residential white occupancy
,,,15565,switch standard
,,,15584,switch standard masonry
,,,15603,switch commercial
,,,15604,switch 15a com
,,,15623,switch 20a com
,,,15645,switch commercial masonry
,,,15646,switch 15a com masonry
,,,15665,switch 20a com masonry
,,,15685,switch 15 amp spec
,,,15710,switch 20 amp spec
,,,15733,switch 15 amp spec masonry
,,,15758,switch 20 amp spec masonry
,,,15782,telephone
,,,15794,switch wiremold
,,,15818,switch surface
,,,15819,switch std surface
,,,15829,switch com surface
,,,15830,switch 15a com surface
,,,15840,switch 20a com surface
,,,15850,switch spec surf
,,,15851,switch 15 amp spec surf
,,,15861,comb sw/recpt surf
,,,15864,comb sw/recpt
,,,15867,motor switch
,,,15868,mtr sw
,,,15877,momentary cont sw
,,,15878,mom cont sw
,,,15882,dimmer
,,,15883,dimmer eaton al Series
,,,15889,dimmer eaton aspire series
,,,15902,dimmer eaton commercial
,,,15907,wp switch
,,,15913,expl switch
,,,15922,15a tamper-resistant recept
,,,15930,20a tamper-resistant recept
,,,15936,15a afci tamper-resistant r
,,,15940,20a afci tamper-resistant r
,,,15944,afci & gfci 15a recept
,,,15948,afci & gfci 20a recept
,,,15952,15a tamper recept & usb cha
,,,15956,20a tamper recept & usb cha
,,,15960,recp standard
,,,15961,receptacles
,,,15976,recp standard masonry
,,,15977,receptacles masonry
,,,15988,receptacle usb
,,,15991,recpt single
,,,16006,recpt 15a spec
,,,16024,15a hospital grade tamper r
,,,16029,15a hosp recept & usb charg
,,,16049,20a hospital grade recpt
,,,16054,20a hosp recept & usb charg
,,,16059,recp decora commercial tamp
,,,16065,4 port 0.4a usb charger
,,,16069,recpt clock
,,,16072,recpt 15a spec masonry
,,,16088,15a hosp grade tamp recpt m
,,,16092,15a hosp recept & usb charg
,,,16097,recpt 20a spec masonry
,,,16110,20a hospital grade recpt ma
,,,16115,20a hosp recept & usb charg
,,,16120,recp decora com tamper maso
,,,16126,4 port 0.4a usb charger mas
,,,16130,recpt clock masonry
,,,16133,recpt sgl
,,,16148,recpt spec
,,,16149,recpt 15a ss
,,,16161,recpt 20a ss
,,,16170,clock outlet
,,,16175,sgl recp surface
,,,16191,15a recpt surface
,,,16205,20a recpt surface
,,,16217,clock outlet
,,,16221,recp wiremold
,,,16237,recpt duplex
,,,16259,clock outlet
,,,16263,recpt cell
,,,16264,rcpt cell-tap sgl
,,,16280,duplex recpt
,,,16301,recp floor box
,,,16302,rcpt flr box sgl
,,,16318,duplex recpt flr box
,,,16339,panel mounted recpt
,,,16340,panel recpt
,,,16344,industrial receptacle
,,,16345,ind recpt
,,,16373,straight blade power recept
,,,16374,125V str blade power recept
,,,16380,250V str blade power recept
,,,16386,277V str blade power recept
,,,16391,125/250V 3p3w str blade pow
,,,16398,125/250V 3p4w str blade pow
,,,16404,250V 3p4w str blade power r
,,,16410,120/208V 4p4w str blade pow
,,,16416,twist-lock receptacles
,,,16417,receptacle 15a single twist
,,,16420,receptacle 20a single twist
,,,16436,receptacle 30a single twist
,,,16453,exp device
,,,16454,explosion proof receptacle
,,,16455,expl sgl recpt
,,,16468,explosion proof industrial
,,,16483,outlet box 4/S
,,,16511,j box controls door
,,,16523,box 4 11/16 square
,,,16545,box 3 gang
,,,16565,box 4 gang
,,,16585,box 5 gang
,,,16605,box 6 gang
,,,16625,box masonary
,,,16626,tile boxes
,,,16642,boxes ceiling outlet
,,,16649,boxes ceiling
,,,16673,box ceiling
,,,16674,light box surface
,,,16699,handy box
,,,16704,box bx/mc
,,,16715,box bell
,,,16728,box al round
,,,16729,wp alum box
,,,16741,fs boxes
,,,16753,fd boxes
,,,16768,grounding
,,,16769,ga grnd rod w/clamp
,,,16778,cu grnd rod w/clamp
,,,16788,guy kit
,,,16795,generator
,,,16811,motor mounting
,,,16826,mtr mtg plate
,,,16835,telephone emt stub-ups
,,,16840,telephone pvc stub-ups
,,,16845,tele-power pole
,,,16849,computer outlets
,,,16858,voice/data cabinets
,,,16863,computer emt stub-ups
,,,16868,computer pvc stub-ups
,,,16874,heaters
,,,16883,thermostat
,,,16888,unit heater
,,,16901,bath heater
,,,16907,wall htr
,,,16918,rad ht panel
,,,16923,sill heater
,,,16931,toe space heater
,,,16938,duct heater
,,,16960,duct thermostat
,,,16963,humidistat
,,,16968,electronic air filter
,,,16969,elec air filter
,,,16975,sequence controller
,,,16979,temp controller
,,,16980,chromalox 3800 control
,,,16989,heat mat
,,,16997,heat trace
,,,17005,honeywell temp control
,,,17006,thermostat
,,,17007,t-stat
,,,17008,low volt thermostat
,,,17013,economy thermostat
,,,17016,chrono thermostat
,,,17019,line volt stat
,,,17029,thermostat guard
,,,17033,heating relay
,,,17039,vav (variable air volume) s
,,,17040,vav single duct systems
,,,17046,vav hot  water systems
,,,17051,vav electric heat systems
,,,17060,1ph 250v rooftop heat pump
,,,17071,3ph 250v rooftop heat pump
,,,17082,1ph 250v rooftop heat pump
,,,17093,3ph 250v rooftop heat pump
,,,17104,1ph 600v rooftop heat pump
,,,17115,3ph 600v rooftop heat pump
,,,17126,1ph 600v rooftop heat pump
,,,17137,3ph 600v rooftop heat pump
,,,17148,lv transformer
,,,17154,fans
,,,17155,broan fans
,,,17177,ventilator
,,,17190,timer switch
,,,17194,roof flashing
,,,17202,excavation
,,,17215,trench & backfill
,,,17239,shoring
,,,17247,sand bedding
,,,17256,concrete bedding
,,,17257,concr bedding
,,,17266,jacking
,,,17283,sonotube base $120.00/yd
,,,17291,housekeeping pad
,,,17297,ductbank
,,,17318,reinforced ductbank
,,,17339,form ductbank
,,,17349,ideal undetectable warning
,,,17357,ideal detectable warning ta
,,,17362,house wiring
,,,17363,residential
,,,17364,house recept
,,,17376,house switch
,,,17394,combo house switches
,,,17403,led residential light fixtu
,,,17431,led bath fixture
,,,17441,house eq connect
,,,17449,bath wall heater w/fan 1kw
,,,17452,house w/nm-b
,,,17453,house wiring w/nm-b
,,,17454,residential w/nm-b
,,,17455,house recept w/nm-b
,,,17462,tamper house recept w/nm-b
,,,17468,afci tamper house recept w/
,,,17474,15a tamper recept & usb w/n
,,,17480,20a tamper recept & usb w/n
,,,17486,30a/50a house recept w/nm-b
,,,17492,wp gfi house recept w/nm-b
,,,17498,gfi house recept w/nm-b
,,,17504,house switch w/nm-b
,,,17536,led Residential Fixtures w/
,,,17559,house eq connect w/nm-b
,,,17582,ti work per sq. foot
,,,17593,t-bill list
,,,17603,Begin Constants
,,,17604,emt d/s const
,,,17605,emt d/s strap const
,,,17619,n14 emt d/s strap const
,,,17628,n12 emt d/s strap const
,,,17637,n10 emt d/s strap const
,,,17646,n8 emt d/s strap const
,,,17653,n6 emt d/s strap const
,,,17659,n4 emt d/s strap const
,,,17664,n14 3/4 emt d/s strap cons
,,,17673,n12 3/4 emt d/s strap cons
,,,17683,n14 hr emt d/s strap const
,,,17692,n12 hr emt d/s strap const
,,,17701,n10 hr emt d/s strap const
,,,17710,n8 hr emt d/s strap const
,,,17717,n6 hr emt d/s strap const
,,,17723,n4 hr emt d/s strap const
,,,17728,n14 3/4 hr emt d/s strap c
,,,17737,n12 3/4 hr emt d/s strap c
,,,17746,d/s emt feeder w/wire const
,,,17747,n3 emt d/s strap const
,,,17753,n2 emt d/s strap const
,,,17759,n1 emt d/s strap const
,,,17765,n1/0 emt d/s strap const
,,,17771,n2/0 emt d/s strap const
,,,17777,n3/0 emt d/s strap const
,,,17783,n4/0 emt d/s strap const
,,,17789,n250 emt d/s strap const
,,,17795,n300 emt d/s strap const
,,,17801,n350 emt d/s strap const
,,,17807,n400 emt d/s strap const
,,,17813,n500 emt d/s strap const
,,,17819,n600 emt d/s strap const
,,,17825,n750 emt d/s strap const
,,,17833,emt d/s strap concrete cons
,,,17845,n14 emt d/s strap concrete
,,,17854,n12 emt d/s strap concrete
,,,17863,n10 emt d/s strap concrete
,,,17872,n8 emt d/s strap concrete c
,,,17879,n6 emt d/s strap concrete c
,,,17885,n4 emt d/s strap concrete c
,,,17890,n14 3/4emt d/s strap concr
,,,17899,n12 3/4emt d/s strap concr
,,,17909,n14 hr emt d/s strap concre
,,,17918,n12 hr emt d/s strap concre
,,,17927,n10 hr emt d/s strap concre
,,,17936,n8 hr emt d/s strap concret
,,,17943,n6 hr emt d/s strap concret
,,,17949,n4 hr emt d/s strap concret
,,,17954,n14 3/4 hr emt d/s strap c
,,,17963,n12 3/4 hr emt d/s strap c
,,,17973,d/s feeder w/wire const
,,,17974,n3 emt d/s strap concrete c
,,,17980,n2 emt d/s strap concrete c
,,,17986,n1 emt d/s strap concrete c
,,,17992,n1/0 emt d/s strap concrete
,,,17998,n2/0 emt d/s strap concrete
,,,18004,n3/0 emt d/s strap concrete
,,,18010,n4/0 emt d/s strap concrete
,,,18016,n250 emt d/s strap concrete
,,,18022,n300 emt d/s strap concrete
,,,18028,n350 emt d/s strap concrete
,,,18034,n400 emt d/s strap concrete
,,,18040,n500 emt d/s strap concrete
,,,18046,n600 emt d/s strap concrete
,,,18052,n750 emt d/s strap concrete
,,,18061,emt d/s rack const
,,,18073,n14 emt d/s racks const
,,,18082,n12 emt d/s racks const
,,,18091,n10 emt d/s racks const
,,,18100,n8 emt d/s rack const
,,,18107,n6 emt d/s rack const
,,,18113,n4 emt d/s racks const
,,,18118,n14 3/4 emt d/s racks cons
,,,18127,n12 3/4 emt d/s racks cons
,,,18137,n14 hr emt d/s racks const
,,,18146,n12 hr emt d/s racks const
,,,18155,n10 hr emt d/s racks const
,,,18164,n8 hr emt d/s racks const
,,,18171,n6 hr emt d/s racks const
,,,18177,n4 hr emt d/s racks const
,,,18182,n14 3/4 hr emt d/s racks c
,,,18191,n12 3/4 hr emt d/s racks c
,,,18201,d/s feeder rack w/wire cons
,,,18202,n3 emt d/s rack const
,,,18208,n2 emt d/s rack const
,,,18214,n1 emt d/s rack const
,,,18220,n1/0 emt d/s rack const
,,,18226,n2/0 emt d/s rack const
,,,18232,n3/0 emt d/s rack const
,,,18238,n4/0 emt d/s rack const
,,,18244,n250 emt d/s rack const
,,,18250,n300 emt d/s rack const
,,,18256,n350 emt d/s rack const
,,,18262,n400 emt d/s rack const
,,,18268,n500 emt d/s rack const
,,,18274,n600 emt d/s rack const
,,,18280,n750 emt d/s rack const
,,,18289,emt d/s beam clamp const
,,,18301,n14 emt d/s beam clamp cons
,,,18310,n12 emt d/s beam clamp cons
,,,18319,n10 emt d/s beam clamp cons
,,,18328,n8 emt d/s beam clamp const
,,,18335,n6 emt d/s beam clamp const
,,,18341,n4 emt d/s beam clamp const
,,,18346,n14 3/4 emt d/s beam clamp
,,,18355,n12 3/4 emt d/s beam clamp
,,,18365,n14 hr emt d/s beam clamp c
,,,18374,n12 hr emt d/s beam clamp c
,,,18383,n10 hr emt d/s beam clamp c
,,,18392,n8 hr emt d/s beam clamp co
,,,18399,n6 hr emt d/s beam clamp co
,,,18405,n4 hr emt d/s beam clamp co
,,,18410,n14 3/4 hr emt d/s beam cl
,,,18419,n12 3/4 hr emt d/s beam cl
,,,18429,d/s emt feeder bc w/wire co
,,,18430,n3 emt d/s beam clamp const
,,,18436,n2 emt d/s beam clamp const
,,,18442,n1 emt d/s beam clamp const
,,,18448,n1/0 emt d/s beam clamp con
,,,18454,n2/0 emt d/s beam clamp con
,,,18460,n3/0 emt d/s beam clamp con
,,,18466,n4/0 emt d/s beam clamp con
,,,18472,n250 emt d/s beam clamp con
,,,18478,n300 emt d/s beam clamp con
,,,18484,n350 emt d/s beam clamp con
,,,18490,n400 emt d/s beam clamp con
,,,18496,n500 emt d/s beam clamp con
,,,18502,n600 emt d/s beam clamp con
,,,18508,n750 emt d/s beam clamp con
,,,18516,emt d/c  const
,,,18517,emt d/c strap const
,,,18530,n14 emt d/c strap const
,,,18539,n12 emt d/c strap const
,,,18548,n10 emt d/c strap const
,,,18557,n8 emt d/c strap const
,,,18564,n6 emt d/c strap const
,,,18570,n4 emt d/c strap const
,,,18575,n14 3/4 emt d/c strap cons
,,,18584,n12 3/4 emt d/c strap cons
,,,18593,n14 hr emt d/c strap const
,,,18602,n12 hr emt d/c strap const
,,,18611,n10 hr emt d/c strap const
,,,18620,n8 hr emt d/c strap const
,,,18627,n6 hr emt d/c strap const
,,,18633,n4 hr emt d/c strap const
,,,18638,n14 3/4 hr emt d/c strap c
,,,18647,n12 3/4 hr emt d/c strap c
,,,18656,d/c feeder w/wire const
,,,18657,n3 emt d/c strap const
,,,18663,n2 emt d/c strap const
,,,18669,n1 emt d/c strap const
,,,18675,n1/0 emt d/c strap const
,,,18681,n2/0 emt d/c strap const
,,,18687,n3/0 emt d/c strap const
,,,18693,n4/0 emt d/c strap const
,,,18699,n250 emt d/c strap const
,,,18705,n300 emt d/c strap const
,,,18711,n350 emt d/c strap const
,,,18717,n400 emt d/c strap const
,,,18723,n500 emt d/c strap const
,,,18729,n600 emt d/c strap const
,,,18735,n750 emt d/c strap const
,,,18743,emt d/c strap concrete cons
,,,18756,n14 emt d/c strap concrete
,,,18765,n12 emt d/c strap concrete
,,,18774,n10 emt d/c strap concrete
,,,18783,n8 emt d/c strap concrete c
,,,18790,n6 emt d/c strap concrete c
,,,18796,n4 emt d/c strap concrete c
,,,18801,n14 3/4emt d/c strap concr
,,,18810,n12 3/4emt d/c strap concr
,,,18820,n14 hr emt d/c strap concre
,,,18829,n12 hr emt d/c strap concre
,,,18838,n10 hr emt d/c strap concre
,,,18847,n8 hr emt d/c strap concret
,,,18854,n6 hr emt d/c strap concret
,,,18860,n4 hr emt d/c strap concret
,,,18865,n14 3/4 hr emt d/c strap c
,,,18874,n12 3/4 hr emt d/c strap c
,,,18884,d/c feeder w/wire const
,,,18885,n3 emt d/c strap concrete c
,,,18891,n2 emt d/c strap concrete c
,,,18897,n1 emt d/c strap concrete c
,,,18903,n1/0 emt d/c strap concrete
,,,18909,n2/0 emt d/c strap concrete
,,,18915,n3/0 emt d/c strap concrete
,,,18921,n4/0 emt d/c strap concrete
,,,18927,n250 emt d/c strap concrete
,,,18933,n300 emt d/c strap concrete
,,,18939,n350 emt d/c strap concrete
,,,18945,n400 emt d/c strap concrete
,,,18951,n500 emt d/c strap concrete
,,,18957,n600 emt d/c strap concrete
,,,18963,n750 emt d/c strap concrete
,,,18971,emt d/c rack const
,,,18985,n14 emt d/c racks const
,,,18994,n12 emt d/c racks const
,,,19003,n10 emt d/c racks const
,,,19012,n8 emt d/c racks const
,,,19019,n6 emt d/c racks const
,,,19025,n4 emt d/c racks const
,,,19030,n14 3/4 emt d/c racks cons
,,,19039,n12 3/4 emt d/c racks cons
,,,19049,n14 hr emt d/c racks const
,,,19058,n12 hr emt d/c racks const
,,,19067,n10 hr emt d/c racks const
,,,19076,n8 hr emt d/c racks const
,,,19083,n6 hr emt d/c racks const
,,,19089,n4 hr emt d/c racks const
,,,19094,n14 3/4 hr emt d/c racks c
,,,19103,n12 3/4 hr emt d/c racks c
,,,19113,d/c feeder rack w/wire cons
,,,19114,n3 emt d/c rack const
,,,19120,n2 emt d/c rack const
,,,19126,n1 emt d/c rack const
,,,19132,n1/0 emt d/c rack const
,,,19138,n2/0 emt d/c rack const
,,,19144,n3/0 emt d/c rack const
,,,19150,n4/0 emt d/c rack const
,,,19156,n250 emt d/c rack const
,,,19162,n300 emt d/c rack const
,,,19168,n350 emt d/c rack const
,,,19174,n400 emt d/c rack const
,,,19180,n500 emt d/c rack const
,,,19186,n600 emt d/c rack const
,,,19192,n750 emt d/c rack const
,,,19199,emt d/c beam clamp const
,,,19212,n14 emt d/c beam clamp cons
,,,19221,n12 emt d/c beam clamp cons
,,,19230,n10 emt d/c beam clamp cons
,,,19239,n8 emt d/c beam clamp const
,,,19246,n6 emt d/c beam clamp const
,,,19252,n4 emt d/c beam clamp const
,,,19257,n14 3/4 emt d/c beam clamp
,,,19266,n12 3/4 emt d/c beam clamp
,,,19276,n14 hr emt d/c beam clamp c
,,,19285,n12 hr emt d/c beam clamp c
,,,19294,n10 hr emt d/c beam clamp c
,,,19303,n8 hr emt d/c beam clamp co
,,,19310,n6 hr emt d/c beam clamp co
,,,19316,n4 hr emt d/c beam clamp co
,,,19321,n14 3/4 hr emt d/c beam cl
,,,19330,n12 3/4 hr emt d/c beam cl
,,,19340,d/c emt feeder bc w/wire co
,,,19341,n3 emt d/c beam clamp const
,,,19347,n2 emt d/c beam clamp const
,,,19353,n1 emt d/c beam clamp const
,,,19359,n1/0 emt d/c beam clamp con
,,,19365,n2/0 emt d/c beam clamp con
,,,19371,n3/0 emt d/c beam clamp con
,,,19377,n4/0 emt d/c beam clamp con
,,,19383,n250 emt d/c beam clamp con
,,,19389,n300 emt d/c beam clamp con
,,,19395,n350 emt d/c beam clamp con
,,,19401,n400 emt d/c beam clamp con
,,,19407,n500 emt d/c beam clamp con
,,,19413,n600 emt d/c beam clamp con
,,,19419,n750 emt d/c beam clamp con
,,,19429,emt s/s const
,,,19430,emt s/s strap const
,,,19444,n14 emt s/s strap const
,,,19453,n12 emt s/s strap const
,,,19462,n10 emt s/s strap const
,,,19471,n8 emt s/s strap const
,,,19478,n6 emt s/s strap const
,,,19484,n4 emt s/s strap const
,,,19489,n14 3/4 emt s/s strap cons
,,,19498,n12 3/4 emt s/s strap cons
,,,19508,n14 hr emt s/s strap const
,,,19517,n12 hr emt s/s strap const
,,,19526,n10 hr emt s/s strap const
,,,19535,n8 hr emt s/s strap const
,,,19542,n6 hr emt s/s strap const
,,,19548,n4 hr emt s/s strap const
,,,19553,n14 3/4 hr emt s/s strap c
,,,19562,n12 3/4 hr emt s/s strap c
,,,19572,s/s feeder w/wire const
,,,19573,n3 emt s/s strap const
,,,19579,n2 emt s/s strap const
,,,19585,n1 emt s/s strap const
,,,19591,n1/0 emt s/s strap const
,,,19597,n2/0 emt s/s strap const
,,,19603,n3/0 emt s/s strap const
,,,19609,n4/0 emt s/s strap const
,,,19615,n250 emt s/s strap const
,,,19621,n300 emt s/s strap const
,,,19627,n350 emt s/s strap const
,,,19633,n400 emt s/s strap const
,,,19639,n500 emt s/s strap const
,,,19645,n600 emt s/s strap const
,,,19651,n750 emt s/s strap const
,,,19658,emt s/s strap concrete cons
,,,19671,n14 emt s/s strap concrete
,,,19680,n12 emt s/s strap concrete
