level1,level2,level3,assmNum,assmName
,,,6149,n12 imc 3/4 strap
,,,6158,imc branch concrete w/wire
,,,6159,n14 imc strap concrete
,,,6168,n12 imc strap concrete
,,,6177,n10 imc strap concrete
,,,6186,n8 imc strap concrete
,,,6193,n6 imc strap concrete
,,,6199,n4 imc strap concrete
,,,6204,n14 imc 3/4 strap concrete
,,,6213,n12 imc 3/4 strap concrete
,,,6223,imc feeder concrete w/wire
,,,6224,n3 imc strap conc.
,,,6230,n2 imc strap conc.
,,,6236,n1 imc strap conc.
,,,6242,n1/0 imc strap conc.
,,,6248,n2/0 imc strap conc
,,,6254,n3/0 imc strap conc.
,,,6260,n4/0 imc strap conc.
,,,6266,n250 imc strap conc.
,,,6272,n300 imc strap conc.
,,,6278,n350 imc strap conc.
,,,6284,n400 imc strap conc.
,,,6290,n500 imc strap conc.
,,,6296,n600 imc strap conc.
,,,6302,n750 imc  strap conc.
,,,6309,imc branch rack w/wire
,,,6310,n14 imc racks
,,,6319,n12 imc racks
,,,6328,n10 imc racks
,,,6337,n8 imc racks
,,,6344,n6 imc racks
,,,6350,n4 imc racks
,,,6355,n14 3/4 imc racks
,,,6364,n12 3/4 imc racks
,,,6374,imc feeder rack w/wire
,,,6375,n3 imc rack
,,,6381,n2 imc rack
,,,6387,n1 imc rack
,,,6393,n1/0 imc rack
,,,6399,n2/0 imc rack
,,,6405,n3/0 imc rack
,,,6411,n4/0 imc rack
,,,6417,n250 imc rack
,,,6423,n300 imc rack
,,,6429,n350 imc rack
,,,6435,n400 imc rack
,,,6441,n500 imc  rack
,,,6447,n600 imc rack
,,,6453,n750 imc  rack
,,,6460,imc feeder underground w/wi
,,,6461,n3 imc underground
,,,6467,n2 imc underground
,,,6473,n1 imc underground
,,,6479,n1/0 imc underground
,,,6485,n2/0 imc underground
,,,6491,n3/0 imc underground
,,,6497,n4/0 imc underground
,,,6503,n250 imc underground
,,,6509,n300 imc underground
,,,6515,n350 imc underground
,,,6521,n400 imc underground
,,,6527,n500 imc  underground
,,,6533,n600 imc underground
,,,6539,n750 imc  underground
,,,6547,imc branch beam clamp w/wir
,,,6548,n14 imc beam clamp
,,,6557,n12 imc beam clamp
,,,6566,n10 imc beam clamp
,,,6575,n8 imc beam clamp
,,,6582,n6 imc beam clamp
,,,6588,n4 imc beam clamp
,,,6593,n14 3/4 imc beam clamp
,,,6602,n12 3/4 imc beam clamp
,,,6612,imc feeder beam clamp w/wir
,,,6613,n3 imc beam clamp
,,,6619,n2 imc beam clamp
,,,6625,n1 imc beam clamp
,,,6631,n1/0 imc beam clamp
,,,6637,n2/0 imc beam clamp
,,,6643,n3/0 imc beam clamp
,,,6649,n4/0 imc beam clamp
,,,6655,n250 imc beam clamp
,,,6661,n300 imc beam clamp
,,,6667,n350 imc beam clamp
,,,6673,n400 imc beam clamp
,,,6679,n500 imc  beam clamp
,,,6685,n600 imc beam clamp
,,,6691,n750 imc  beam clamp
,,,6698,branch aluminum
,,,6699,1/2 al branch
,,,6720,3/4 al branch
,,,6741,1 al branch
,,,6762,al feeder
,,,6763,1 1/4 al feeder
,,,6792,1 1/2 al feeder
,,,6821,2 al feeder
,,,6850,2 1/2 al feeder
,,,6878,3 al feeder
,,,6906,3 1/2 al feeder
,,,6933,4 al feeder
,,,6965,n14 al no strap
,,,6974,n12 al no strap
,,,6983,n10 al no strap
,,,6992,n8 al no strap
,,,6999,n6 al no strap
,,,7005,n4 al no strap
,,,7010,n14 al strap
,,,7019,n12 al strap
,,,7028,n10 al strap
,,,7037,n8 al strap
,,,7044,n6 al strap
,,,7050,n4 al strap
,,,7055,n14 3/4 al strap
,,,7064,n12 3/4 al strap
,,,7073,al feeder strap w/wire
,,,7074,n3 al strap
,,,7080,n2 al strap
,,,7086,n1 al strap
,,,7092,n1/0 al strap
,,,7098,n2/0 al strap
,,,7104,n3/0 al strap
,,,7110,n4/0 al strap
,,,7116,n250 al strap
,,,7122,n300 al strap
,,,7128,n350 al strap
,,,7134,n400 al strap
,,,7140,n500 al strap
,,,7146,n600 al strap
,,,7152,n750 al strap
,,,7160,al feeder strap concrete w/
,,,7161,n3 al strap concrete
,,,7167,n2 al strap concrete
,,,7173,n1 al strap concrete
,,,7179,n1/0 al strap concrete
,,,7185,n2/0 al strap concrete
,,,7191,n3/0 al strap concrete
,,,7197,n4/0 al strap concrete
,,,7203,n250 al strap concrete
,,,7209,n300 al strap concrete
,,,7215,n350 al strap concrete
,,,7221,n400 al strap concrete
,,,7227,n500 al strap concrete
,,,7233,n600 al strap concrete
,,,7239,n750 al strap concrete
,,,7246,n14 al rack
,,,7255,n12 al rack
,,,7264,n10 al rack
,,,7273,n8 al rack
,,,7280,n6 al rack
,,,7286,n4 al rack
,,,7291,n14 3/4 al rack
,,,7300,n12 3/4 al rack
,,,7310,al feeder rack w/wire
,,,7311,n3 al rack
,,,7317,n2 al rack
,,,7323,n1 al rack
,,,7329,n1/0 al rack
,,,7335,n2/0 al rack
,,,7341,n3/0  al rack
,,,7347,n4/0 al rack
,,,7353,n250 al rack
,,,7359,n300 al rack
,,,7365,n350 al rack
,,,7371,n400 al rack
,,,7377,n500 al rack
,,,7383,n600 al rack
,,,7389,n750 al rack
,,,7396,al feeder beam clamp w/wire
,,,7397,n3 al beam clamp
,,,7403,n2 al beam clamp
,,,7409,n1 al beam clamp
,,,7415,n1/0 al beam clamp
,,,7421,n2/0 al beam clamp
,,,7427,n3/0  al beam clamp
,,,7433,n4/0 al beam clamp
,,,7439,n250 al beam clamp
,,,7445,n300 al beam clamp
,,,7451,n350 al beam clamp
,,,7457,n400 al beam clamp
,,,7463,n500 al beam clamp
,,,7469,n600 al beam clamp
,,,7475,n750 al beam clamp
,,,7482,grc/pvc branch
,,,7483,1/2 grc/pvc
,,,7484,branch 1/2 grc/pvc
,,,7499,3/4 grc/pvc
,,,7500,branch 3/4 grc/pvc
,,,7516,1 grc/pvc
,,,7517,branch 1 grc/pvc
,,,7533,grc/pvc feeder
,,,7534,1 1/4 grc/pvc
,,,7535,feeder 1 1/4 grc/pvc
,,,7553,1 1/2 grc/pvc
,,,7554,feeder 1 1/2 grc/pvc
,,,7572,2 grc/pvc
,,,7573,feeder 2 grc/pvc
,,,7591,2 1/2 grc/pvc
,,,7592,feeder 2 1/2 grc/pvc
,,,7610,3 grc/pvc
,,,7611,feeder 3 grc/pvc
,,,7629,3 1/2 grc/pvc
,,,7630,feeder 3 1/2 grc/pvc
,,,7647,4 grc/pvc
,,,7648,feeder 4 grc/pvc
,,,7667,grc/pvc branch no strap
,,,7668,n14 grc/pvc no strap
,,,7677,n12 grc/pvc no strap
,,,7686,n10 grc/pvc no strap
,,,7695,n8 grc/pvc no strap
,,,7702,n6 grc/pvc no strap
,,,7708,n4 grc/pvc no strap
,,,7713,grc/pvc feeder no strap w/w
,,,7714,n3 grc/pvc no strap
,,,7720,n2 grc/pvc  no strap
,,,7726,n1 grc/pvc  no strap
,,,7732,n1/0 grc/pvc  no strap
,,,7738,n2/0 grc/pvc  no strap
,,,7744,n3/0 grc/pvc  no strap
,,,7750,n4/0 grc/pvc  no strap
,,,7756,n250 grc/pvc  no strap
,,,7762,n300 grc/pvc  no strap
,,,7768,n350 grc/pvc  no strap
,,,7774,n400 grc/pvc  no strap
,,,7780,n500 grc/pvc  no strap
,,,7786,n600 grc/pvc  no strap
,,,7792,n750 grc/pvc  no strap
,,,7799,grc/pvc branch strap
,,,7800,n14 grc/pvc strap
,,,7809,n12 grc/pvc strap
,,,7818,n10 grc/pvc strap
,,,7827,n8 grc/pvc strap
,,,7834,n6 grc/pvc strap
,,,7840,n4 grc/pvc strap
,,,7845,n14 3/4 grc/pvc strap
,,,7854,n12 3/4 grc/pvc strap
,,,7864,grc/pvc feeder strap  w/wir
,,,7865,n3 grc/pvc strap
,,,7871,n2 grc/pvc strap
,,,7877,n1 grc/pvc strap
,,,7883,n1/0 grc/pvc strap
,,,7889,n2/0 grc/pvc strap
,,,7895,n3/0 grc/pvc strap
,,,7901,n4/0 grc/pvc strap
,,,7907,n250 grc/pvc strap
,,,7913,n300 grc/pvc strap
,,,7919,n350 grc/pvc strap
,,,7925,n400 grc/pvc strap
,,,7931,n500 grc/pvc strap
,,,7937,n600 grc/pvc strap
,,,7943,n750 grc/pvc strap
,,,7952,grc/pvc branch strap concre
Branch with Constants,GRC/PVC,GRC/PVC Strap Concrete,7953,n14 grc/pvc strap concrete
Branch with Constants,GRC/PVC,GRC/PVC Strap Concrete,7962,n12 grc/pvc strap concrete
,,,7971,n10 grc/pvc strap concrete
,,,7980,n8 grc/pvc strap concrete
,,,7987,n6 grc/pvc strap concrete
,,,7993,n4 grc/pvc strap concrete
,,,7998,n14 3/4 grc/pvc strap conc
,,,8007,n12 3/4 grc/pvc strap conc
,,,8017,grc/pvc feeder strap concre
,,,8018,n3 grc/pvc strap conc.
,,,8024,n2 grc/pvc strap conc.
,,,8030,n1 grc/pvc strap conc.
,,,8036,n1/0 grc/pvc strap conc.
,,,8042,n2/0 grc/pvc strap conc.
,,,8048,n3/0 grc/pvc strap conc.
,,,8054,n4/0 grc/pvc strap conc.
,,,8060,n250 grc/pvc strap conc.
,,,8066,n300 grc/pvc strap conc.
,,,8072,n350 grc/pvc strap conc.
,,,8078,n400 grc/pvc strap conc.
,,,8084,n500 grc/pvc strap conc.
,,,8090,n600 grc/pvc strap conc.
,,,8096,n750 grc/pvc strap conc.
,,,8103,n14 grc/pvc rack
,,,8112,n12 grc/pvc rack
,,,8121,n10 grc/pvc rack
,,,8130,n8 grc/pvc rack
,,,8137,n6 grc/pvc rack
,,,8143,n4 grc/pvc rack
,,,8148,n14 3/4 grc/pvc rack
,,,8157,n12 3/4 grc/pvc rack
,,,8167,grc/pvc feeder rack w/wire
,,,8168,n3 grc/pvc rack
,,,8174,n2 grc/pvc rack
,,,8180,n1 grc/pvc rack
,,,8186,n1/0 grc/pvc rack
,,,8192,n2/0 grc/pvc rack
,,,8198,n3/0 grc/pvc rack
,,,8204,n4/0 grc/pvc rack
,,,8210,n250 grc/pvc rack
,,,8216,n300 grc/pvc rack
,,,8222,n350 grc/pvc rack
,,,8228,n400 grc/pvc rack
,,,8234,n500 grc/pvc rack
,,,8240,n600 grc/pvc rack
,,,8246,n750 grc/pvc rack
,,,8253,grc/pvc feeder underground
,,,8254,n3 grc/pvc underground
,,,8260,n2 grc/pvc underground
,,,8266,n1 grc/pvc underground
,,,8272,n1/0 grc/pvc underground
,,,8278,n2/0 grc/pvc underground
,,,8284,n3/0 grc/pvc underground
,,,8290,n4/0 grc/pvc underground
,,,8296,n250 grc/pvc underground
,,,8302,n300 grc/pvc underground
,,,8308,n350 grc/pvc underground
,,,8314,n400 grc/pvc underground
,,,8320,n500 grc/pvc underground
,,,8326,n600 grc/pvc underground
,,,8332,n750 grc/pvc underground
,,,8339,grc/pvc branch 90d bc w/wir
,,,8340,n14 grc/pvc 90 deg beam cla
,,,8349,n12 grc/pvc 90 deg beam cla
,,,8358,n10 grc/pvc 90 deg beam cla
,,,8367,n8 grc/pvc 90 deg beam clam
,,,8374,n6 grc/pvc 90 deg beam clam
,,,8380,n4 grc/pvc 90 deg beam clam
,,,8385,n14 3/4 grc/pvc 90 deg bea
,,,8394,n12 3/4 grc/pvc 90 deg bea
,,,8404,grc/pvc feeder rack w/wire
,,,8405,n3 grc/pvc rack
,,,8411,n2 grc/pvc rack
,,,8417,n1 grc/pvc rack
,,,8423,n1/0 grc/pvc rack
,,,8429,n2/0 grc/pvc rack
,,,8435,n3/0 grc/pvc rack
,,,8441,n4/0 grc/pvc rack
,,,8447,n250 grc/pvc rack
,,,8453,n300 grc/pvc rack
,,,8459,n350 grc/pvc rack
,,,8465,n400 grc/pvc rack
,,,8471,n500 grc/pvc rack
,,,8477,n600 grc/pvc rack
,,,8483,n750 grc/pvc rack
,,,8490,branch pvc 40
,,,8491,branch 1/2 pvc 40
,,,8503,branch 3/4 pvc 40
,,,8515,branch 1 pvc 40
,,,8528,feeder 1 1/4 pvc 40
,,,8549,feeder 1 1/2 pvc 40
,,,8570,feeder 2 pvc 40
,,,8591,feeder 2 1/2 pvc 40
,,,8612,feeder 3 pvc 40
,,,8633,feeder 3 1/2 pvc 40
,,,8654,feeder 4 pvc 40
,,,8675,feeder 5 pvc 40
,,,8695,feeder 6 pvc 40
,,,8714,pvc 40 no strap
,,,8715,n14 pvc-40 no strap
,,,8724,n12 pvc-40 no strap
,,,8733,n10 pvc-40 no strap
,,,8742,n8 pvc-40 no strap
,,,8749,n6 pvc-40 no strap
,,,8755,n4 pvc-40 no strap
,,,8760,n14 pvc-40 strap
,,,8769,n12 pvc-40 strap
,,,8778,n10 pvc-40 strap
,,,8787,n8 pvc-40 strap
,,,8794,n6 pvc-40 strap
,,,8800,n4 pvc-40 strap
,,,8805,n14 pvc- 40 3/4 strap
,,,8814,n12 pvc- 40 3/4 strap
,,,8824,pvc feeder strap
,,,8825,n3 pvc strap
,,,8831,n2 pvc strap
,,,8837,n1 pvc strap
,,,8843,n1/0 pvc strap
,,,8849,n2/0 pvc strap
,,,8855,n3/0 pvc strap
,,,8861,n4/0 pvc strap
,,,8867,n250 pvc strap
,,,8873,n300 pvc strap
,,,8879,n350 pvc strap
,,,8885,n400 pvc strap
,,,8891,n500 pvc strap
,,,8897,n600 pvc strap
,,,8903,n750 pvc strap
,,,8910,pvc-40 branch strap concret
,,,8911,n14 pvc-40 strap concrete
,,,8920,n12 pvc-40 strap concrete
,,,8929,n10 pvc-40 strap  concrete
,,,8938,n8 pvc-40 strap concrete
,,,8945,n6 pvc-40 strap concrete
,,,8951,n4 pvc-40 strap concrete
,,,8956,n14 pvc-40 3/4 strap concr
,,,8965,n12 pvc-40 3/4 strap concr
,,,8975,pvc feeder strap conc.
,,,8976,n3 pvc strap conc.
,,,8982,n2 pvc strap conc.
,,,8988,n1 pvc strap conc.
,,,8994,n1/0 pvc strap conc.
,,,9000,n2/0 pvc strap conc.
,,,9006,n3/0 pvc strap conc.
,,,9012,n4/0 pvc strap conc.
,,,9018,n250 pvc strap conc.
,,,9024,n300 pvc strap conc.
,,,9030,n350 pvc strap conc.
,,,9036,n400 pvc strap conc.
,,,9042,n500 pvc  strap conc.
,,,9048,n600 pvc strap conc.
,,,9054,n750 pvc  strap conc.
,,,9062,pvc-40 branch underground
,,,9063,n14 pvc-40 underground
,,,9072,n12 pvc-40 underground
,,,9081,n10 pvc-40 underground
,,,9090,n8 pvc-40 underground
,,,9097,n6 pvc-40 underground
,,,9103,n4 pvc-40 underground
,,,9108,n14 pvc-40 3/4 underground
,,,9117,n12 pvc-40 3/4 underground
,,,9127,pvc feeder underground
,,,9128,n3 pvc underground
,,,9134,n2 pvc underground
,,,9140,n1 pvc undergroud
,,,9146,n1/0 pvc underground
,,,9152,n2/0 pvc underground
,,,9158,n3/0 pvc underground
,,,9164,n4/0 pvc underground
,,,9170,n250 pvc underground
,,,9176,n300 pvc underground
,,,9182,n350 pvc underground
,,,9188,n400 pvc underground
,,,9194,n500 pvc underground
,,,9200,n600 pvc  underground
,,,9206,n750 pvc  underground
,,,9213,pvc 40 branch beam clamp
,,,9214,n14 pvc-40 beam clamp
,,,9223,n12 pvc-40 beam clamp
,,,9232,n10 pvc-40 beam clamp
,,,9241,n8 pvc-40 beam clamp
,,,9248,n6 pvc-40 beam clamp
,,,9254,n4 pvc-40 beam clamp
,,,9259,n14 pvc-40 3/4 beam clamp
,,,9268,n12 pvc-40 3/4 beam clamp
,,,9278,pvc 40 feeder beam clamp
,,,9279,n3 pvc beam clamp
,,,9285,n2 pvc beam clamp
,,,9291,n1 pvc beam clamp
,,,9297,n1/0 pvc beam clamp
,,,9303,n2/0 pvc beam clamp
,,,9309,n3/0 pvc beam clamp
,,,9315,n4/0 pvc beam clamp
,,,9321,n250 pvc beam clamp
,,,9327,n300 pvc beam clamp
,,,9333,n350 pvc beam clamp
,,,9339,n400 pvc beam clamp
,,,9345,n500 pvc  beam clamp
,,,9351,n600 pvc  beam clamp
,,,9357,n750 pvc  beam clamp
,,,9365,pvc sch.40 stub-ups pvc
,,,9379,pvc-grc el stub-ups
,,,9394,branch 1/2 pvc 80
,,,9398,branch 3/4 pvc 80
,,,9402,branch 1 pvc 80
,,,9406,pvc 80 feeder
,,,9407,feeder 1 1/4 pvc 80
,,,9412,feeder 1 1/2 pvc 80
,,,9418,feeder 2 pvc 80
,,,9424,feeder 2 1/2 pvc 80
,,,9430,feeder 3 pvc 80
,,,9441,feeder 4 pvc 80
,,,9447,feeder 5 pvc 80
,,,9454,pvc sch.80 stub-ups pvc
,,,9463,conduit chair
,,,9464,duct spacer
,,,9465,duct chair
,,,9471,duct bank with concrete $12
,,,9507,duct bank w/reinf concrete
,,,9543,duct bank with 2 sand cove
,,,9579,duct bank with re-use backf
,,,9615,kindorf strut rack
,,,9616,rack kindorf
,,,9617,window rack kindorf
,,,9627,wood rack kindorf
,,,9634,conc strut rack kindorf
,,,9641,toggle bolt rack kindorf
,,,9648,wood drop trapeze kindorf
,,,9653,conc drop trapeze kindorf
,,,9658,ss strut rack
,,,9659,rack ss
,,,9660,window rack ss
,,,9670,wood ss strut rack
,,,9677,conc ss strut rack
,,,9684,toggle anchor ss strut rack
,,,9691,wood drop trapeze ss rack
,,,9696,conc drop trapeze ss rack
,,,9702,rack pvc coated
,,,9716,racks kindorf 3/8 rod
,,,9753,racks kindorf 1/2 rod
,,,9790,racks kindorf 5/8 rod
,,,9826,racks kindorf 3/8 rod beam
,,,9863,racks kindorf 1/2 rod beam
,,,9899,racks kindorf 3/8 rod hang
,,,9936,racks unistrut 3/8 rod
,,,9973,racks unistrut 1/2 rod
,,,10010,racks unistrut 5/8 rod
,,,10046,racks unistrut 3/8 rod bea
,,,10083,racks unistrut 1/2 rod bea
,,,10119,racks unistrut 3/8 rod han
,,,10155,ss racks 3/8 rod drop in a
,,,10192,ss racks 1/2 rod drop in a
,,,10229,ss racks 5/8 rod drop in a
,,,10265,ss racks 3/8 rod beam clam
,,,10302,ss racks 1/2 rod beam clam
,,,10338,emt strap hanger
,,,10350,emt concrete strap hanger
,,,10363,beam clamp hanger
,,,10378,emt (rack) chnl strap
,,,10390,grc/imc strap hanger
,,,10402,grc/imc concrete strap hang
,,,10416,grc/imc (rack) chnl strap
,,,10430,nmc cable with term
,,,10451,nmc cable with term const
,,,10471,nmc cable home run w/term c
,,,10491,bx cable with Term
,,,10505,mc cable with term
,,,10528,bx cable with Term const
,,,10542,mc cable with term const
,,,10563,mc cable home run w/term co
,,,10584,mc termination
,,,10591,termination
,,,10592,term
,,,10593,motor termination
,,,10606,control termination
,,,10607,cntrl term
,,,10616,wire termination
,,,10643,1 wire termination
,,,10654,1 wire circuit termination
,,,10668,2 wire termination
,,,10679,2 wire circuit termination
,,,10693,3 wire termination
,,,10704,3 wire circuit termination
,,,10718,4 wire termination
,,,10729,4 wire circuit termination
,,,10743,5 wire termination
,,,10754,5 wire circuit termination
,,,10768,6 wire termination
,,,10779,6 wire circuit termination
,,,10793,7 wire termination
,,,10804,7 wire circuit termination
,,,10818,8 wire termination
,,,10829,8 wire circuit termination
,,,10843,box wire termination
,,,10847,lugs
,,,10848,lug 1 hole lugs
,,,10866,cable splice
,,,10867,split bolt splice
,,,10881,splice kit
,,,10896,gutter 3r
,,,10901,x ray box dis by others
,,,10923,wireway
,,,10959,aluminum cable tray
,,,10960,9 rung spacing 20' str al
,,,10970,tray horz bend 90 12r al
,,,10980,tray horz bend 60 12r al
,,,10990,tray horz bend 45 12r al
,,,11000,tray horz bend 30 12r al
,,,11010,tray horz bend 90 24r al
,,,11020,tray horz bend 60 24r al
,,,11030,tray horz bend 45 24r al
,,,11040,tray horz bend 30 24r al
,,,11050,tray horz bend 90 36r al
,,,11060,tray horz bend 60 36r al
,,,11070,tray horz bend 45 36r al
,,,11080,tray horz bend 30 36r al
,,,11090,tray horz bend 90 48r al
,,,11100,tray horz bend 60 48r al
,,,11110,tray horz bend 45 48r al
,,,11120,tray horz bend 30 48r al
,,,11130,tray horz tee 12r al
,,,11140,tray horz tee 24r al
,,,11150,tray horz tee 36r al
,,,11160,tray horz tee 48r al
,,,11170,tray horz cross 12r al
,,,11180,tray horz cross 24r al
,,,11190,tray horz cross 36r al
,,,11200,tray horz cross 48r al
,,,11210,tray horz right wye 45 12r
,,,11220,tray horz right wye 45 24r
,,,11230,tray horz right wye 45 36r
,,,11240,tray horz right wye 45 48r
,,,11250,tray horz left wye 45 12r
,,,11260,tray horz left wye 45 24r
,,,11270,tray horz left wye 45 36r
,,,11280,tray horz left wye 45 48r
,,,11290,tray vert outside 90 12r a
,,,11300,tray vert outside 90 24r a
,,,11310,tray vert outside 90 36r a
,,,11320,tray vert outside 90 48r a
,,,11330,tray vert inside 90 12r al
,,,11340,tray vert inside 90 24r al
,,,11350,tray vert inside 90 36r al
,,,11360,tray vert inside 90 48r al
,,,11370,tray straight reducer 42w
,,,11379,tray straight reducer 36w
,,,11387,tray straight reducer 30w
,,,11394,tray straight reducer 24w
,,,11400,tray straight reducer 18w
,,,11405,tray straight reducer 12w
,,,11409,tray straight reducer 9w a
,,,11412,tray right reducer 42w al
,,,11421,tray right reducer 36w al
,,,11429,tray right reducer 30w al
,,,11436,tray right reducer 24w al
,,,11442,tray right reducer 18w al
,,,11447,tray right reducer 12w al
,,,11451,tray right reducer 9w al
,,,11454,tray left reducer 42w al
,,,11463,tray left reducer 36w al
,,,11471,tray left reducer 30w al
,,,11478,tray left reducer 24w al
,,,11484,tray left reducer 18w al
,,,11489,tray left reducer 12w al
,,,11493,tray left reducer 9w al
,,,11497,enduro 3 high cable tray
,,,11506,enduro 4 high cable tray
,,,11515,enduro 6 high cable tray
,,,11524,enduro 8 high cable tray
,,,11533,enduro 10 high cable tray
,,,11542,enduro 4h horz 90 12r frp
,,,11551,enduro 6h horz 90 12r frp
,,,11560,enduro 8h horz 90 12r frp
,,,11569,enduro 4h horz 90 24r frp
,,,11578,enduro 6h horz 90 24r frp
,,,11587,enduro 8h horz 90 24r frp
,,,11596,enduro 4h horz 90 36r frp
,,,11605,enduro 6h horz 90 36r frp
,,,11614,enduro 8h horz 90 36r frp
,,,11623,enduro 4h horz 45 12r frp
,,,11632,enduro 6h horz 45 12r frp
,,,11641,enduro 8h horz 45 12r frp
,,,11650,enduro 4h horz 45 24r frp
,,,11659,enduro 6h horz 45 24r frp
,,,11668,enduro 8h horz 45 24r frp
,,,11677,enduro 4h horz 45 36r frp
,,,11686,enduro 6h horz 45 36r frp
,,,11695,enduro 8h horz 45 36r frp
,,,11704,enduro 4h horz tee 12r fr
,,,11713,enduro 6h horz tee 12r fr
,,,11722,enduro 8h horz tee 12r fr
,,,11731,enduro 4h horz tee 24r fr
,,,11740,enduro 6h horz tee 24r fr
,,,11749,enduro 8h horz tee 24r fr
,,,11758,enduro 4h horz tee 36r fr
,,,11767,enduro 6h horz tee 36r fr
,,,11776,enduro 8h horz tee 36r fr
,,,11785,enduro 4h horz cross 12r
,,,11794,enduro 6h horz cross 12r
,,,11803,enduro 8h horz cross 12r
,,,11812,enduro 4h horz cross 24r
,,,11821,enduro 6h horz cross 24r
,,,11830,enduro 8h horz cross 24r
,,,11839,enduro 4h horz cross 36r
,,,11848,enduro 6h horz cross 36r
,,,11857,enduro 8h horz cross 36r
,,,11866,enduro 4h vert inside 90 1
,,,11875,enduro 6h vert inside 90 1
,,,11884,enduro 8h vert inside 90 1
,,,11893,enduro 4h vert inside 90 2
,,,11902,enduro 6h vert inside 90 2
,,,11911,enduro 8h vert inside 90 2
,,,11920,enduro 4h vert inside 90 3
,,,11929,enduro 6h vert inside 90 3
,,,11938,enduro 8h vert inside 90 3
,,,11947,enduro 4h vert outside 90
,,,11956,enduro 6h vert outside 90
,,,11965,enduro 8h vert outside 90
,,,11974,enduro 4h vert outside 90
,,,11983,enduro 6h vert outside 90
,,,11992,enduro 8h vert outside 90
,,,12001,enduro 4h vert outside 90
,,,12010,enduro 6h vert outside 90
,,,12019,enduro 8h vert outside 90
,,,12029,cablofil cable tray
,,,12030,cablofil 1 deep wire tray
,,,12037,cablofil 2 deep wire tray
,,,12047,cablofil 4 deep wire tray
,,,12056,cablofil 6 deep wire tray
,,,12061,cablofil 1 deep wire tray
,,,12068,cablofil 2 deep wire tray
,,,12078,cablofil 4 deep wire tray
,,,12087,cablofil 6 deep wire tray
,,,12092,cablofil g wire tray bc
,,,12098,cablofil l wire tray
,,,12101,cablofil telex rail
,,,12104,cablofil l fasclic tray
,,,12108,cablofil tray cover 3.3' l
,,,12118,cablofil divider strips
,,,12124,cablofil ceiling mount hang
,,,12137,cablofil fas trapeze hanger
,,,12151,cablofil standard trapeze h
,,,12156,cablofil c brackets
,,,12167,cablofil standard l bracket
,,,12175,cablofil mounting rail & br
,,,12184,cablofil center hangers
,,,12195,cablofil connectors
,,,12202,cablofil hardware
,,,12214,snake tray cable tray
,,,12215,101 series snake tray
,,,12228,201 series snake tray
,,,12234,501 series snake tray
,,,12238,snake tray components
,,,12253,snake tray hardware
,,,12263,snake tray canyon
,,,12284,snake tray stringers
,,,12307,wiremold
,,,12321,wm 700
,,,12327,wm 2000
,,,12335,wm 3000
,,,12343,wm 4000
,,,12353,cellular flr ftg
,,,12354,flr o/l ftg
,,,12359,xfmr 1 phase
,,,12360,transformer 1 ph
,,,12361,transf 1ph 240v-120/240v dr
,,,12367,transf 1ph 480v-120/240v dr
,,,12375,transf 1ph 600v-120/240v dr
,,,12384,transf 1ph 240v-120/240v dr
,,,12390,transf 1ph 480v-120/240v dr
,,,12398,transf 1ph 600v-120/240v dr
,,,12407,xfmr 3 phase
,,,12408,transformer 3 ph
,,,12409,transf 3ph 240v-120/208v dr
,,,12416,transf 3ph 480v-120/208v dr
,,,12423,transf 3ph 600v-120/208v dr
,,,12430,transf 3ph 240v-120/208v dr
,,,12437,transf 3ph 480v-120/208v dr
,,,12444,transf 3ph 600v-120/208v dr
,,,12451,"isolation transformer, 3ph"
,,,12452,"iso transf, 3ph"
,,,12474,buck boost transformer
,,,12484,ct can
,,,12499,service switch 600v
,,,12514,"service switch, 250v"
,,,12529,masts
,,,12530,service mast
,,,12531,service mast grc
,,,12558,seb 250v
,,,12568,seb 600v
,,,12579,mdp
,,,12608,meter center
,,,12609,meter center 125a 1 phase
,,,12616,meter center 200a 1 phase
,,,12623,meter center 125a 3 phase
,,,12630,meter center 200a 3 phase
,,,12637,meter stack sockets
,,,12638,meter stack 125a 1 phase
,,,12647,meter stack 200a 1 phase
,,,12654,meter stack 125a 3 phase
,,,12662,meter stack 200a 3 phase
,,,12668,meter can
,,,12669,meter stack 400a
,,,12676,meter stacks
,,,12677,stack mcb 65krms
,,,12692,stack mcb 100krms
,,,12700,stack m switch 100krms
,,,12710,stack term box
,,,12722,mcc
,,,12741,load centers 1 phase mlo
,,,12765,load center 3 ph mlo
,,,12766,load center qo 3 ph mlo
,,,12776,load center 3r 1 ph mlo
,,,12791,load center 3r 3 ph mlo
,,,12800,load center w/mcb
,,,12801,"mcb load center,1ph"
,,,12819,"mcb load center, 3 phase"
,,,12831,mcb load center 1ph 3r
,,,12842,mcb load center 3ph 3r
,,,12853,panels 240v
,,,12854,panel 120/240v 1ph mlo
,,,12866,panel 120/208v 3ph mlo
,,,12879,panel 120/240v 1ph mcb
,,,12891,panel 120/208v 3ph mcb
,,,12909,panels 480v
,,,12910,panel 480v 3ph mlo
,,,12921,panel 480v 3ph mcb
,,,12935,encl cb 1p 250v
,,,12950,encl cb 2p 250v
,,,12979,encl cb 3p 250v
,,,13013,encl cb 1p 600v
,,,13028,encl cb 2p 600v
,,,13056,encl cb 3p 600v
,,,13090,ups panel
,,,13100,iso panel
,,,13110,comp panel
,,,13120,motor connction
