Category,Name,Description,Part Number,Price,Cost,Unit of Measure
Wiring Devices,INT WP1030MXD,2G RCP COVER,WP1030MXD,39.29,39.29,EACH
Wiring Devices,INT WP1010MXD,1G RCP COVER,WP1010MXD,27.08,27.08,EACH
Wiring Devices,REL PB30,POWER INLET BOX  30A  120/240V  L14-,PB30,57.53,57.53,EACH
Boxes & Covers,ARL F104,SCREW MOUNT 4G BOX,F104,1338.63,1338.63,HUNDRED
Conduit & Raceways,WIR ALALPB,ALA LPB COVER PLATE,ALALPB,25.98,25.98,EACH
Boxes & Covers,APP 95,1-1/2"D NG SQBX W/ERS&CLMPS,95,2228.57,2228.57,HUNDRED
Boxes & Covers,TAM DD5100XS,TAM 2G WP BOX 5-1" HUBS,DD5100XS,31.97,31.97,EACH
Wiring Devices,TAB SC100RR,LOW VOLTAGE OLD WORK BRAC,SC100RR,267.30,267.30,HUNDRED
Boxes & Covers,CRS TP724,4-11/16SQ CVR (1)SNGL RCPT,TP724,888.51,888.51,HUNDRED
Boxes & Covers,TAB 521710W,4SQ DEEP 1/2 & 3/4 EKO WELDED,521710W,2241.97,2241.97,HUNDRED
Boxes & Covers,TAB BH122AUPC,1G SUPERB NMBOX,BH122AUPC,372.24,372.24,HUNDRED
Boxes & Covers,TAB B234ADJC,2G NM BLUE ADJ WORKBOX,B234ADJC,2017.05,2017.05,HUNDRED
Boxes & Covers,ARL FS50,1/2" D/C WP BOX HOLDER,FS50,603.63,603.63,HUNDRED
Wiring Devices,EWD S1966SP,COVER 1G DECO WET LOC HORIZ DIE CAST GY,S1966SP,14.75,14.75,EACH
Boxes & Covers,EWD S994SP,COVER 1G WP DUP RECP VERT 1LID METAL GY,S994SP,7.84,7.84,EACH
Wiring Devices,EWD S966SP,COVER 1G GFCI/DECO WET LOC VERT METAL GY,S966SP,11.95,11.95,EACH
Tools & Testers,ARL FBRS4200R,RETROFIT FAN BRACE & BOX,FBRS4200R,4241.67,4241.67,HUNDRED
Conduit & Raceways,PVF 5133371,TWO-GANG PVC  FSC  SIZE 3/4 BOX,5133371,1487.89,1487.89,HUNDRED
Boxes & Covers,TAB 4MB,4G 31/2D MASONRY BOX,4MB,3410.40,3410.40,HUNDRED
Boxes & Covers,TAB RSL4,4-11/16" SQ CVR (1) 30A-50A LCKG RCPT,RSL4,765.04,765.04,HUNDRED
Tools & Testers,ARL FB426,16CUIN FAN/FXTR SADDLE MNT BOX,FB426,904.43,904.43,HUNDRED
Boxes & Covers,ALM 9329EWK,2G 2-1/2D SW BOX,9329EWK,585.48,585.48,HUNDRED
Boxes & Covers,ALM P181,18 CU IN BOX NO QUICK CLICKS,P181,88.06,88.06,HUNDRED
Boxes & Covers,ALM P201,1G 20CU.IN,P201,105.51,105.51,HUNDRED
Boxes & Covers,ALM P241,1G 24CU IN,P241,114.64,114.64,HUNDRED
Boxes & Covers,ALM P2400W,2G REWORK BOX,P2400W,718.47,718.47,HUNDRED
Boxes & Covers,ALM P1220W,P1220 1G 20CU IN REWORK BOX,P1220W,477.87,477.87,HUNDRED
Boxes & Covers,ALM P122SC,ALMP P-122SC SHALLOW WALL 24IN,P122SC,415.65,415.65,HUNDRED
Boxes & Covers,ALM P442,2G 43.5 CU IN,P442,242.59,242.59,HUNDRED
Boxes & Covers,ALM P643,3G PL BOX 64 CU IN NO QUICKCLK,P643,422.38,422.38,HUNDRED
Boxes & Covers,ALM 9368EWK,1G 18.0 CU,9368EWK,355.42,355.42,HUNDRED
Boxes & Covers,ALM P764QT,4G PL BOX 76 CU IN,P764QT,996.96,996.96,HUNDRED
Boxes & Covers,ALM PC234BH,4-0 BOX W/BAR HANGER,PC234BH,991.67,991.67,HUNDRED
Boxes & Covers,ALM PC234N,4-0 PLASTIC NAIL ON,PC234N,435.24,435.24,HUNDRED
Boxes & Covers,KIL FD2M,KLRK FD-2M 3/4 IN DEAD END DEE,FD2M,99.16,99.16,EACH
Wiring Devices,HWD WP2,W/PROOF PLATE  SIZE 2 FLANGED DEVICES,WP2,69.05,69.05,EACH
Conduit & Raceways,WIR 0FR10IW,OFR IN-WALL FITTING,0FR10IW,168.86,168.86,EACH
Boxes & Covers,CRS TP862,4IN SQ BOX PARTITION,TP862,643.23,643.23,HUNDRED
Boxes & Covers,CRS FSC3,1G 1" HOLE TOP & BOTTOM,FSC3,77.92,77.92,EACH
Boxes & Covers,TAM SD450S,TAM DEEP WP BOX 4 X 1/2"H,SD450S,725.56,725.56,HUNDRED
Boxes & Covers,TAM SD475S,TAM DEEP WP BOX 4 X 3/4"H,SD475S,758.56,758.56,HUNDRED
Boxes & Covers,PAS FB1TRSRN,FLOOR BOX SG SGL RECP NI,FB1TRSRN,89.74,89.74,EACH
Boxes & Covers,TAB H4BD341,2-1/2D4G GANGBOX,H4BD341,16872.94,16872.94,HUNDRED
Boxes & Covers,ARL DHB1W,WHT/WHT HORZ L-PROF IN BX,DHB1W,3064.48,3064.48,HUNDRED
Boxes & Covers,TAB 54171N25,4X2-1/8D OCT BX W/CLMPS,54171N25,1035.73,1035.73,HUNDRED
Boxes & Covers,TAB 52C334,4SQ  3/4" RSD RNDOPNW/ERS CVR,52C334,367.71,367.71,HUNDRED
Boxes & Covers,TAM ML450W,TAM 1G WHT IN-USE CVR,ML450W,14.43,14.43,EACH
Boxes & Covers,ARL DBVM1W,1PC WH RCPT BOX W/WP CVR,DBVM1W,2198.34,2198.34,HUNDRED
Boxes & Covers,WIR RFB6GFI,RECTANGULAR OPENING PLATE,RFB6GFI,22.87,22.87,EACH
Boxes & Covers,APP FSK1TSGC,1G TGL SW COVER,FSK1TSGC,27.27,27.27,EACH
Boxes & Covers,TAB A5217DE,4SQ BOX W/BRKT,A5217DE,858.59,858.59,HUNDRED
Boxes & Covers,PAN NK2BXWHA,2 POSITION SURFACE MOUNT BOX W/ADHESIVE,NK2BXWHA,3.36,3.36,EACH
Telecom,CRS CFDC175,PLUGS & RCPT,CFDC175,90.97,90.97,EACH
Boxes & Covers,CRS TP644,4OCT 4D CONCR BX,TP644,2899.67,2899.67,HUNDRED
Boxes & Covers,ARL BE4,4G BOX EXTENDER,BE4,947.60,947.60,HUNDRED
N/A,MTF 089464,4" X 3/4"  4X1 SLAB BOX,089464,2699.86,2699.86,HUNDRED
Boxes & Covers,TAB A58381E,1G SW BOX W/BRKT,A58381E,988.52,988.52,HUNDRED
Boxes & Covers,ARL FS75,3/4" D/C WP BOX HOLDER,FS75,724.44,724.44,HUNDRED
Boxes & Covers,WIR 880MP2,RECT NONMETALLIC FLOOR BOX W/2" HUBS,880MP2,42.48,42.48,EACH
Boxes & Covers,TAB 58C16,HNDY BX GFI COVER,58C16,309.11,309.11,HUNDRED
Boxes & Covers,CRS DS652,CAST DEVICE BOX,DS652,219.29,219.29,EACH
Boxes & Covers,HBL PSB37550GY,HBL 1G NM WP BOX  (3)1/2 OR 3/4" OUTLETS,PSB37550GY,1006.15,1006.15,HUNDRED
Boxes & Covers,TAB 54151NP,4 OCT NMC BOX&HGR,54151NP,1138.29,1138.29,HUNDRED
Boxes & Covers,ALM 9327N,1G 3-1/4D SWITCH BOX,9327N,225.59,225.59,HUNDRED
N/A,QWP ESGBA138,QUICK FLASH 1 3/8,ESGBA138,6.75,6.75,EACH
Lighting,INT PJB2175,POOL/SPA LT J-BOX,PJB2175,46.00,46.00,EACH
Boxes & Covers,TAM PRB57550GY,HBL GRY 1/2&3/4 PVC BOX,PRB57550GY,7.02,7.02,EACH
Boxes & Covers,ARL FLBAF101BR,BROWN FLOOR BOX,FLBAF101BR,2640.37,2640.37,HUNDRED
Boxes & Covers,APP 2220W,3"X2" SQ CORNER SQ BOX,2220W,1131.75,1131.75,HUNDRED
Boxes & Covers,TAM SB375Z,TAM BRZ OUTLET BOX,SB375Z,486.16,486.16,HUNDRED
Boxes & Covers,TAM ML2450G,TAM GRY FLAT 2G IN-USE CVR EXP,ML2450G,35.87,35.87,EACH
Wiring Devices,TAM MM420C,TAM 1G 2-3/4" IN USE COVER,MM420C,9.68,9.68,EACH
Boxes & Covers,TAM MX4280S,TAM 1G MX VERT IN-USE CVR,MX4280S,2970.68,2970.68,HUNDRED
Boxes & Covers,TAB 52171CV34,OLET BOX,52171CV34,1941.15,1941.15,HUNDRED
Tools & Testers,ARL FBS405,STEEL CEILING FAN BOX,FBS405,803.73,803.73,HUNDRED
Wiring Devices,TAM MM2420C,TAM 2G 55 IN 1 IN-USE COVER CLEAR EXTRA DUTY,MM2420C,20.89,20.89,EACH
Lighting,ARL FSC405R,SCONCE BOX,FSC405R,646.13,646.13,HUNDRED
Boxes & Covers,CRS TP586,4-11/16SQ 2G 3/4RSD CVR,TP586,1160.67,1160.67,HUNDRED
Controls,TOR 1101BPC,40A 120V SPST PLASTIC CLEAR CO,1101BPC,115.53,115.53,EACH
Controls,TOR 1103BPC,40A 120V DPST PLASTIC CLEAR CO,1103BPC,58.82,58.82,EACH
Boxes & Covers,ALM 9375FR,4" 14.0 CU IN FAN BOX,9375FR,597.45,597.45,HUNDRED
Boxes & Covers,TAM SB450Z,TAM BRZ OUTLET BOX,SB450Z,533.00,533.00,HUNDRED
Boxes & Covers,TAB CFB12,12" SADDLE FAN BOX,CFB12,414.37,414.37,HUNDRED
Boxes & Covers,TAB LXWSV,2-1/2D NMC SW BOX,LXWSV,1697.57,1697.57,HUNDRED
Conduit & Raceways,PVF 5133420,NO HOLE FSD BOX,5133420,1174.14,1174.14,HUNDRED
Boxes & Covers,ALM 9338ESK,3-1/2" RND BOX W/EAR,9338ESK,397.25,397.25,HUNDRED
Boxes & Covers,TAB SN018,1G SIDECAR BOX NM,SN018,4.87,4.87,EACH
Conduit & Raceways,WIR V5736,STL BLANK COVER IV,V5736,7.92,7.92,EACH
Wiring Devices,INT WP1010C,1G IN-USE 3-1/8" DEEP VERTICAL COVER,WP1010C,14.02,14.02,EACH
Wiring Devices,TAB CCRSB,ROUND WHITE BLANK COVER  5"" DIA.  (REPLACES CF525,CCRSB,6.21,6.21,EACH
Wiring Devices,TAB CCU,WP FLIP COVER  1G  SILVER,CCU,2355.92,2355.92,HUNDRED
Tools & Testers,ARL FBS420,STEEL FAN BOX 2" DEEP,FBS420,15.90,15.90,EACH
Tools & Testers,ARL FBS420S,STEEL FAN BOX 2" SIDE MOUNT,FBS420S,16.44,16.44,EACH
Boxes & Covers,ARL FLBAF101LA,FLOOR BOX ADJ LIGHT ALMOND,FLBAF101LA,25.37,25.37,EACH
Boxes & Covers,ARL FS8091F,FLANGED SWITCH BOX (DI),FS8091F,12.16,12.16,EACH
Boxes & Covers,ARL DBVR1W,DRI-BOX VERTICAL MOUNT,DBVR1W,30.65,30.65,EACH
Boxes & Covers,ARL TVBR505K,TV BOX KIT COMBO RECESSED,TVBR505K,28.60,28.60,EACH
Boxes & Covers,TAB IH41LM,1G WP BOX W/4  1/2"" LUGS (REPLACES T11-2),IH41LM,8.35,8.35,EACH
Boxes & Covers,TAB IH31LM,1 GANG WP BOX W/ 3  1/2"" HOLES (REPLACES T11),IH31LM,7.37,7.37,EACH
Boxes & Covers,ALM FB2,FLOOR BOX  RECTANGULAR  BRASS CVR  W/TR DPLX RCPT,FB2,72.29,72.29,EACH
Boxes & Covers,ALM FB3,FLOOR BOX ROUND BRASS CV  TR DPLX RCPT,FB3,81.33,81.33,EACH
Boxes & Covers,ALM FB3DB,THERMOPLASTIC FL BX 25CU IN RND DK BRONZE CVR DUPL,FB3DB,102.10,102.10,EACH
Boxes & Covers,ALM 4300NK,4G RCPT/SW BOX 3" DEEP ANGLED NAILS & CL,4300NK,7.46,7.46,EACH
Boxes & Covers,MUL 30230,1G WP BOX EXTENSION 4 1/2"" OUTLETS  9.5 CU. IN.,30230,10.87,10.87,EACH
Boxes & Covers,TAB 521711234EP,4 SQ BX 30.3 1/2&3/4 KO W/GROUND PIGTAIL,521711234EP,705.14,705.14,HUNDRED
Boxes & Covers,TAB 521511234EWGBP,4"" SQ. BOX  1-1/2""D  W/GRD BUMP  10-1/2"" PIGTAI,521511234EWGBP,10.10,10.10,EACH
Boxes & Covers,ALM 1098N,1G 20.5 CUBIC INCH  3-1/4"" DEEP SWITCH BOX,1098N,0.98,0.98,EACH
Boxes & Covers,ALM 1098Z2,VERTICAL MOUNT SG BOX,1098Z2,2.60,2.60,EACH
Boxes & Covers,ALM 2302NK,2G FIBERGLASS SWITCH BOX W/ NAILS,2302NK,3.79,3.79,EACH
Boxes & Covers,ALM 9351NK,4/0 CEILING 22.5 CU IN BOX (SEE 9351 NK),9351NK,273.58,273.58,HUNDRED
Boxes & Covers,ALM 9313EWK,3G OLD WORK OUTLET BOX WING BRACKETS,9313EWK,7.10,7.10,EACH
Boxes & Covers,ALM 9312EWK,2G OLD WORK 25 CU IN SW BOX W/EARS,9312EWK,5.16,5.16,EACH
Boxes & Covers,ALM 9301E,1-3/4" 1G FIBERGLASS SW BOX  9 CU IN,9301E,1.92,1.92,EACH
Boxes & Covers,ALM 9331ESC2,1G 2-1/2D 14 CU IN SW BOX W/EARS,9331ESC2,2.75,2.75,EACH
Boxes & Covers,ARL 8091F,GFI SIDING BOX KIT W/FLANGE,8091F,26.03,26.03,EACH
Conduit & Raceways,TAB E980CNCAR,WP 1G BLANK COVER,E980CNCAR,1001.73,1001.73,HUNDRED
Boxes & Covers,CRS TP260,3-1/2"X1-1/2"D STL OCT BX,TP260,1092.02,1092.02,HUNDRED
Boxes & Covers,ALM FB2N,FLOOR BOX NICKEL DUPLEX RCPT SPEC-ALLI,FB2N,81.33,81.33,EACH
Wiring Devices,EWD S1954,COVER 1G OVR DUP RECP WETLOC HOR PLAS GY,S1954,9.21,9.21,EACH
Boxes & Covers,RAB VXCB,1/2IN BLACK TAP WEATHERPROOF BOX NO COVER BLACK,VXCB,12.22,12.22,EACH
Boxes & Covers,CRS FSC32,2G FSC-BOX,FSC32,118.14,118.14,EACH
Boxes & Covers,CRS AMR158,5/8" 1G STL ADJ MUD RING,AMR158,1178.48,1178.48,HUNDRED
Boxes & Covers,CRS AMR3,3/4" 3G STL ADJ MUD RING,AMR3,4007.93,4007.93,HUNDRED
Boxes & Covers,TAB 52CADJ2,2 GANG AJUSTABLE MUD RING,52CADJ2,1944.14,1944.14,HUNDRED
Boxes & Covers,WIR FPBTCBK,FLOORPORT FLANGED BLANK TOP BK,FPBTCBK,164.58,164.58,EACH
Boxes & Covers,CRS TP584,4-11/16SQ 2G 1/2RSD CVR,TP584,828.98,828.98,HUNDRED
Boxes & Covers,CRS TP640,1-5/8 5G BOX,TP640,12900.54,12900.54,HUNDRED
Boxes & Covers,TAM ML2500G,TAM 2G WP EXTRA DTY EXPND WIU CVR GRY,ML2500G,26.46,26.46,EACH
Boxes & Covers,ALM SB3,3G SLIDERBOX SWITCH BOX,SB3,831.60,831.60,HUNDRED
Boxes & Covers,HBL 53890,HBL 2G WP BOX W/5 1IN-HUBS GRY,53890,1583.49,1583.49,HUNDRED
Boxes & Covers,HBL 53740,HBL 4" RND BLANK CVR,53740,296.77,296.77,HUNDRED
Boxes & Covers,HBL 51930,HBL 1G RND WP CVR (1)1/2HUB GRY,51930,358.39,358.39,HUNDRED
Boxes & Covers,HBL 51970,HBL 1G RND WP CVR (3)1/2HUBS GRY,51970,380.47,380.47,HUNDRED
Conduit & Raceways,TAB B121ADJH,1G ADJ PVC WORK BX,B121ADJH,999.04,999.04,HUNDRED
Boxes & Covers,APP FSK1VDRA,1G ALU DPLX RCPT CVR,FSK1VDRA,83.03,83.03,EACH
Boxes & Covers,ALM 3303NK,3G SW BOX W/NAILS,3303NK,530.11,530.11,HUNDRED
Boxes & Covers,ALM 9336NK,3-1/2" RND OUTLET BOX,9336NK,215.39,215.39,HUNDRED
Boxes & Covers,APP FSKWRD,3W-2P RCPT CVR,FSKWRD,96.35,96.35,EACH
Boxes & Covers,CRS FDC3SA,ALU FDC BOX,FDC3SA,96.79,96.79,EACH
Boxes & Covers,TAB SB024,STUD&WALL BRKT,SB024,1840.87,1840.87,HUNDRED
Boxes & Covers,GVN GB2124,4G 2 1/2"D METAL BOX,GB2124,27.06,27.06,EACH
Boxes & Covers,GVN GB2123,3G 2 1/2"D METAL BOX,GB2123,20.05,20.05,EACH
Boxes & Covers,SPX 1GWIUXD,1G CLR WIU CVR XDUT MULTCONFIG,1GWIUXD,955.90,955.90,HUNDRED
Boxes & Covers,SPX 2GWIUXD,2G XTRA DUTY MULTCONFIG WIU CVR CLR CLR/GY,2GWIUXD,1746.03,1746.03,HUNDRED
Boxes & Covers,CRS TP244,3-1/2D G SWBX ERS & CLMPS,TP244,13.21,13.21,EACH
Boxes & Covers,CRS TP320,TP320,TP320,14.73,14.73,EACH
Conduit & Raceways,TAB E980EFN,3/4" PVC FUSEBOX,E980EFN,2079.79,2079.79,HUNDRED
Boxes & Covers,TAM CP450Z,TAM 1/2" WP BRZ CLOSURE PLUG 4PK,CP450Z,91.33,91.33,HUNDRED
Boxes & Covers,CRS TP250,3-1/2D SWBX 3/4 KO,TP250,989.29,989.29,HUNDRED
Boxes & Covers,TAB 54571341,4D CNCRT RING,54571341,1613.22,1613.22,HUNDRED
Boxes & Covers,ALM PC234BHG,FLEXBOX BH BAR HANGER GROUND,PC234BHG,1111.53,1111.53,HUNDRED
Boxes & Covers,ALM 4304NK,4GANG 75.0 CU IN,4304NK,763.47,763.47,HUNDRED
Boxes & Covers,ALM FBCAK,CONCR FLOOR BX ADPT KIT,FBCAK,9.75,9.75,EACH
Boxes & Covers,EWD WP1,COVER 1G WP SGLREC/INLET NYLON 1.75"D GY,WP1,68.97,68.97,EACH
Boxes & Covers,GVN SP318,3X18 CABLE SAFETY PLATE,SP318,290.40,290.40,HUNDRED
Wiring Devices,HBL 51240,HBL 2-SP10A125 SWS&2G WP CVR,51240,10.87,10.87,EACH
Boxes & Covers,ARL FLB3520MB,RETRO FLOOR BOX,FLB3520MB,8216.59,8216.59,HUNDRED
Boxes & Covers,PAS WIUCED10GL,WEATHER PROOF IN USE COVER 1G EXTRA DUTY GY,WIUCED10GL,19.29,19.29,EACH
Boxes & Covers,PAS S109FAN,PL BX RND CEIL 9 CU IN 24PK,S109FAN,6.95,6.95,EACH
Wiring Devices,TAM ML500G,TAM 1G WHILE-IN-USE COVER,ML500G,1372.76,1372.76,HUNDRED
Tools & Testers,ARL FBR423,FAN BOX,FBR423,2043.46,2043.46,HUNDRED
Boxes & Covers,PAS WIUCED10CL,WEATHER PROOF IN USE COVER 1G EXTRA DUTY CLR,WIUCED10CL,19.29,19.29,EACH
Boxes & Covers,WIR 837TCALBK,3G CARPET & TILE FLANGE BK,837TCALBK,150.32,150.32,EACH
Boxes & Covers,WIR 827TCALBK,2G CARPET & TILE FLANGE - BLK,827TCALBK,124.77,124.77,EACH
Boxes & Covers,ARL FSCB44,4X4 STEEL MASONARY BOX,FSCB44,18.86,18.86,EACH
Boxes & Covers,PAS WIUCED20CL,WEATHER PROOF IN USE COVER 2G EXTRA DUTY CLR,WIUCED20CL,23.04,23.04,EACH
Boxes & Covers,CRS TP170,2-1/2D SW BOX SIDE BRKT,TP170,836.21,836.21,HUNDRED
Boxes & Covers,ARL DBHS1W,1G EX-D WP NM HOZ BOX,DBHS1W,2798.02,2798.02,HUNDRED
Boxes & Covers,WIR 817TCALBK,1G CARPET & TILE FLANGE BK,817TCALBK,87.82,87.82,EACH
Boxes & Covers,ARL FLBT4400GSS,SS CNTRTP BOX W/RCPT,FLBT4400GSS,22891.77,22891.77,HUNDRED
N/A,MTF 089462,SMB-H-15 8X3/4" PVC SLAB BOX KWIKON,089462,2387.50,2387.50,HUNDRED
Boxes & Covers,MTF 089461,SMB-10/20 PVC SLAB BOX KIWKON,089461,1729.67,1729.67,HUNDRED
Boxes & Covers,TAM MM110G,TAM 1G 16-IN-1 GY FLT CVR,MM110G,5.76,5.76,EACH
Boxes & Covers,PAS WPBD252,WEATHER PROOF DEEP BOX 2G 5 HOLE 1/2,WPBD252,18.10,18.10,EACH
N/A,SPX LHCR1H,RND (1) 1/2" HL GY CVR,LHCR1H,305.47,305.47,HUNDRED
N/A,SPX LHCR3H,RND (3) 1/2" HL GY CVR,LHCR3H,341.32,341.32,HUNDRED
Telecom,CRS TP7488XD,1G HZ MT CVRD BOX,TP7488XD,5032.03,5032.03,HUNDRED
Boxes & Covers,PAS WPB2G,WEATHER PROOF COVER 2G BLANK W/GASKET GY,WPB2G,168.66,168.66,HUNDRED
N/A,SPX 2GTC,2G 1P WP TOGGLE GY CVR,2GTC,1038.82,1038.82,HUNDRED
Boxes & Covers,ARL FLBCF101BRTK,BROWN FLIP LID KIT,FLBCF101BRTK,2171.19,2171.19,HUNDRED
N/A,SPX 1GB3100,1G (3) 1" HL GY WP BOX,1GB3100,1014.82,1014.82,HUNDRED
N/A,SPX 1GB350,1G (3) 1/2" HL GY WP BOX,1GB350,354.64,354.64,HUNDRED
N/A,SPX 1GB350BZ,1G (3) 1/2" HL BZ WP BOX,1GB350BZ,316.89,316.89,HUNDRED
N/A,SPX 1GB375,1G (3) 3/4" HL WP BOX  GY,1GB375,420.02,420.02,HUNDRED
N/A,SPX 1GB450,1G (4) 1/2" HL GY WP BOX,1GB450,448.03,448.03,HUNDRED
N/A,SPX 1GB475,1G (4) 3/4" HL GY WP BOX,1GB475,561.65,561.65,HUNDRED
N/A,SPX 1GB550,1G (5) 1/2" HL WP BOX  GY,1GB550,655.27,655.27,HUNDRED
N/A,SPX 1GB575,1G (5) 3/4" HL GY WP BOX,1GB575,725.47,725.47,HUNDRED
N/A,SPX 1GBC,1G BLANK CVR GY,1GBC,105.75,105.75,HUNDRED
N/A,SPX 1GCH,1-GANG WP BOX CVR 5 IN 1-HORIZONTAL GY,1GCH,491.44,491.44,HUNDRED
N/A,SPX 1GCHD,1G  DUP RECPT GY HORIZ WP CVR,1GCHD,446.39,446.39,HUNDRED
N/A,SPX 1GCV,1G GY VERT WP CVR MULTCONFIG,1GCV,508.83,508.83,HUNDRED
N/A,SPX 1GCVBZ,1G BZ VERT WP CVR MULTCONFIG,1GCVBZ,508.83,508.83,HUNDRED
N/A,SPX 1GCVWH,1G WH VERT WP CVR MULTCONFIG,1GCVWH,508.83,508.83,HUNDRED
N/A,SPX 1GDB350,1G (3) 1/2" HL DEEP GY WP BOX,1GDB350,909.55,909.55,HUNDRED
N/A,SPX 1GDB375,1G (3) 3/4" HL DEEP GY WP BOX,1GDB375,1121.91,1121.91,HUNDRED
N/A,SPX 1GER,1G  NO HL GY EXT RING,1GER,540.21,540.21,HUNDRED
N/A,SPX 1GER450,1G  (4) 1/2" HL GY EXT RING,1GER450,698.91,698.91,HUNDRED
N/A,SPX 1GTC,1G 1P WP TOGGLE GY CVR,1GTC,487.87,487.87,HUNDRED
N/A,SPX 2GB350,2G (3) 1/2" HL GY WP BOX,2GB350,995.95,995.95,HUNDRED
N/A,SPX 2GB375,2G (3) 3/4" HL GY WP BOX,2GB375,1123.35,1123.35,HUNDRED
Boxes & Covers,SPX 2GDB5100,2G (5) 1" HL GY WP BOX,2GDB5100,1957.24,1957.24,HUNDRED
N/A,SPX 2GB550,2G (5) 1/2" HL GY WP BOX,2GB550,1194.53,1194.53,HUNDRED
N/A,SPX 2GB575,2G (5) 3/4" HL GY WP BOX,2GB575,1341.28,1341.28,HUNDRED
N/A,SPX 2GB750,2G (7) 1/2" HL GY WP BOX,2GB750,1072.84,1072.84,HUNDRED
N/A,SPX 2GB775,2G (7) 3/4" HL GY WP BOX,2GB775,1341.05,1341.05,HUNDRED
N/A,SPX LHC3H,RECT (3) 1/2" HL GY CVR,LHC3H,353.27,353.27,HUNDRED
N/A,SPX 2GBC,2G BLANK GY CVR,2GBC,188.71,188.71,HUNDRED
N/A,SPX 2GC,2G WP CVR MULTCONFIG GY,2GC,1503.67,1503.67,HUNDRED
N/A,SPX 2GDB575,2G (5) 3/4" HL GY WP BOX,2GDB575,1565.29,1565.29,HUNDRED
N/A,SPX 2GER,2G NO HL GY EXT RING,2GER,1178.50,1178.50,HUNDRED
N/A,SPX LH100,WET LOC LAMPHOLDER GREY GY,LH100,330.76,330.76,HUNDRED
N/A,SPX LH100BZ,WET LOC LAMPHOLDER BRONZE BZ,LH100BZ,275.63,275.63,HUNDRED
N/A,SPX LHCR3HBZ,RND (3) 1/2" HL BZ CVR,LHCR3HBZ,356.30,356.30,HUNDRED
N/A,SPX RB550,RND (5) 1/2" HL GY WP BOX,RB550,572.27,572.27,HUNDRED
N/A,SPX RB550BZ,RND (5) 1/2" HL BZ WP BOX,RB550BZ,597.25,597.25,HUNDRED
N/A,SPX RB575,RND (5) 3/4" HL GY WP BOX,RB575,926.36,926.36,HUNDRED
N/A,SPX RBC,RND BLANK GY CVR,RBC,225.34,225.34,HUNDRED
Boxes & Covers,PAS WIUCED10SC,WEATHER PROOF IN USE COVER 1G EXTRA DUTY SHLW CLR,WIUCED10SC,11.97,11.97,EACH
Wiring Devices,CRS TP7296,2G WP BLANK COVER,TP7296,328.98,328.98,HUNDRED
Tools & Testers,STI EP44,POWER SHIELD ELECT BOX INSERT 3.75" X 3.75" X 1/8",EP44,7.37,7.37,EACH
Wiring Devices,TAM MX2050WH,HBL UNV 2G WP METAL FLP CVR,MX2050WH,1509.46,1509.46,HUNDRED
Boxes & Covers,GVN AMR111B,4-11/16SQ 1G ADJ CVR,AMR111B,16.03,16.03,EACH
Boxes & Covers,ARL FLBC4560DMB,BRASS ROUND RECESSED FLOOR BOX CVR KIT,FLBC4560DMB,95.21,95.21,EACH
Boxes & Covers,SPX 1GWIUMH,1-GANG METAL MULTI CONFIG IN-USE COVER HORIZONTAL,1GWIUMH,2354.70,2354.70,HUNDRED
N/A,SPX 1GWIUMV,1-GANG METAL MULTI CONFIG IN-USE COVER VERTICAL,1GWIUMV,2354.70,2354.70,HUNDRED
Boxes & Covers,SPX 2GWIUM,2-GANG METAL MULTI CONFIG IN-USE COVER GRAY,2GWIUM,2962.37,2962.37,HUNDRED
Wiring Devices,TAM ML500W,TAM 1G EXP WHILE-IN-USE CVR,ML500W,1351.31,1351.31,HUNDRED
Wiring Devices,TAM ML500Z,TAM 1G EXP WHILE-IN-USE CVR,ML500Z,1351.31,1351.31,HUNDRED
Boxes & Covers,CRS TP593,4-11/16SQ  2G 1-1/4RSD CVR,TP593,1624.95,1624.95,HUNDRED
Boxes & Covers,CRS TP443,4SQ 2-1/8D EXT RNG 1/2&3/4KO,TP443,1886.42,1886.42,HUNDRED
Controls,CRS DS415A,CONTROL STATION COVER,DS415A,229.14,229.14,EACH
Boxes & Covers,TAB RSL11,4-11/16SQ CVR (1)SNGL RCPT,RSL11,953.13,953.13,HUNDRED
Boxes & Covers,ARL DBVM1C,1G CLR VERT RCPT BX,DBVM1C,2370.11,2370.11,HUNDRED
Boxes & Covers,HBL 53630,HBL 4X1-1/2 EX RNG 1/2 THRD KO,53630,8.27,8.27,EACH
Boxes & Covers,BLI BPR1,1G PROTECTOR PLT,BPR1,245.37,245.37,HUNDRED
Boxes & Covers,BLI BPR2,SPRG 2G PROTECTOR PLT,BPR2,250.51,250.51,HUNDRED
Boxes & Covers,MPC FPS181668H0LE,6" X 18" FRISCO PLATE 8 HOLES EACH END 25/CTN,FPS181668H0LE,267.51,267.51,HUNDRED
Boxes & Covers,CRS TP521,4-11/16SQ 2-1/8D 1/2&3/4 KO,TP521,1097.34,1097.34,HUNDRED
Boxes & Covers,CRS FDC222SA,3/4" 2G ALU FD DVC BOX,FDC222SA,135.52,135.52,EACH
Boxes & Covers,ARL FLBC4502,PVC BOX W/ADDITIONAL 3/4" PORTS,FLBC4502,15.83,15.83,EACH
Boxes & Covers,ARL FLBC4502LR,LEVEL RING W/2 BOLT CIRCLES,FLBC4502LR,4.29,4.29,EACH
