Category,Name,Description,Part Number,Price,Cost,Unit of Measure
Fuses,BUS GMA2R,2A 250V FA GLASS FUSE,GMA2R,1.88,1.88,EACH
Tools & Testers,BUS FP2,13/32" - 13/16" FUSE PULLER,FP2,55.64,55.64,EACH
Fuses,BUS FRNR212,2-1/2A 250V TD CLASS RK5 DUAL ELEM FUSE-FUSETRON,FRNR212,26.31,26.31,EACH
Tools & Testers,BUS AGW20,20A 32V 1/4X7/8 FA GLASS FUSE,AGW20,1.02,1.02,EACH
Fuses,BUS CCP130CC,1P 30A 600V COMPACT CIRCUIT PROTECTOR,CCP130CC,37.73,37.73,EACH
Fuses,BUS S5016.3R,S501 6.3A BUSS FUSE,S5016.3R,2.94,2.94,EACH
Fuses,EDN ECSR400,400A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR400,324.71,324.71,EACH
Fuses,BUS LPCC6,6A 600V TD CLASS CC LOW PEAK FUSE,LPCC6,46.61,46.61,EACH
Fuses,EDN MDL112,1-1/2A 32V TD GLASS FUSE,MDL112,1.69,1.69,EACH
Fuses,EDN HCTR1.8,1.8A 600V TD CLASS CC FUSE,HCTR1.8,39.60,39.60,EACH
Tools & Testers,BUS FRSR.5,1/2A 600V TD CLASS RK5 DUAL ELEM FUSE-FUSETRON,FRSR.5,64.58,64.58,EACH
Fuses,BUS MDA10R,10A 250V 1/4X1-1-1/4,MDA10R,2.69,2.69,EACH
Fuses,BUS FRNR250,250A 250V TD CLASS RK5 DUAL ELEM FUSE-FUSETRON,FRNR250,267.12,267.12,EACH
Fuses,EDN MID15,15A 125V PIN INDICATING TIME DELAY MIDGET FUSE,MID15,61.55,61.55,EACH
Wiring Devices,EWD AHL530P,PLUG 30A 125V 2P3W H/L BW,AHL530P,18.09,18.09,EACH
Fuses,EDN LESRK70,70A 600V CLASS RK1 DUEL ELEMENT TIME DELAY FUSE,LESRK70,97.73,97.73,EACH
Fuses,EDN LESRK150,150A 600V CLASS RK1 DUEL ELEMENT TIME DELAY FUSE,LESRK150,225.37,225.37,EACH
Tools & Testers,BUS ATC3,3A ATC BLADE FUSE,ATC3,1.66,1.66,EACH
Fuses,BUS KTKR7,7A 600V FA CLASS CC FUSE,KTKR7,51.24,51.24,EACH
Controls,L-F 777P2,777-P2 MOTOR SAVER,777P2,967.38,967.38,EACH
Tools & Testers,BUS RM601003CR,100 AMP CLASS R FUSE HOLDER 600V -3 POLE,RM601003CR,252.00,252.00,EACH
Fuses,L-F 326002P,2A 250V TD CERAMIC FUSE,326002P,6.66,6.66,EACH
Fuses,L-F FLNR.400,4/10A 250V TD CLASS RK5 DUAL ELEM FUSE,FLNR.400,24.25,24.25,EACH
Fuses,GOU TRS350R,600V 350A 11 5/8X2 9/16 TD FUSE,TRS350R,316.55,316.55,EACH
Fuses,EDN ECSR45,45A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR45,37.44,37.44,EACH
Fuses,BUS MDL34R,3/4A BUSS SMALL DIMENSION FUSE SLOW BLOW,MDL34R,1.84,1.84,EACH
Tools & Testers,CPS 51005,5A TYPE T FIT-ALL FUSE LINK,51005,12.87,12.87,EACH
Fuses,GOU 60306R,600V 30A R SP FUSE BLOCK,60306R,27.05,27.05,EACH
Fuses,GOU 60318R,600V 30A 3P SR R FUSE BLOCK,60318R,50.06,50.06,EACH
Fuses,GOU 67673,ALU 3P POWER DIST BLOCK,67673,161.60,161.60,EACH
Fuses,GOU ATQ212,500V 2-1/2A TD MIDGET FUSE,ATQ212,26.81,26.81,EACH
Fuses,GOU ATQ610,500V 6/10A TD MIDGET FUSE,ATQ610,28.97,28.97,EACH
Fuses,GOU ATM12,600V 1/2A MIDGET FUSE,ATM12,24.53,24.53,EACH
Fuses,GOU TRM7,250V 7A 1 1/2X13/32 MIDGET TD FUSE,TRM7,9.79,9.79,EACH
Fuses,GOU TRS250R,600V 250A 11 5/8X2 9/16 TD FUSE,TRS250R,316.55,316.55,EACH
Fuses,EDN AGC712,7-1/2A 250V 1/4X1-1/4 FA GLASS FUSE,AGC712,1.03,1.03,EACH
Fuses,BUS FNM312,3-1/2A 32V TD MIDGET FUSE,FNM312,18.79,18.79,EACH
Tools & Testers,BUS FRNR712,7-1/2A 250V TD CLASS RK5 DUAL ELEM FUSE-FUSETRON,FRNR712,28.90,28.90,EACH
Fuses,BUS KTK212,2-1/2A 600V FA MIDGET FUSE,KTK212,50.18,50.18,EACH
Tools & Testers,BUS T12,12A 125V TD EDISON BASE PLUG FUSE,T12,42.23,42.23,EACH
Tools & Testers,BUS T312,3-1/2A 125A TD EDISON BASE PLUG FUSE,T312,39.69,39.69,EACH
Fuses,BUS KTK9,9A 600V FA MIDGET FUSE,KTK9,52.18,52.18,EACH
N/A,EDN PB1043,OPEN POWER DISTRIBUTION BLOCK,PB1043,149.65,149.65,EACH
N/A,ENT 1SNA116951R1500,FEM8S END SECTION,1SNA116951R1500,0.52,0.52,EACH
Fuses,BUS FNQR1610,1-6/10A 600V TD CLASS CC FUSE,FNQR1610,56.76,56.76,EACH
Fuses,BUS W3,3A 125V FA EDISON BASE PLUG FUSE,W3,15.87,15.87,EACH
Fuses,BUS ABC.5R,1/2A 250V 1/4X1-1/4 FA CERAMIC FUSE - R,ABC.5R,2.74,2.74,EACH
Fuses,BUS ABC2R,2A 250V 1/4X1-1/4 FA CERAMIC FUSE,ABC2R,2.48,2.48,EACH
Fuses,BUS ABC4R,4A 250V 1/4X1-1/4 FA CERAMIC FUSE,ABC4R,2.60,2.60,EACH
Fuses,BUS ABC6R,6A 250V 1/4X1-1/4 FA CERAMIC FUSE,ABC6R,2.52,2.52,EACH
Fuses,BUS ABC30R,30A 125V 1/4X1-1/4 FA CERAMIC FUSE,ABC30R,3.48,3.48,EACH
Fuses,BUS N0.263,60A TO 30A 250V CLASS H&K FUSE REDUCER,N0.263,48.74,48.74,EACH
Fuses,BUS AGC4R,4A 250V 1/4X1-1/4 ROHS FA GLASS FUSE,AGC4R,1.29,1.29,EACH
Fuses,BUS FNQR118,1-1/8A 600V TD CLASS CC FUSE,FNQR118,56.76,56.76,EACH
Fuses,BUS AGC6R,6A 250V 1/4X1-1/4 ROHS FA GLASS FUSE,AGC6R,1.49,1.49,EACH
Fuses,BUS FRNR412,4-1/2A 250V TD CLASS RK5 DUAL ELEM FUSE-FUSETRON,FRNR412,25.39,25.39,EACH
Fuses,BUS FRNR614,6-1/4A 250V TD CLASS RK5 DUAL ELEM FUSE-FUSETRON,FRNR614,25.09,25.09,EACH
Fuses,BUS AGC7R,7A 250V 1/4X1-1/4 ROHS FA GLASS FUSE,AGC7R,1.62,1.62,EACH
Fuses,BUS AGC14R,14A SMALL DIMENSION FUSE GLASS,AGC14R,0.87,0.87,EACH
Fuses,BUS KTK8,8A 600V FA MIDGET FUSE,KTK8,40.50,40.50,EACH
Fuses,EDN LESRK60,60A 600V CLASS RK1 DUEL ELEMENT TIME DELAY FUSE,LESRK60,61.90,61.90,EACH
Tools & Testers,BUS LKN10,10A 250V SUPER-LAG FUSE LINK,LKN10,8.96,8.96,EACH
Tools & Testers,BUS REN40,40A 250V SUPERLAG RENEWABLE FUSE,REN40,37.95,37.95,EACH
Tools & Testers,BUS REN50,50A 250V SUPERLAG RENEWABLE FUSE,REN50,37.95,37.95,EACH
Tools & Testers,BUS LKN40,40A 250V SUPER-LAG FUSE LINK,LKN40,4.10,4.10,EACH
Tools & Testers,BUS LKS10,10A 600V SUPER-LAG FUSE LINK,LKS10,19.34,19.34,EACH
Tools & Testers,BUS S12,12A 125V TD REJECTION BASE PLUG FUSE,S12,46.88,46.88,EACH
Tools & Testers,BUS LKS150,150A 600V SUPER-LAG FUSE LINK,LKS150,26.31,26.31,EACH
Tools & Testers,BUS S4,4A 125V TD REJECTION BASE PLUG FUSE,S4,41.79,41.79,EACH
Tools & Testers,BUS LKS5,5A 600V SUPER-LAG FUSE LINK,LKS5,9.36,9.36,EACH
Fuses,BUS AGC110R,1/10A 250V 1/4X1-1/4 ROHS FA GLASS FUSE,AGC110R,3.88,3.88,EACH
Tools & Testers,BUS T25,25A 125V TD EDISON BASE PLUG FUSE,T25,13.97,13.97,EACH
Tools & Testers,BUS W10,3A 125V FA EDISON BASE PLUG FUSE,W10,13.05,13.05,EACH
Tools & Testers,BUS REN15,15A 250V SUPERLAG RENEWABLE FUSE,REN15,36.95,36.95,EACH
Fuses,BUS AGC1610R,1-6/10A 250V 1/4X1-1/4 ROHS FA GLASS FUSE,AGC1610R,1.05,1.05,EACH
Tools & Testers,EDN N0.226R,200A 250V CLASS R FUSE REDUCER,N0.226R,145.17,145.17,EACH
Fuses,BUS GMA200R,200MA 250V FA 5X20MM GLASS FUSE,GMA200R,2.17,2.17,EACH
Fuses,BUS GMA125R,125MA 250V FA 5X20MM GLASS FUSE,GMA125R,3.17,3.17,EACH
Fuses,BUS GMA315R,315MA 250V FA 5X20MM GLASS FUSE,GMA315R,2.17,2.17,EACH
Fuses,BUS GMA1.5R,1-1/2A 250V FA 5X20MM GLASS FUSE,GMA1.5R,1.88,1.88,EACH
Fuses,BUS GMA4R,4A 125V FA 5X20MM GLASS FUSE,GMA4R,1.88,1.88,EACH
Fuses,BUS GMA6R,6A 125V FA 5X20MM GLASS FUSE,GMA6R,1.88,1.88,EACH
Fuses,BUS GMA8R,8A 125V FA 5X20MM GLASS FUSE,GMA8R,1.98,1.98,EACH
Fuses,BUS GMA10R,10A 125V FA 5X20MM GLASS FUSE,GMA10R,1.98,1.98,EACH
Fuses,BUS GMA15R,15A 125V FA 5X20MM GLASS FUSE,GMA15R,1.98,1.98,EACH
Fuses,EDN ECSR5,5A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR5,24.52,24.52,EACH
Fuses,EDN ECSR50,50A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR50,37.44,37.44,EACH
Fuses,EDN ECSR500,500A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR500,468.13,468.13,EACH
Fuses,EDN ECSR6,6A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR6,24.52,24.52,EACH
Fuses,EDN ECSR600,600A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR600,468.13,468.13,EACH
Fuses,EDN ECSR6.25,6-1/4A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR6.25,29.88,29.88,EACH
Fuses,EDN ECSR7,7A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR7,29.88,29.88,EACH
Fuses,EDN ECSR70,70A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR70,70.29,70.29,EACH
Fuses,EDN ECSR75,75A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR75,86.03,86.03,EACH
Fuses,EDN ECSR8,8A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR8,24.52,24.52,EACH
Fuses,EDN ECSR80,80A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR80,68.44,68.44,EACH
Fuses,EDN ECSR90,90A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR90,70.29,70.29,EACH
Fuses,EDN ECNR1,1A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR1,16.40,16.40,EACH
Fuses,EDN ECNR10,10A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR10,14.44,14.44,EACH
Fuses,EDN ECNR100,100A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR100,43.11,43.11,EACH
Fuses,EDN ECNR110,110A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR110,132.96,132.96,EACH
Fuses,EDN ECNR125,125A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR125,105.44,105.44,EACH
Fuses,EDN ECNR15,15A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR15,11.08,11.08,EACH
Fuses,EDN ECNR150,150A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR150,105.44,105.44,EACH
Fuses,EDN ECNR17.5,17-1/2A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR17.5,13.07,13.07,EACH
Fuses,EDN ECNR175,175A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR175,105.44,105.44,EACH
Fuses,EDN ECNR2,2A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR2,15.79,15.79,EACH
Fuses,EDN ECNR20,20A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR20,11.08,11.08,EACH
Fuses,EDN ECNR200,200A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR200,105.44,105.44,EACH
Fuses,EDN ECNR225,225A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR225,186.85,186.85,EACH
Fuses,EDN ECNR25,25A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR25,11.08,11.08,EACH
Fuses,EDN ECNR250,250A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR250,186.85,186.85,EACH
Fuses,EDN ECNR3,3A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR3,18.08,18.08,EACH
Fuses,EDN ECNR30,30A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR30,11.08,11.08,EACH
Fuses,EDN ECNR300,300A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR300,186.85,186.85,EACH
Fuses,EDN ECNR35,35A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR35,18.29,18.29,EACH
Fuses,EDN ECNR350,350A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR350,190.32,190.32,EACH
Fuses,EDN ECNR40,40A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR40,18.29,18.29,EACH
Fuses,EDN ECNR400,400A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR400,190.32,190.32,EACH
Fuses,EDN ECNR45,45A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR45,18.29,18.29,EACH
Fuses,EDN ECNR450,450A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR450,356.02,356.02,EACH
Fuses,EDN ECNR5,5A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR5,17.42,17.42,EACH
Fuses,EDN ECNR50,50A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR50,18.29,18.29,EACH
Fuses,EDN ECNR500,500A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR500,284.50,284.50,EACH
Fuses,EDN ECNR60,60A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR60,18.29,18.29,EACH
Fuses,EDN ECNR600,600A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR600,284.50,284.50,EACH
Fuses,EDN ECNR70,70A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR70,43.11,43.11,EACH
Fuses,EDN ECNR8,8A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR8,18.07,18.07,EACH
Fuses,EDN ECNR80,80A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR80,43.11,43.11,EACH
Fuses,EDN ECNR90,90A 250V CLASS RK5 TIME DELAY CL FUSE,ECNR90,43.11,43.11,EACH
Fuses,EDN ECSR1,1A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR1,30.32,30.32,EACH
Fuses,EDN ECSR.5,1/2A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR.5,46.00,46.00,EACH
Fuses,EDN ECSR10,10A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR10,24.52,24.52,EACH
Fuses,EDN ECSR100,100A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR100,68.44,68.44,EACH
Fuses,EDN ECSR1.25,1-1/4A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR1.25,32.38,32.38,EACH
Fuses,EDN ECSR110,110A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR110,161.15,161.15,EACH
Fuses,EDN ECSR12,12A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR12,24.52,24.52,EACH
Fuses,EDN ECSR125,125A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR125,161.15,161.15,EACH
Fuses,EDN ECSR15,15A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR15,21.74,21.74,EACH
Fuses,EDN ECSR150,150A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR150,161.15,161.15,EACH
Fuses,EDN ECSR175,175A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR175,161.15,161.15,EACH
Fuses,EDN ECSR2,2A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR2,26.40,26.40,EACH
Fuses,EDN ECSR20,20A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR20,21.74,21.74,EACH
Fuses,EDN ECSR200,200A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR200,161.15,161.15,EACH
Fuses,EDN ECSR225,225A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR225,324.71,324.71,EACH
Fuses,EDN ECSR25,25A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR25,21.74,21.74,EACH
Fuses,EDN ECSR250,250A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR250,324.71,324.71,EACH
Fuses,EDN ECSR3,3A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR3,24.52,24.52,EACH
Fuses,EDN ECSR30,30A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR30,21.74,21.74,EACH
Fuses,EDN ECSR300,300A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR300,324.71,324.71,EACH
Fuses,EDN ECSR3.5,3-1/2A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR3.5,29.88,29.88,EACH
Fuses,EDN ECSR35,35A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR35,37.44,37.44,EACH
Fuses,EDN ECSR350,350A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR350,324.71,324.71,EACH
Fuses,EDN ECSR4,4A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR4,24.52,24.52,EACH
Fuses,EDN ECSR40,40A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR40,37.44,37.44,EACH
Fuses,EDN MCL10,10A 600V FAST ACTING MIDGET FUSE,MCL10,27.48,27.48,EACH
Fuses,EDN HCLR1,1A 600V CLASS CC FAST ACTING FUSE,HCLR1,30.13,30.13,EACH
Fuses,EDN HCLR10,10A 600V CLASS CC FAST ACTING FUSE,HCLR10,30.13,30.13,EACH
Fuses,EDN MCL15,15A 600V FAST ACTING MIDGET FUSE,MCL15,27.48,27.48,EACH
Fuses,EDN HCLR12,12A 600V CLASS CC FAST ACTING FUSE,HCLR12,30.60,30.60,EACH
Fuses,EDN MCL2,2A 600V FAST ACTING MIDGET FUSE,MCL2,28.63,28.63,EACH
Fuses,EDN HCLR15,15A 600V CLASS CC FAST ACTING FUSE,HCLR15,30.13,30.13,EACH
Fuses,EDN HCLR2,2A 600V CLASS CC FAST ACTING FUSE,HCLR2,30.13,30.13,EACH
Fuses,EDN MCL20,20A 600V FAST ACTING MIDGET FUSE,MCL20,28.13,28.13,EACH
Fuses,EDN HCLR20,20A 600V CLASS CC FAST ACTING FUSE,HCLR20,30.13,30.13,EACH
Fuses,EDN HCLR25,25A 600V CLASS CC FAST ACTING FUSE,HCLR25,32.03,32.03,EACH
Fuses,EDN HCLR3,3A 600V CLASS CC FAST ACTING FUSE,HCLR3,30.13,30.13,EACH
Fuses,EDN HCLR30,30A 600V CLASS CC FAST ACTING FUSE,HCLR30,30.13,30.13,EACH
Fuses,EDN HCLR4,4A 600V CLASS CC FAST ACTING FUSE,HCLR4,32.03,32.03,EACH
Fuses,EDN MCL30,30A 600V FAST ACTING MIDGET FUSE,MCL30,28.13,28.13,EACH
Fuses,EDN HCLR5,5A 600V CLASS CC FAST ACTING FUSE,HCLR5,30.13,30.13,EACH
Fuses,EDN MCL5,5A 600V FAST ACTING MIDGET FUSE,MCL5,27.48,27.48,EACH
Fuses,EDN HCLR6,6A 600V CLASS CC FAST ACTING FUSE,HCLR6,31.58,31.58,EACH
Fuses,EDN HCTR.5,1/2A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR.5,31.21,31.21,EACH
N/A,EDN ECSR17.5,17-1/2A 600V CLASS RK5 TIME DELAY CL FUSE,ECSR17.5,21.74,21.74,EACH
Fuses,EDN HCTR1,1A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR1,30.26,30.26,EACH
Fuses,EDN HCTR10,10A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR10,21.70,21.70,EACH
Fuses,EDN HCTR15,15A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR15,31.04,31.04,EACH
Fuses,EDN HCTR2,2A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR2,30.94,30.94,EACH
Fuses,EDN HCTR20,20A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR20,32.11,32.11,EACH
Fuses,EDN HCTR3,3A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR3,30.60,30.60,EACH
Fuses,EDN HCTR30,30A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR30,31.84,31.84,EACH
Fuses,EDN HCTR4,4A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR4,32.90,32.90,EACH
Fuses,EDN HCTR5,5A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR5,30.94,30.94,EACH
Fuses,EDN HCTR6,6A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR6,39.82,39.82,EACH
Fuses,EDN HCTR8,8A 600V CLASS CC TIME DELAY SMALL CONTROL FUSE,HCTR8,39.82,39.82,EACH
Fuses,EDN JDL10,10A 600V CLASS J TIME DELAY FUSE,JDL10,41.61,41.61,EACH
Fuses,EDN JDL125,125A 600V CLASS J TIME DELAY FUSE,JDL125,243.66,243.66,EACH
Fuses,EDN MEN1,1A 250V FIBER TUBE TIME DELAY MIDGET FUSE,MEN1,13.23,13.23,EACH
Fuses,EDN JDL15,15A 600V CLASS J TIME DELAY FUSE,JDL15,41.59,41.59,EACH
Fuses,EDN JDL150,150A 600V CLASS J TIME DELAY FUSE,JDL150,247.26,247.26,EACH
Fuses,EDN JDL175,175A 600V CLASS J TIME DELAY FUSE,JDL175,247.48,247.48,EACH
Fuses,EDN JDL20,20A 600V CLASS J TIME DELAY FUSE,JDL20,40.98,40.98,EACH
Fuses,EDN JDL200,200A 600V CLASS J TIME DELAY FUSE,JDL200,242.53,242.53,EACH
Fuses,EDN JDL250,250A 600V CLASS J TIME DELAY FUSE,JDL250,501.19,501.19,EACH
Fuses,EDN MEN10,10A 250V FIBER TUBE TIME DELAY MIDGET FUSE,MEN10,12.77,12.77,EACH
Fuses,EDN MEN15,15A 250V FIBER TUBE TIME DELAY MIDGET FUSE,MEN15,12.40,12.40,EACH
Fuses,BUS FRSR400,400A 600V TD CLASS RK5 DUAL ELEM FUSE-FUSETRON,FRSR400,484.93,484.93,EACH
Fuses,BUS LPNRK20SP,20A 250V TD DUAL ELEM CLASS RK1 LOW PEAK FUSE,LPNRK20SP,27.44,27.44,EACH
Fuses,BUS N0.213,100A TO 30A 250V CLASS H & K FUSE REDUCER,N0.213,119.06,119.06,EACH
Fuses,EDN EBS1,1A 600V FAST ACTING MIDGET FUSE,EBS1,22.43,22.43,EACH
Fuses,EDN EBS10,10A 600V FAST ACTING MIDGET FUSE,EBS10,28.38,28.38,EACH
Fuses,EDN EBS2,2A 600V FAST ACTING MIDGET FUSE,EBS2,22.00,22.00,EACH
Fuses,EDN EBS3,3A 600V FAST ACTING MIDGET FUSE,EBS3,22.00,22.00,EACH
Fuses,EDN EBS5,5A 600V FAST ACTING MIDGET FUSE,EBS5,22.00,22.00,EACH
Fuses,EDN EDCC1,1A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC1,37.65,37.65,EACH
Fuses,EDN EDCC10,10A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC10,37.65,37.65,EACH
Fuses,EDN EDCC15,15A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC15,37.65,37.65,EACH
Fuses,EDN EDCC2,2A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC2,37.65,37.65,EACH
Fuses,EDN EDCC20,20A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC20,37.65,37.65,EACH
Fuses,EDN EDCC25,25A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC25,37.65,37.65,EACH
Fuses,EDN EDCC3,3A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC3,37.65,37.65,EACH
Fuses,EDN EDCC4,4A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC4,37.65,37.65,EACH
Fuses,EDN EDCC5,5A 600V CLASS CC TIME DELAY COMPACT FUSE,EDCC5,37.65,37.65,EACH
N/A,EDN LKS200,200A 600V SUPER-LAG FUSE LINK,LKS200,60.10,60.10,EACH
Fuses,EDN LESRK200,200A 600V CLASS RK1 DUEL ELEMENT TIME DELAY FUSE,LESRK200,261.41,261.41,EACH
Fuses,EDN LESRK30,30A 600V CLASS RK1 DUEL ELEMENT TIME DELAY FUSE,LESRK30,32.33,32.33,EACH
Fuses,EDN MEN30,30A 250V FIBER TUBE TIME DELAY MIDGET FUSE,MEN30,12.63,12.63,EACH
Fuses,EDN MEN4,4A 250V FIBER TUBE TIME DELAY MIDGET FUSE,MEN4,12.63,12.63,EACH
Fuses,EDN MEN5,5A 250V FIBER TUBE TIME DELAY MIDGET FUSE,MEN5,12.55,12.55,EACH
Fuses,EDN MEN6,6A 250V FIBER TUBE TIME DELAY MIDGET FUSE,MEN6,14.42,14.42,EACH
Fuses,EDN JDL35,35A 600V CLASS J TIME DELAY FUSE,JDL35,66.15,66.15,EACH
Fuses,EDN JDL40,40A 600V CLASS J TIME DELAY FUSE,JDL40,66.85,66.85,EACH
Fuses,EDN JDL400,400A 600V CLASS J TIME DELAY FUSE,JDL400,511.10,511.10,EACH
Fuses,EDN MEN7,7A 250V FIBER TUBE TIME DELAY MIDGET FUSE,MEN7,13.58,13.58,EACH
Fuses,EDN JDL5,5A 600V CLASS J TIME DELAY FUSE,JDL5,42.23,42.23,EACH
Fuses,EDN JDL50,50A 600V CLASS J TIME DELAY FUSE,JDL50,67.35,67.35,EACH
Fuses,EDN MEQ1,1A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ1,32.56,32.56,EACH
Fuses,EDN MEQ10,10A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ10,32.56,32.56,EACH
Fuses,EDN JDL70,70A 600V CLASS J TIME DELAY FUSE,JDL70,120.90,120.90,EACH
Fuses,EDN MEQ12,12A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ12,33.92,33.92,EACH
Fuses,EDN JDL80,80A 600V CLASS J TIME DELAY FUSE,JDL80,120.92,120.92,EACH
Fuses,EDN MEQ15,15A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ15,32.56,32.56,EACH
Fuses,EDN MEQ20,20A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ20,32.56,32.56,EACH
Fuses,EDN MEQ25,25A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ25,32.56,32.56,EACH
Fuses,EDN MEQ3,3A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ3,32.56,32.56,EACH
Fuses,EDN MEQ30,30A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ30,32.56,32.56,EACH
Fuses,EDN MEQ4,4A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ4,32.56,32.56,EACH
Fuses,EDN MEQ5,5A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ5,32.56,32.56,EACH
Fuses,EDN MEQ6,6A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ6,32.56,32.56,EACH
Fuses,EDN MEQ8,8A 500V FIBER TUBE TIME DELAY MIDGET FUSE,MEQ8,32.56,32.56,EACH
