Assm #,,Assm Name,,,,Material $'s,,,Labor Hours,,,Unit Price 1,,,,,Unit Price 2,,,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,4.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,922",5/8  LOCK WASHER,,,,2.00,,,0.00,,$14.51,,,C,0.00,,X,,,,
"5,982",5/8 MACHINE BOLT ANCH,,,,2.00,,,0.00,,$109.24,,,C,20.00,,C,,,,
"6,114","5/8"" ALL THREAD",,,,6.00,,,0.00,,"$3,622.42",,,C,2.50,,C,,,,
"6,107","5/8"" NUT",,,,6.00,,,0.00,,$63.58,,,C,0.00,,X,,,,
"5,913","5/8"" FLAT STEEL WASHER",,,,6.00,,,0.00,,$34.73,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,038",,"RACK  6""/48"" 5/8"" ROD",,,,$300.42,E,,0.845,, ,$284.35,,, ,,$319.89,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,0.50,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,922",5/8  LOCK WASHER,,,,2.00,,,0.00,,$14.51,,,C,0.00,,X,,,,
"5,982",5/8 MACHINE BOLT ANCH,,,,2.00,,,0.00,,$109.24,,,C,20.00,,C,,,,
"6,114","5/8"" ALL THREAD",,,,8.00,,,0.00,,"$3,622.42",,,C,2.50,,C,,,,
"6,107","5/8"" NUT",,,,6.00,,,0.00,,$63.58,,,C,0.00,,X,,,,
"5,913","5/8"" FLAT STEEL WASHER",,,,6.00,,,0.00,,$34.73,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,039",,"RACK  9""/48"" 5/8"" ROD",,,,$301.55,E,,0.868,, ,$286.07,,, ,,$321.82,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,0.75,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,922",5/8  LOCK WASHER,,,,2.00,,,0.00,,$14.51,,,C,0.00,,X,,,,
"5,982",5/8 MACHINE BOLT ANCH,,,,2.00,,,0.00,,$109.24,,,C,20.00,,C,,,,
"6,114","5/8"" ALL THREAD",,,,8.00,,,0.00,,"$3,622.42",,,C,2.50,,C,,,,
"6,107","5/8"" NUT",,,,6.00,,,0.00,,$63.58,,,C,0.00,,X,,,,
"5,913","5/8"" FLAT STEEL WASHER",,,,6.00,,,0.00,,$34.73,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,040",,"RACK 12""/48"" 5/8"" ROD",,,,$302.67,E,,0.890,, ,$287.78,,, ,,$323.76,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,1.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,922",5/8  LOCK WASHER,,,,2.00,,,0.00,,$14.51,,,C,0.00,,X,,,,
"5,982",5/8 MACHINE BOLT ANCH,,,,2.00,,,0.00,,$109.24,,,C,20.00,,C,,,,
"6,114","5/8"" ALL THREAD",,,,8.00,,,0.00,,"$3,622.42",,,C,2.50,,C,,,,
"6,107","5/8"" NUT",,,,6.00,,,0.00,,$63.58,,,C,0.00,,X,,,,
"5,913","5/8"" FLAT STEEL WASHER",,,,6.00,,,0.00,,$34.73,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,041",,"RACK 18""/48"" 5/8"" ROD",,,,$304.93,E,,0.935,, ,$291.21,,, ,,$327.62,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,1.50,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,922",5/8  LOCK WASHER,,,,2.00,,,0.00,,$14.51,,,C,0.00,,X,,,,
"5,982",5/8 MACHINE BOLT ANCH,,,,2.00,,,0.00,,$109.24,,,C,20.00,,C,,,,
"6,114","5/8"" ALL THREAD",,,,8.00,,,0.00,,"$3,622.42",,,C,2.50,,C,,,,
"6,107","5/8"" NUT",,,,6.00,,,0.00,,$63.58,,,C,0.00,,X,,,,
"5,913","5/8"" FLAT STEEL WASHER",,,,6.00,,,0.00,,$34.73,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,042",,"RACK 24""/48"" 5/8"" ROD",,,,$307.18,E,,0.980,, ,$294.65,,, ,,$331.48,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,2.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,922",5/8  LOCK WASHER,,,,2.00,,,0.00,,$14.51,,,C,0.00,,X,,,,
"5,982",5/8 MACHINE BOLT ANCH,,,,2.00,,,0.00,,$109.24,,,C,20.00,,C,,,,
"6,114","5/8"" ALL THREAD",,,,8.00,,,0.00,,"$3,622.42",,,C,2.50,,C,,,,
"6,107","5/8"" NUT",,,,6.00,,,0.00,,$63.58,,,C,0.00,,X,,,,
"5,913","5/8"" FLAT STEEL WASHER",,,,6.00,,,0.00,,$34.73,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,043",,"RACK 36""/48"" 5/8"" ROD",,,,$311.69,E,,1.070,, ,$301.51,,, ,,$339.20,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,3.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,922",5/8  LOCK WASHER,,,,2.00,,,0.00,,$14.51,,,C,0.00,,X,,,,
"5,982",5/8 MACHINE BOLT ANCH,,,,2.00,,,0.00,,$109.24,,,C,20.00,,C,,,,
"6,114","5/8"" ALL THREAD",,,,8.00,,,0.00,,"$3,622.42",,,C,2.50,,C,,,,
"6,107","5/8"" NUT",,,,6.00,,,0.00,,$63.58,,,C,0.00,,X,,,,
"5,913","5/8"" FLAT STEEL WASHER",,,,6.00,,,0.00,,$34.73,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,044",,"RACK 48""/48"" 5/8"" ROD",,,,$316.20,E,,1.160,, ,$308.38,,, ,,$346.92,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,4.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,922",5/8  LOCK WASHER,,,,2.00,,,0.00,,$14.51,,,C,0.00,,X,,,,
"5,982",5/8 MACHINE BOLT ANCH,,,,2.00,,,0.00,,$109.24,,,C,20.00,,C,,,,
"6,114","5/8"" ALL THREAD",,,,8.00,,,0.00,,"$3,622.42",,,C,2.50,,C,,,,
"6,107","5/8"" NUT",,,,6.00,,,0.00,,$63.58,,,C,0.00,,X,,,,
"5,913","5/8"" FLAT STEEL WASHER",,,,6.00,,,0.00,,$34.73,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,046",,"racks unistrut 3/8"" rod bea",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"10,047",,"RACK  6""/12"" 3/8"" ROD BEAM ",,,,$38.80,E,,0.715,, ,$57.08,,, ,,$64.22,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,112","3/8"" ALL THREAD",,,,2.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,0.50,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,048",,"RACK  9""/12"" 3/8"" ROD BEAM ",,,,$39.93,E,,0.738,, ,$58.80,,, ,,$66.15,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,112","3/8"" ALL THREAD",,,,2.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,0.75,,,0.00,,$450.77,,,C,9.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,049",,"RACK 12""/12"" 3/8"" ROD BEAM ",,,,$41.06,E,,0.760,, ,$60.52,,, ,,$68.08,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,1.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,2.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,050",,"RACK 18""/12"" 3/8"" ROD BEAM ",,,,$43.31,E,,0.805,, ,$63.95,,, ,,$71.94,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,112","3/8"" ALL THREAD",,,,2.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,1.50,,,0.00,,$450.77,,,C,9.00,,C,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,051",,"RACK 24""/12"" 3/8"" ROD BEAM ",,,,$45.56,E,,0.850,, ,$67.38,,, ,,$75.80,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,2.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,2.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,052",,"RACK 36""/12"" 3/8"" ROD BEAM ",,,,$50.07,E,,0.940,, ,$74.24,,, ,,$83.52,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,3.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,2.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,053",,"RACK 48""/12"" 3/8"" ROD BEAM ",,,,$54.58,E,,1.030,, ,$81.11,,, ,,$91.25,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,4.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,2.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,056",,"RACK  6""/24"" 3/8"" ROD BEAM ",,,,$49.81,E,,0.745,, ,$67.47,,, ,,$75.90,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,0.50,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,4.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,057",,"RACK  9""/24"" 3/8"" ROD BEAM ",,,,$50.93,E,,0.768,, ,$69.18,,, ,,$77.83,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,0.75,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,4.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,058",,"RACK 12""/24"" 3/8"" ROD BEAM ",,,,$52.06,E,,0.790,, ,$70.90,,, ,,$79.76,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,1.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,4.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,059",,"RACK 18""/24"" 3/8"" ROD BEAM ",,,,$54.31,E,,0.835,, ,$74.33,,, ,,$83.62,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,1.50,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,4.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,060",,"RACK 24""/24"" 3/8"" ROD BEAM ",,,,$56.57,E,,0.880,, ,$77.76,,, ,,$87.48,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,2.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,4.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,061",,"RACK 36""/24"" 3/8"" ROD BEAM ",,,,$61.07,E,,0.970,, ,$84.63,,, ,,$95.21,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,3.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,4.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,062",,"RACK 48""/24"" 3/8"" ROD BEAM ",,,,$65.58,E,,1.060,, ,$91.49,,, ,,$102.93,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,4.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,4.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,065",,"RACK  6""/36"" 3/8"" ROD BEAM ",,,,$60.81,E,,0.775,, ,$77.85,,, ,,$87.58,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,0.50,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,6.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,066",,"RACK  9""/36"" 3/8"" ROD BEAM ",,,,$61.94,E,,0.798,, ,$79.57,,, ,,$89.51,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,0.75,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,6.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"10,067",,"RACK 12""/36"" 3/8"" ROD BEAM ",,,,$63.06,E,,0.820,, ,$81.28,,, ,,$91.44,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,1.00,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,6.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"10,068",,"RACK 18""/36"" 3/8"" ROD BEAM ",,,,$65.32,E,,0.865,, ,$84.71,,, ,,$95.30,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,4.00,,,0.00,,$122.10,,,C,0.00,,X,,,,
"6,319",1 5/8 UNISTRUT P1000-10,,,,1.50,,,0.00,,$450.77,,,C,9.00,,C,,,,
"6,112","3/8"" ALL THREAD",,,,6.00,,,0.00,,$550.20,,,C,1.50,,C,,,,
"6,105","3/8"" NUT",,,,6.00,,,0.00,,$18.26,,,C,0.00,,X,,,,
"5,920",3/8  LOCK WASHER,,,,2.00,,,0.00,,$3.89,,,C,0.00,,X,,,,
"6,098","3/8"" SADDLE WASHER",,,,2.00,,,0.00,,$10.71,,,C,0.00,,X,,,,
"6,464",CHANNEL CUTS - LABOR ON,,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,2.00,,,0.00,,$963.60,,,C,22.00,,C,,,,
