Assm #,,Assm Name,,,,Material $'s,,,Labor Hours,,,Unit Price 1,,,,,Unit Price 2,,,
"39,699","3/4"" X 18"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"40,092","3/4"" BOLTS SINGLE EYE P",,,,3.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,2.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"31,056",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,4.810,, ,$161.62,,, ,,$181.82,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,2.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"39,861","3/4"" LOCKNUT M-F CURVED",,,,5.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"40,092","3/4"" BOLTS SINGLE EYE P",,,,1.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"36,882","3/4""X16"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.13,,E,,,,
"36,867","5/8""X10"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,699","3/4"" X 18"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"31,057",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,7.300,, ,$245.28,,, ,,$275.94,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,699","3/4"" X 18"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,4.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,2.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"39,861","3/4"" LOCKNUT M-F CURVED",,,,8.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"40,094","7/8"" BOLTS DOUBLE EYE P",,,,4.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"36,882","3/4""X16"" MACHINE BOLT",,,,4.00,,,0.00,,$0.00,,,E,0.13,,E,,,,
"36,867","5/8""X10"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"31,058",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,6.340,, ,$213.02,,, ,,$239.65,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,4.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,4.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"36,882","3/4""X16"" MACHINE BOLT",,,,4.00,,,0.00,,$0.00,,,E,0.13,,E,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,2.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"39,861","3/4"" LOCKNUT M-F CURVED",,,,6.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"40,094","7/8"" BOLTS DOUBLE EYE P",,,,4.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,699","3/4"" X 18"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"31,061",,md angle guying &deadend po,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"31,062",,medium duty - bands,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"31,063",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,4.180,, ,$140.45,,, ,,$158.00,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,682","25,000 LBS MEDIUM DUTY ",,,,5.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,4.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,064",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,3.480,, ,$116.93,,, ,,$131.54,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,682","25,000 LBS MEDIUM DUTY ",,,,3.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,2.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,065",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,6.080,, ,$204.29,,, ,,$229.82,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"38,926","50000LBS 7/8"" BOLT TRAN",,,,4.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,4.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,682","25,000 LBS MEDIUM DUTY ",,,,10.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,2.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"31,066",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,5.320,, ,$178.75,,, ,,$201.10,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,4.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,682","25,000 LBS MEDIUM DUTY ",,,,10.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"38,926","50000LBS 7/8"" BOLT TRAN",,,,4.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,2.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,069",,md angle guying &deadend po,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"31,070",,medium duty -  pole eye pla,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"31,071",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,6.040,, ,$202.94,,, ,,$228.31,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,3.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,700","3/4"" X 20"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,2.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"36,882","3/4""X16"" MACHINE BOLT",,,,2.00,,,0.00,,$0.00,,,E,0.13,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,2.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,2.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"39,861","3/4"" LOCKNUT M-F CURVED",,,,6.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,072",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,4.810,, ,$161.62,,, ,,$181.82,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,1.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,700","3/4"" X 20"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"36,882","3/4""X16"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.13,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,2.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"39,861","3/4"" LOCKNUT M-F CURVED",,,,5.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,073",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,10.160,, ,$341.38,,, ,,$384.05,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"40,094","7/8"" BOLTS DOUBLE EYE P",,,,8.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,892","7/8""X16"" MACHINE BOLT",,,,8.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,4.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"38,926","50000LBS 7/8"" BOLT TRAN",,,,4.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,862","7/8"" LOCKNUT M-F CURVED",,,,8.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,700","3/4"" X 20"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"31,074",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,9.420,, ,$316.51,,, ,,$356.08,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,700","3/4"" X 20"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"38,926","50000LBS 7/8"" BOLT TRAN",,,,4.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,862","7/8"" LOCKNUT M-F CURVED",,,,8.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"40,094","7/8"" BOLTS DOUBLE EYE P",,,,8.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,892","7/8""X16"" MACHINE BOLT",,,,8.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,4.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"31,077",,md angle guying &deadend po,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"31,078",,medium duty - guying tees,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"31,079",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,6.440,, ,$216.38,,, ,,$243.43,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,3.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"38,891","4"" x 4"" CROSSARM GRID G",,,,2.00,,,0.00,,$0.00,,,E,0.20,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"36,882","3/4""X16"" MACHINE BOLT",,,,2.00,,,0.00,,$0.00,,,E,0.13,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,2.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,2.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"39,861","3/4"" LOCKNUT M-F CURVED",,,,6.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,700","3/4"" X 20"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,2.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,080",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,5.210,, ,$175.06,,, ,,$196.94,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,1.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"38,891","4"" x 4"" CROSSARM GRID G",,,,2.00,,,0.00,,$0.00,,,E,0.20,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,700","3/4"" X 20"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"36,882","3/4""X16"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.13,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,0.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,2.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"39,861","3/4"" LOCKNUT M-F CURVED",,,,5.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,081",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,12.780,, ,$429.41,,, ,,$483.08,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,700","3/4"" X 20"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"38,891","4"" x 4"" CROSSARM GRID G",,,,16.00,,,0.00,,$0.00,,,E,0.20,,E,,,,
"36,893","7/8""X18"" MACHINE BOLT",,,,8.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"39,860","5/8"" LOCKNUT M-F CURVED",,,,1.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,862","7/8"" LOCKNUT M-F CURVED",,,,8.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,4.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"40,094","7/8"" BOLTS DOUBLE EYE P",,,,8.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,082",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,12.020,, ,$403.87,,, ,,$454.36,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,700","3/4"" X 20"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,4.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"38,891","4"" x 4"" CROSSARM GRID G",,,,16.00,,,0.00,,$0.00,,,E,0.20,,E,,,,
"36,893","7/8""X18"" MACHINE BOLT",,,,8.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
"39,416","20,000 LBS THIMBLE CLEV",,,,2.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"37,389","5/8"" 3-BOLT HEAVY GUY C",,,,2.00,,,0.00,,$0.00,,,E,0.10,,E,,,,
"39,862","7/8"" LOCKNUT M-F CURVED",,,,8.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"39,633","3/4"" BOLT CLAMP, GRD WI",,,,4.00,,,0.00,,$0.00,,,E,0.50,,E,,,,
"40,094","7/8"" BOLTS DOUBLE EYE P",,,,8.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"37,518","3/8"" GALV STL STRD FOR ",,,,1.00,,,0.00,,$0.00,,,E,0.02,,E,,,,
"31,085",,md angle guying &deadend po,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"31,086",,medium duty - tees & guy li,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"31,087",,ANG GUY & DDEND PL TIE (RUS,,,,$0.00, ,,5.840,, ,$196.22,,, ,,$220.75,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"40,098",MEDIUM DUTY POLE BANDS,,,,3.00,,,0.00,,$0.00,,,E,0.30,,E,,,,
"38,891","4"" x 4"" CROSSARM GRID G",,,,2.00,,,0.00,,$0.00,,,E,0.20,,E,,,,
"39,708","3/8"" GUY WIRE CLIP",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,913","3/4"" 4""X4"" CURV SQ STL ",,,,2.00,,,0.00,,$0.00,,,E,0.00,,E,,,,
"36,883","3/4""X18"" MACHINE BOLT",,,,2.00,,,0.00,,$0.00,,,E,0.13,,E,,,,
"39,691","5/8"" X 18"" BOLT, EYE, D",,,,2.00,,,0.00,,$0.00,,,C,20.00,,C,,,,
"36,868","5/8""X12"" MACHINE BOLT",,,,1.00,,,0.00,,$0.00,,,E,0.11,,E,,,,
"39,632","5/8"" BOLT CLAMP, GRD WI",,,,1.00,,,0.00,,$0.00,,,E,0.45,,E,,,,
"38,925","30000LBS 3/4"" BOLT TRAN",,,,2.00,,,0.00,,$0.00,,,E,0.15,,E,,,,
