Assm #,,Assm Name,,,,Material $'s,,,Labor Hours,,,Unit Price 1,,,,,Unit Price 2,,,
"2,332",3 1/2 IMC BEND,,,,0.00,,,0.00,,$0.00,,,X,157.00,,C,,,,
"5,716",3/8-16 X 3/4 CAP SCREW,,,,0.20,,,3.00,,$10.43,,,C,0.00,,X,,,,
"34,048",,"4#750 & 1#2 IMC  3 1/2"" BC/",,,,$655.44, ,,0.580,, ,$568.65,,, ,,$639.73,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"2,320",3 1/2 IMC 90 ELBOW,,,,0.00,,,3.00,,$169.82,,,E,0.90,,E,,,,
"7,633",3/8-16  APP BEAM CLAMP,,,,0.20,,,3.00,,$963.60,,,C,22.00,,C,,,,
29, 750 THHN CU STRANDED 5,,,,4.00,,,60.00,,"$144,965.60",,,M,48.00,,M,,,,
178,   2 XHHW AL STRANDED 1,,,,1.00,,,15.00,,$767.08,,,M,7.00,,M,,,,
190, 750 XHHW AL STRANDED 4,,,,4.00,,,60.00,,"$6,326.84",,,M,42.00,,M,,,,
"4,594",3 1/2 LOCKNUT,,,,0.00,,,4.00,,"$3,608.69",,,C,33.53,,C,,,,
"2,308",3 1/2 IMC,,,,1.00,,,0.00,,"$4,696.39",,,C,14.00,,C,,,,
"4,664",3 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,965.00",,,C,14.40,,C,,,,
"2,344",3 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$9,229.20",,,C,12.00,,C,,,,
"7,664",3-1/2  COND HGR W/BOLT,,,,0.20,,,3.00,,$297.62,,,C,14.50,,C,,,,
"2,332",3 1/2 IMC BEND,,,,0.00,,,0.00,,$0.00,,,X,157.00,,C,,,,
"5,716",3/8-16 X 3/4 CAP SCREW,,,,0.20,,,3.00,,$10.43,,,C,0.00,,X,,,,
"34,050",,end,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,051",,d/c feeder strap const w/Al,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,052",, #3 emt d/c stap const Alum,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,053",,"3 #3   1"" EMT   D/C STRAP",,,,$3.98, ,,0.081,, ,$4.81,,, ,,$5.41,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,998",    1 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$76.58,,,C,3.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"1,793",    1 EMT COUP D/C,,,,0.10,,,0.00,,$384.34,,,C,4.00,,C,,,,
"5,855",12 X 1-1/4 COMB PAN HD ,,,,0.13,,,0.00,,$4.82,,,C,0.00,,X,,,,
"1,709",    1 EMT CONN D/C,,,,0.10,,,0.00,,$335.39,,,C,6.00,,C,,,,
"1,564",    1 EMT CONDUIT,,,,1.00,,,0.00,,$295.75,,,C,4.00,,C,,,,
177,   3 XHHW AL STRANDED 8,,,,3.00,,,45.00,,$0.00,,, ,9.00,,M,,,,
"34,054",,"3 #3 & 1 #6  1"" EMT D/C STR",,,,$4.46, ,,0.086,, ,$5.31,,, ,,$5.98,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,998",    1 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$76.58,,,C,3.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"1,793",    1 EMT COUP D/C,,,,0.10,,,0.00,,$384.34,,,C,4.00,,C,,,,
"5,855",12 X 1-1/4 COMB PAN HD ,,,,0.13,,,0.00,,$4.82,,,C,0.00,,X,,,,
"1,709",    1 EMT CONN D/C,,,,0.10,,,0.00,,$335.39,,,C,6.00,,C,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"1,564",    1 EMT CONDUIT,,,,1.00,,,0.00,,$295.75,,,C,4.00,,C,,,,
177,   3 XHHW AL STRANDED 8,,,,3.00,,,45.00,,$0.00,,, ,9.00,,M,,,,
"34,055",,"4 #3 1 1/4"" EMT D/C STRAP",,,,$5.70, ,,0.102,, ,$6.65,,, ,,$7.48,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
177,   3 XHHW AL STRANDED 8,,,,4.00,,,60.00,,$0.00,,, ,9.00,,M,,,,
"34,056",,"4 #3 #6 1 1/4"" EMT D/C STRA",,,,$6.18, ,,0.107,, ,$7.16,,, ,,$8.05,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
177,   3 XHHW AL STRANDED 8,,,,4.00,,,60.00,,$0.00,,, ,9.00,,M,,,,
"34,058",,#2 emt d/c strap const.Alum,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,059",,"3 #2   1"" EMT   D/C STRAP",,,,$6.28, ,,0.075,, ,$6.66,,, ,,$7.50,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
178,   2 XHHW AL STRANDED 1,,,,3.00,,,45.00,,$767.08,,,M,7.00,,M,,,,
"1,998",    1 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$76.58,,,C,3.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"1,793",    1 EMT COUP D/C,,,,0.10,,,0.00,,$384.34,,,C,4.00,,C,,,,
"5,855",12 X 1-1/4 COMB PAN HD ,,,,0.13,,,0.00,,$4.82,,,C,0.00,,X,,,,
"1,709",    1 EMT CONN D/C,,,,0.10,,,0.00,,$335.39,,,C,6.00,,C,,,,
"1,564",    1 EMT CONDUIT,,,,1.00,,,0.00,,$295.75,,,C,4.00,,C,,,,
"34,060",,"3 #2 & 1 #6  1 1/4"" EMT D/C",,,,$8.49, ,,0.092,, ,$8.85,,, ,,$9.96,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
178,   2 XHHW AL STRANDED 1,,,,3.00,,,45.00,,$767.08,,,M,7.00,,M,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,061",,"4 #2 1 1/4"" EMT D/C STRAP",,,,$8.76, ,,0.094,, ,$9.13,,, ,,$10.27,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
178,   2 XHHW AL STRANDED 1,,,,4.00,,,60.00,,$767.08,,,M,7.00,,M,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
"34,062",,"4 #2 & 1 #6 1 1/4"" EMT D/C ",,,,$9.25, ,,0.099,, ,$9.63,,, ,,$10.83,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
178,   2 XHHW AL STRANDED 1,,,,4.00,,,60.00,,$767.08,,,M,7.00,,M,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,064",,#1 emt d/c strap const Alum,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,065",,"3 #1  1 1/4"" EMT  D/C STRAP",,,,$8.87, ,,0.090,, ,$9.14,,, ,,$10.29,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
179,   1 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,057.13",,,M,8.00,,M,,,,
"34,066",,"3 #1 & 1 #6 1 1/4"" EMT D/C ",,,,$46.51, ,,0.128,, ,$41.89,,, ,,$47.12,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
18,   1 THHN CU STRANDED 1,,,,3.00,,,0.00,,"$12,385.51",,,M,11.00,,M,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
179,   1 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,057.13",,,M,8.00,,M,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,067",,"4 #1 1 1/4"" EMT D/C STRAP",,,,$9.92, ,,0.098,, ,$10.18,,, ,,$11.46,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
179,   1 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,057.13",,,M,8.00,,M,,,,
"34,068",,"4 #1 & 1 #6  1 1/2"" EMT D/C",,,,$11.99, ,,0.117,, ,$12.27,,, ,,$13.81,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,566",1 1/2 EMT CONDUIT,,,,1.00,,,0.00,,$580.65,,,C,6.00,,C,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.13,,,0.00,,$16.80,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.13,,,0.00,,$193.32,,,C,0.00,,X,,,,
"1,795",1 1/2 EMT COUP D/C,,,,0.10,,,0.00,,$998.27,,,C,6.00,,C,,,,
179,   1 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,057.13",,,M,8.00,,M,,,,
"2,000",1 1/2 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$165.12,,,C,4.00,,C,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,070",,#1/0 emt d/c strap const. A,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,071",,"3 #1/0   1 1/4"" EMT   D/C S",,,,$9.26, ,,0.093,, ,$9.53,,, ,,$10.72,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,565",1 1/4 EMT CONDUIT,,,,1.00,,,0.00,,$466.55,,,C,5.00,,C,,,,
"1,999",1 1/4 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$118.73,,,C,4.00,,C,,,,
"1,794",1 1/4 EMT COUP D/C,,,,0.10,,,0.00,,$671.44,,,C,5.00,,C,,,,
"5,909",1/4 FLAT STEEL WASHER,,,,0.13,,,0.00,,$156.87,,,C,0.00,,X,,,,
"6,056",HEX LAG BLT 1/4X1-1/4,,,,0.13,,,0.00,,$10.85,,,C,5.00,,C,,,,
180, 1/0 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,187.23",,,M,9.00,,M,,,,
"34,072",,"3 #1/0  & 1 #6  1 1/2"" EMT ",,,,$15.93, ,,0.119,, ,$15.66,,, ,,$17.62,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,566",1 1/2 EMT CONDUIT,,,,1.00,,,0.00,,$580.65,,,C,6.00,,C,,,,
14,   6 THHN CU STRANDED 7,,,,1.00,,,0.00,,"$4,600.64",,,M,7.00,,M,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.13,,,0.00,,$16.80,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.13,,,0.00,,$193.32,,,C,0.00,,X,,,,
"1,795",1 1/2 EMT COUP D/C,,,,0.10,,,0.00,,$998.27,,,C,6.00,,C,,,,
"2,000",1 1/2 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$165.12,,,C,4.00,,C,,,,
180, 1/0 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,187.23",,,M,9.00,,M,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,073",,"4 #1/0  1 1/2"" EMT D/C STRA",,,,$12.02, ,,0.116,, ,$12.28,,, ,,$13.82,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,566",1 1/2 EMT CONDUIT,,,,1.00,,,0.00,,$580.65,,,C,6.00,,C,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.13,,,0.00,,$16.80,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.13,,,0.00,,$193.32,,,C,0.00,,X,,,,
"1,795",1 1/2 EMT COUP D/C,,,,0.10,,,0.00,,$998.27,,,C,6.00,,C,,,,
"2,000",1 1/2 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$165.12,,,C,4.00,,C,,,,
180, 1/0 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,187.23",,,M,9.00,,M,,,,
"34,074",,"4 #1/0  & 1 #6  1 1/2"" EMT ",,,,$12.51, ,,0.121,, ,$12.79,,, ,,$14.38,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,566",1 1/2 EMT CONDUIT,,,,1.00,,,0.00,,$580.65,,,C,6.00,,C,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.13,,,0.00,,$16.80,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.13,,,0.00,,$193.32,,,C,0.00,,X,,,,
"1,795",1 1/2 EMT COUP D/C,,,,0.10,,,0.00,,$998.27,,,C,6.00,,C,,,,
"2,000",1 1/2 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$165.12,,,C,4.00,,C,,,,
180, 1/0 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,187.23",,,M,9.00,,M,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,076",,#2/0 emt d/c strap const.Al,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,077",,"3 #2/0   1 1/2"" EMT   D/C S",,,,$11.48, ,,0.110,, ,$11.72,,, ,,$13.18,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,566",1 1/2 EMT CONDUIT,,,,1.00,,,0.00,,$580.65,,,C,6.00,,C,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.13,,,0.00,,$16.80,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.13,,,0.00,,$193.32,,,C,0.00,,X,,,,
"1,795",1 1/2 EMT COUP D/C,,,,0.10,,,0.00,,$998.27,,,C,6.00,,C,,,,
"2,000",1 1/2 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$165.12,,,C,4.00,,C,,,,
181, 2/0 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,403.08",,,M,10.00,,M,,,,
"34,078",,"3 #2/0  & 1 #6  1 1/2"" EMT ",,,,$11.97, ,,0.115,, ,$12.22,,, ,,$13.75,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,566",1 1/2 EMT CONDUIT,,,,1.00,,,0.00,,$580.65,,,C,6.00,,C,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.13,,,0.00,,$16.80,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.13,,,0.00,,$193.32,,,C,0.00,,X,,,,
"1,795",1 1/2 EMT COUP D/C,,,,0.10,,,0.00,,$998.27,,,C,6.00,,C,,,,
"2,000",1 1/2 EMT 1 HOLE STP/ST,,,,0.13,,,0.00,,$165.12,,,C,4.00,,C,,,,
181, 2/0 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,403.08",,,M,10.00,,M,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,079",,"4 #2/0  2"" EMT D/C STRAP",,,,$14.77, ,,0.142,, ,$15.08,,, ,,$16.96,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,567",    2 EMT CONDUIT,,,,1.00,,,0.00,,$688.77,,,C,7.00,,C,,,,
"2,038",    2 EMT 2 HOLE STP/ST,,,,0.13,,,0.00,,$372.69,,,C,4.00,,C,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,0.00,,$16.80,,,C,7.00,,C,,,,
"1,796",    2 EMT COUP D/C,,,,0.10,,,0.00,,"$1,283.66",,,C,9.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,0.00,,$193.32,,,C,0.00,,X,,,,
181, 2/0 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,403.08",,,M,10.00,,M,,,,
"34,080",,"4 #2/0  & 1 #6  2"" EMT D/C ",,,,$15.26, ,,0.147,, ,$15.58,,, ,,$17.53,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,567",    2 EMT CONDUIT,,,,1.00,,,0.00,,$688.77,,,C,7.00,,C,,,,
"2,038",    2 EMT 2 HOLE STP/ST,,,,0.13,,,0.00,,$372.69,,,C,4.00,,C,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,0.00,,$16.80,,,C,7.00,,C,,,,
"1,796",    2 EMT COUP D/C,,,,0.10,,,0.00,,"$1,283.66",,,C,9.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,0.00,,$193.32,,,C,0.00,,X,,,,
181, 2/0 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,403.08",,,M,10.00,,M,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,082",,#3/0 emt d/c strap const. A,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,083",,"3 #3/0   2"" EMT   D/C STRAP",,,,$14.39, ,,0.135,, ,$14.63,,, ,,$16.45,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,567",    2 EMT CONDUIT,,,,1.00,,,0.00,,$688.77,,,C,7.00,,C,,,,
"2,038",    2 EMT 2 HOLE STP/ST,,,,0.13,,,0.00,,$372.69,,,C,4.00,,C,,,,
182, 3/0 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,741.99",,,M,11.00,,M,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,0.00,,$16.80,,,C,7.00,,C,,,,
"1,796",    2 EMT COUP D/C,,,,0.10,,,0.00,,"$1,283.66",,,C,9.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,0.00,,$193.32,,,C,0.00,,X,,,,
"34,084",,"3 #3/0  & 1 #6  2"" EMT D/C ",,,,$14.88, ,,0.140,, ,$15.13,,, ,,$17.02,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,567",    2 EMT CONDUIT,,,,1.00,,,0.00,,$688.77,,,C,7.00,,C,,,,
"2,038",    2 EMT 2 HOLE STP/ST,,,,0.13,,,0.00,,$372.69,,,C,4.00,,C,,,,
182, 3/0 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,741.99",,,M,11.00,,M,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,0.00,,$16.80,,,C,7.00,,C,,,,
"1,796",    2 EMT COUP D/C,,,,0.10,,,0.00,,"$1,283.66",,,C,9.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,0.00,,$193.32,,,C,0.00,,X,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,085",,"4 #3/0  2"" EMT D/C STRAP",,,,$16.13, ,,0.146,, ,$16.30,,, ,,$18.34,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,567",    2 EMT CONDUIT,,,,1.00,,,0.00,,$688.77,,,C,7.00,,C,,,,
"2,038",    2 EMT 2 HOLE STP/ST,,,,0.13,,,0.00,,$372.69,,,C,4.00,,C,,,,
182, 3/0 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,741.99",,,M,11.00,,M,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,0.00,,$16.80,,,C,7.00,,C,,,,
"1,796",    2 EMT COUP D/C,,,,0.10,,,0.00,,"$1,283.66",,,C,9.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,0.00,,$193.32,,,C,0.00,,X,,,,
"34,086",,"4 #3/0  & 1 #6  2"" EMT D/C ",,,,$16.62, ,,0.151,, ,$16.81,,, ,,$18.91,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,567",    2 EMT CONDUIT,,,,1.00,,,0.00,,$688.77,,,C,7.00,,C,,,,
"2,038",    2 EMT 2 HOLE STP/ST,,,,0.13,,,0.00,,$372.69,,,C,4.00,,C,,,,
182, 3/0 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,741.99",,,M,11.00,,M,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,0.00,,$16.80,,,C,7.00,,C,,,,
"1,796",    2 EMT COUP D/C,,,,0.10,,,0.00,,"$1,283.66",,,C,9.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,0.00,,$193.32,,,C,0.00,,X,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"34,088",,#4/0 emt d/c strap const.Al,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"34,089",,"3 #4/0   2"" EMT   D/C STRAP",,,,$14.97, ,,0.138,, ,$15.18,,, ,,$17.07,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"1,567",    2 EMT CONDUIT,,,,1.00,,,0.00,,$688.77,,,C,7.00,,C,,,,
"2,038",    2 EMT 2 HOLE STP/ST,,,,0.13,,,0.00,,$372.69,,,C,4.00,,C,,,,
183, 4/0 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$1,936.27",,,M,12.00,,M,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,0.00,,$16.80,,,C,7.00,,C,,,,
"1,796",    2 EMT COUP D/C,,,,0.10,,,0.00,,"$1,283.66",,,C,9.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,0.00,,$193.32,,,C,0.00,,X,,,,
"34,090",,"3 #4/0  & 1 #4  2"" EMT D/C ",,,,$15.58, ,,0.144,, ,$15.80,,, ,,$17.77,, ,
