assmNum,assmName,isHead,level1,level2,level3,section,subsection,material,laborHours
1,Electrical Database,1,,,,,Electrical Database,0,0
3,copper wire,1,,,,,copper wire,0,0
4,cu thhn solid wire,1,Wire,Copper,Solid,cu thhn solid wire,,0,0
5,14 THHN CU SOLID,0,Wire,Copper,Solid,cu thhn solid wire,,0.58,0.003
6,12 THHN CU SOLID,0,Wire,Copper,Solid,cu thhn solid wire,,2.65,0.012
7,10 THHN CU SOLID,0,Wire,Copper,Solid,cu thhn solid wire,,1.38,0.005
9,cu thhn stranded wire,1,Wire,Copper,Stranded,cu thhn stranded wire,,0,0
10,14 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,0.64,0.003
11,12 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,4.74,0.02
12,10 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,1.45,0.005
13,8 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,2.69,0.006
14,6 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,4.6,0.007
15,4 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,7.04,0.008
16,3 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,8.88,0.009
17,2 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,11.12,0.01
18,1 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,12.39,0.011
19,1/0 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,15.16,0.014
20,2/0 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,18.68,0.016
21,3/0 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,6.8,0.02
22,4/0 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,29.43,0.022
23,250 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,34.1,0.024
24,300 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,40.89,0.026
25,350 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,47.88,0.032
26,400 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,54.47,0.036
27,500 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,68.82,0.038
28,600 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,85.76,0.042
29,750 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,144.97,0.048
30,1000 THHN CU STRANDED,0,Wire,Copper,Stranded,cu thhn stranded wire,,192.38,0.054
32,cu xhhw solid wire,1,Wire,Copper,Solid,cu xhhw solid wire,,0,0
33,14 XHHW CU SOLID,0,Wire,Copper,Solid,cu xhhw solid wire,,0.93,0.003
34,12 XHHW CU SOLID,0,Wire,Copper,Solid,cu xhhw solid wire,,1.48,0.004
35,10 XHHW CU SOLID,0,Wire,Copper,Solid,cu xhhw solid wire,,2.28,0.005
37,cu xhhw stranded wire,1,Wire,Copper,Stranded,cu xhhw stranded wire,,0,0
38,14 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,0.86,0.003
39,12 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,1.17,0.004
40,10 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,1.76,0.005
41,8 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,3.12,0.006
42,6 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,5.27,0.007
43,4 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,7.75,0.008
44,3 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,9.53,0.009
45,2 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,11.96,0.01
46,1 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,13.12,0.011
47,1/0 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,16.13,0.014
48,2/0 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,20.15,0.016
49,3/0 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,25.23,0.02
50,4/0 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,31.64,0.022
51,250 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,36.49,0.024
52,300 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,43.39,0.026
53,350 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,50.69,0.032
54,400 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,57.81,0.036
55,500 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,72.1,0.038
56,600 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,91.05,0.042
57,750 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,148.37,0.048
58,1000 XHHW CU STRANDED,0,Wire,Copper,Stranded,cu xhhw stranded wire,,194.76,0.054
61,cu use-rhw solid wire,1,Wire,Copper,Solid,cu use-rhw solid wire,,0,0
62,12 USE-RHW CU SOLID,0,Wire,Copper,Solid,cu use-rhw solid wire,,1.84,0.004
63,10 USE-RHW CU SOLID,0,Wire,Copper,Solid,cu use-rhw solid wire,,2.3,0.005
65,cu use-rhw stranded wire,1,Wire,Copper,Stranded,cu use-rhw stranded wire,,0,0
66,14 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,1.86,0.003
67,12 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,1.97,0.004
68,10 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,2.4,0.005
69,8 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,4.29,0.006
70,6 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,6.88,0.007
71,4 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,10.48,0.008
72,3 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,14.1,0.009
73,2 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,16.29,0.01
74,1 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,17.47,0.011
75,1/0 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,22.28,0.014
76,2/0 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,28.01,0.016
77,3/0 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,35,0.02
78,4/0 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,43.71,0.022
79,250 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,46.96,0.024
80,300 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,53.65,0.026
81,350 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,63.74,0.032
82,400 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,72.27,0.036
83,500 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,87.57,0.038
84,600 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,109.05,0.042
85,750 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,177.76,0.048
86,1000 USE-RHW CU STRANDED,0,Wire,Copper,Stranded,cu use-rhw stranded wire,,235.39,0.054
88,cu bare solid wire,1,Wire,Copper,Solid,cu bare solid wire,,0,0
89,14 BARE CU SOLID,0,Wire,Copper,Solid,cu bare solid wire,,0.57,0.003
90,12 BARE CU SOLID,0,Wire,Copper,Solid,cu bare solid wire,,0.89,0.004
91,10 BARE CU SOLID,0,Wire,Copper,Solid,cu bare solid wire,,1.4,0.005
92,8 BARE CU SOLID,0,Wire,Copper,Solid,cu bare solid wire,,2.5,0.006
93,6 BARE CU SOLID,0,Wire,Copper,Solid,cu bare solid wire,,4.43,0.007
94,4 BARE CU SOLID,0,Wire,Copper,Solid,cu bare solid wire,,7.25,0.008
95,2 BARE CU SOLID,0,Wire,Copper,Solid,cu bare solid wire,,11.43,0.01
97,cu bare stranded wire,1,Wire,Copper,Stranded,cu bare stranded wire,,0,0
98,8 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,2.59,0.006
99,6 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,4.52,0.007
100,4 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,7.48,0.008
101,2 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,11.78,0.01
102,1 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,0,0.011
103,1/0 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,16.75,0.014
104,2/0 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,20.65,0.016
105,3/0 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,23.82,0.02
106,4/0 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,32.79,0.022
107,250 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,36.96,0.024
108,300 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,41.76,0.026
109,350 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,51.61,0.032
110,400 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,65.96,0.036
111,500 BARE CU STRANDED,0,Wire,Copper,Stranded,cu bare stranded wire,,73.66,0.042
113,cu mtw stranded wire,1,Wire,Copper,Stranded,cu mtw stranded wire,,0,0
114,16 MTW CU STRANDED,0,Wire,Copper,Stranded,cu mtw stranded wire,,0.13,0.003
115,14 MTW CU STRANDED,0,Wire,Copper,Stranded,cu mtw stranded wire,,0.19,0.003
116,12 MTW CU STRANDED,0,Wire,Copper,Stranded,cu mtw stranded wire,,0.25,0.004
117,10 MTW CU STRANDED,0,Wire,Copper,Stranded,cu mtw stranded wire,,0.38,0.005
118,8 MTW CU STRANDED,0,Wire,Copper,Stranded,cu mtw stranded wire,,0.67,0.006
120,cu tffn stranded wire,1,Wire,Copper,Stranded,cu tffn stranded wire,,0,0
121,18 TFFN CU STRANDED,0,Wire,Copper,Stranded,cu tffn stranded wire,,0.4,0.002
122,16 TFFN CU STRANDED,0,Wire,Copper,Stranded,cu tffn stranded wire,,0.56,0.003
124,al thhn stranded wire,1,Wire,Alum,Stranded,al thhn stranded wire,,0,0
125,6 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,,0.48,0.005
126,4 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,,0.59,0.006
127,3 AL THHN STRANDED WIRE 85,1,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,0,0
128,2 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,0.75,0.007
129,1 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,1.04,0.008
130,1/0 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,1.16,0.009
131,2/0 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,1.38,0.01
132,3/0 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,1.71,0.011
133,4/0 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,1.9,0.012
134,250 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,2.32,0.014
135,300 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,3.2,0.016
136,350 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,3.25,0.018
137,400 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,3.8,0.022
138,500 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,4.19,0.026
139,600 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,5.32,0.032
140,700 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,6.14,0.042
141,750 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,6.2,0.042
142,1000 AL THHN STRANDED WIRE,0,Wire,Alum,Stranded,al thhn stranded wire,3 AL THHN STRANDED WIRE 85,9.23,0.054
144,al xhhw stranded wire,1,Wire,Alum,Stranded,al xhhw stranded wire,,0,0
145,6 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,0.49,0.005
146,4 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,0.6,0.006
147,2 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,0.77,0.007
148,1 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,1.06,0.008
149,1/0 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,1.19,0.009
150,2/0 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,1.4,0.01
151,3/0 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,1.74,0.011
152,4/0 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,1.94,0.012
153,250 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,2.36,0.014
154,300 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,3.27,0.016
155,350 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,3.32,0.018
156,400 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,3.88,0.022
157,500 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,4.28,0.026
158,600 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,5.42,0.032
159,750 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,6.33,0.042
160,1000 AL XHHW STRANDED WIRE,0,Wire,Alum,Stranded,al xhhw stranded wire,,9.42,0.054
162,al use rhh rhw stranded wir,1,Wire,Alum,Stranded,al use rhh rhw stranded wir,,0,0
163,6 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,0.62,0.005
164,4 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,0.71,0.006
165,2 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,0.92,0.007
166,1 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,1.2,0.008
167,1/0 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,1.38,0.009
168,2/0 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,1.63,0.01
169,3/0 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,1.97,0.011
170,4/0 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,2.19,0.012
171,250 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,2.89,0.014
172,300 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,3.75,0.016
173,350 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,3.83,0.018
174,400 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,4.68,0.022
175,500 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,5.15,0.026
176,600 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,0,0.026
177,700 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,0,0.026
178,750 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,7.69,0.004
179,1000 AL USE RHH RHW STRANDE,0,Wire,Alum,Stranded,al use rhh rhw stranded wir,,0,0.046
181,5kv 1c cu xlp-pvc non-shiel,1,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0
182,6 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.011
183,4 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.012
184,2 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.016
185,1 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.017
186,1/0 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.019
187,2/0 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.021
188,3/0 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.023
189,4/0 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.026
190,250 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.028
191,350 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.033
192,500 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.041
193,750 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.049
194,1000 5KV 1C CU XLP-PVC UNSH,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc non-shiel,,0,0.057
196,5kv 1c cu xlp-pvc shield ca,1,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0
197,8 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.01
198,6 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.011
199,4 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.013
200,2 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.017
201,1 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.018
202,1/0 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.02
203,2/0 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.022
204,3/0 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.025
205,4/0 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.027
206,250 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.03
207,350 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.036
208,500 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.043
209,750 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.054
210,1000 5KV 1C CU XLP-PVC SHIE,0,Industrial,Cable,5KV Cable,5kv 1c cu xlp-pvc shield ca,,0,0.061
212,5kv 3c cu xlp-pvc non grd s,1,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0
213,4 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.029
214,2 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.033
215,1 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.037
216,1/0 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.041
217,2/0 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.045
218,3/0 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.049
219,4/0 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.053
220,250 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.057
221,350 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.065
222,500 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.074
223,750 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.09
224,1000 5KV 3C CU XLP-PVC NOGR,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc non grd s,,0,0.11
226,5kv 3c cu xlp-pvc grd shiel,1,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0
227,4 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.033
228,2 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.037
229,1 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.041
230,1/0 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.045
231,2/0 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.049
232,3/0 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.053
233,4/0 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.057
234,250 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.062
235,350 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.069
236,500 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.082
237,750 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.098
238,1000 5KV 3C CU XLP-PVC GRD,0,Industrial,Cable,5KV Cable,5kv 3c cu xlp-pvc grd shiel,,0,0.111
240,15kv 1c cu xlp-pvc shield c,1,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0
241,2 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.021
242,1 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.023
243,1/0 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.025
244,2/0 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.026
245,3/0 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.03
246,4/0 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.031
247,250 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.034
248,350 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.039
249,500 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.047
250,750 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.057
251,1000 15KV 1C CU XLP-PVC SHI,0,Industrial,Cable,15KV Cable,15kv 1c cu xlp-pvc shield c,,0,0.066
253,15kv 3c cu xlp-pvc no grd s,1,Industrial,Cable,15KV Cable,15kv 3c cu xlp-pvc no grd s,,0,0
254,2 15KV 3C CU XLP-PVC NOG,0,Industrial,Cable,15KV Cable,15kv 3c cu xlp-pvc no grd s,,0,0.041
255,1 15KV 3C CU XLP-PVC NOG,0,Industrial,Cable,15KV Cable,15kv 3c cu xlp-pvc no grd s,,0,0.045
256,1/0 15KV 3C CU XLP-PVC NOG,0,Industrial,Cable,15KV Cable,15kv 3c cu xlp-pvc no grd s,,0,0.049
257,2/0 15KV 3C CU XLP-PVC NOG,0,Industrial,Cable,15KV Cable,15kv 3c cu xlp-pvc no grd s,,0,0.053
258,3/0 15KV 3C CU XLP-PVC NOG,0,Industrial,Cable,15KV Cable,15kv 3c cu xlp-pvc no grd s,,0,0.057
259,4/0 15KV 3C CU XLP-PVC NOG,0,Industrial,Cable,15KV Cable,15kv 3c cu xlp-pvc no grd s,,0,0.062
